Taxon,DLC_ID,Hybrid,Sex,Name,Current_Resident,StudBook,DOB,Birth_Month,Estimated_DOB,Birth_Type,Birth_Institution,Litter_Size,Expected_Gestation,Estimated_Concep,Concep_Month,Dam_ID,Dam_Name,Dam_Taxon,Dam_DOB,Dam_AgeAtConcep_y,Sire_ID,Sire_Name,Sire_Taxon,Sire_DOB,Sire_AgeAtConcep_y,DOD,AgeAtDeath_y,AgeOfLiving_y,AgeLastVerified_y,AgeMax_LiveOrDead_y,N_known_offspring
OGG,0001,N,F,WHITE-TAIL,N,,28Jan1959,1,U,UNK,KIBWEZI,,129,21Sep1958,9,,,,,,,,,,,09Oct1966,7.70,,,7.70,11
OGG,0002,N,M,BRUISER,N,,28Jan1959,1,U,WB,KIBWEZI,,129,21Sep1958,9,WILD,,,,,WILD,,,,,01Jan1963,3.93,,,3.93,5
OGG,0003,N,M,GEORGE,N,,01Jul1960,7,,CB,DUKE PRIM,1,129,23Feb1960,2,0001,WHITE-TAIL,OGG,28Jan1959,1.07,0002,BRUISER,OGG,28Jan1959,1.07,07Jul1960,0.02,,,0.02,
OGG,0004,N,M,TIGGER,N,,14Apr1962,4,,CB,DUKE PRIM,1,129,06Dec1961,12,0001,WHITE-TAIL,OGG,28Jan1959,2.86,0002,BRUISER,OGG,28Jan1959,2.86,21Mar1968,5.94,,,5.94,
OGG,0005,N,M,KANGA,N,,25Aug1961,8,,CB,DUKE PRIM,1,129,18Apr1961,4,0001,WHITE-TAIL,OGG,28Jan1959,2.22,0002,BRUISER,OGG,28Jan1959,2.22,07Feb1977,15.47,,,15.47,7
OGG,0006,N,F,ROO,N,,17Mar1961,3,,CB,DUKE PRIM,1,129,08Nov1960,11,0001,WHITE-TAIL,OGG,28Jan1959,1.78,0002,BRUISER,OGG,28Jan1959,1.78,15Oct1974,13.59,,,13.59,9
OGG,0007,N,M,HERMIT,N,,28Jan1959,1,U,WB,KIBWEZI,,129,21Sep1958,9,WILD,,,,,WILD,,,,,14Aug1966,7.55,,,7.55,7
OGG,0008,N,F,PIGLETTE,N,,30Jul1962,7,,CB,DUKE PRIM,1,129,23Mar1962,3,0006,ROO,OGG,17Mar1961,1.02,0007,HERMIT,OGG,28Jan1959,3.15,14Dec1967,5.38,,,5.38,1
OGG,0009,N,M,POOH BEAR,N,,30Sep1963,9,,CB,DUKE PRIM,1,129,24May1963,5,0001,WHITE-TAIL,OGG,28Jan1959,4.32,0007,HERMIT,OGG,28Jan1959,4.32,13Feb1974,10.38,,,10.38,1
OGG,0010,N,M,EEYORE,N,,20May1964,5,,CB,DUKE PRIM,1,129,12Jan1964,1,0001,WHITE-TAIL,OGG,28Jan1959,4.96,0007,HERMIT,OGG,28Jan1959,4.96,02Nov1977,13.46,,,13.46,7
OGG,0011,N,M,RABBIT,N,,29Oct1964,10,,CB,DUKE PRIM,1,129,22Jun1964,6,0001,WHITE-TAIL,OGG,28Jan1959,5.40,0007,HERMIT,OGG,28Jan1959,5.40,12Jun1969,4.62,,,4.62,1
OGG,0012,N,M,HEFFALUMP,N,,10May1965,5,,CB,DUKE PRIM,1,129,01Jan1965,1,0001,WHITE-TAIL,OGG,28Jan1959,5.93,0007,HERMIT,OGG,28Jan1959,5.93,12Dec1968,3.59,,,3.59,
OGG,0013,N,M,CHRISTOPHER ROBI,N,,30Dec1965,12,,CB,DUKE PRIM,1,129,23Aug1965,8,0001,WHITE-TAIL,OGG,28Jan1959,6.57,0007,HERMIT,OGG,28Jan1959,6.57,01Mar1972,6.17,,,6.17,2
OGG,0014,N,F,ROOLETTE,N,,27Oct1964,10,,CB,DUKE PRIM,1,129,20Jun1964,6,0006,ROO,OGG,17Mar1961,3.26,0005,KANGA,OGG,25Aug1961,2.82,,,,14.16,14.16,5
OGG,0015,N,F,WOL,N,,20Jun1965,6,,CB,DUKE PRIM,1,129,11Feb1965,2,0006,ROO,OGG,17Mar1961,3.91,0005,KANGA,OGG,25Aug1961,3.47,11Nov1971,6.40,,,6.40,4
OGG,0016,N,F,DORIAN GRAY,N,,19May1966,5,,CB,DUKE PRIM,1,129,10Jan1966,1,0014,ROOLETTE,OGG,27Oct1964,1.21,0011,RABBIT,OGG,29Oct1964,1.20,03Aug1969,3.21,,,3.21,1
OGG,0017,N,F,WOOZLE,N,,08Jun1967,6,,CB,DUKE PRIM,1,129,30Jan1967,1,0015,WOL,OGG,20Jun1965,1.61,0010,EEYORE,OGG,20May1964,2.70,,,,13.17,13.17,4
OGG,0018,N,M,TIGGER II,N,,29Mar1969,3,,CB,DUKE PRIM,1,129,20Nov1968,11,0015,WOL,OGG,20Jun1965,3.42,0013,CHRISTOPHER ROBI,OGG,30Dec1965,2.89,,,,9.74,9.74,1
OGG,0019,N,F,WHITE-TAIL II,N,,20Jul1969,7,,CB,DUKE PRIM,1,129,13Mar1969,3,0014,ROOLETTE,OGG,27Oct1964,4.38,MULT2,,,,,30Mar1971,1.69,,,1.69,
OGG,0020,N,M,DORIAN GRAY-A,N,,20Jul1969,7,,CB,DUKE PRIM,1,129,13Mar1969,3,0016,DORIAN GRAY,OGG,19May1966,2.82,MULT2,,,,,02Sep1969,0.12,,,0.12,
OGG,0021,N,M,ARLO,N,,30Dec1969,12,,CB,DUKE PRIM,1,129,23Aug1969,8,0006,ROO,OGG,17Mar1961,8.44,0250,WOODY,OGG,16Aug1968,1.02,,,,3.81,3.81,
OGG,0022,N,M,WOOZLE-A,N,,11May1970,5,,CB,DUKE PRIM,1,129,02Jan1970,1,0017,WOOZLE,OGG,08Jun1967,2.57,MULT2,,,,,18May1970,0.02,,,0.02,
OGG,0023,N,F,GRACE,N,,12Sep1970,9,,CB,DUKE PRIM,1,129,06May1970,5,0014,ROOLETTE,OGG,27Oct1964,5.53,0250,WOODY,OGG,16Aug1968,1.72,,,,8.28,8.28,1
OGG,0024,N,F,GORGON,N,,20Apr1971,4,,CB,DUKE PRIM,1,129,12Dec1970,12,0017,WOOZLE,OGG,08Jun1967,3.52,0010,EEYORE,OGG,20May1964,6.57,,,,5.39,5.39,1
OGG,0025,N,ND,ROOLETTE-B,N,,05May1971,5,,CB,DUKE PRIM,1,129,27Dec1970,12,0014,ROOLETTE,OGG,27Oct1964,6.17,0250,WOODY,OGG,16Aug1968,2.36,05May1971,0.00,,,0.00,
OGG,0026,N,M,BARNABY,N,,10Jun1971,6,,CB,DUKE PRIM,1,129,01Feb1971,2,0015,WOL,OGG,20Jun1965,5.62,MULT2,,,,,07Feb1973,1.67,,,1.67,
OGG,0027,N,M,PHANTOM,N,,05Jul1972,7,,CB,DUKE PRIM,1,129,27Feb1972,2,0023,GRACE,OGG,12Sep1970,1.46,0018,TIGGER II,OGG,29Mar1969,2.92,28Dec1972,0.48,,,0.48,
OGG,0028,N,F,TOOTSIE,N,,04Oct1972,10,,CB,DUKE PRIM,1,129,28May1972,5,0017,WOOZLE,OGG,08Jun1967,4.98,0010,EEYORE,OGG,20May1964,8.03,11Jun1973,0.68,,,0.68,
OGG,0029,N,M,HENRY,N,,12Feb1973,2,,CB,DUKE PRIM,1,129,06Oct1972,10,0024,GORGON,OGG,20Apr1971,1.47,,,,,,,,,9.07,9.07,2
ECOL,0030,N,F,COLETTE,N,157,01Oct1959,10,U,WB,MALAGASY,,120,03Jun1959,6,WILD,,,,,WILD,,,,,18Apr1965,5.55,,,5.55,2
ECOL,0031,N,M,COLETTE-A,N,176,01Feb1964,2,,CB,DUKE PRIM,1,120,04Oct1963,10,0030,COLETTE,ECOL,01Oct1959,4.01,520,YVES,ECOL,01Oct1959,4.01,01Feb1964,0.00,,,0.00,
ECOL,0032,N,ND,COLETTE-B,N,192,17Apr1965,4,,CB,DUKE PRIM,1,120,18Dec1964,12,0030,COLETTE,ECOL,01Oct1959,5.22,520,YVES,ECOL,01Oct1959,5.22,17Apr1965,0.00,,,0.00,
ECOL,0033,N,M,YVETTE-A,N,267,03Feb1969,2,,CB,DUKE PRIM,1,120,06Oct1968,10,521,YVETTE,ECOL,01Oct1959,9.02,520,YVES,ECOL,01Oct1959,9.02,03Feb1969,0.00,,,0.00,
ECOL,0034,N,ND,YVETTE-H,N,344,02Feb1972,2,,CB,DUKE PRIM,1,120,05Oct1971,10,521,YVETTE,ECOL,01Oct1959,12.02,520,YVES,ECOL,01Oct1959,12.02,02Feb1972,0.00,,,0.00,
EUL,0035,S,M,BATHSHEBA-A,N,354,04Apr1972,4,,CB,DUKE PRIM,1,120,06Dec1971,12,554,BATHSHEBA,EALB,01Oct1966,5.18,512,KINGMAN BREWSTER,ERUF,01Mar1963,8.77,04Apr1972,0.00,,,0.00,
EUL,0036,S,F,SAL-A,N,162,17Mar1962,3,,CB,DUKE PRIM,1,120,17Nov1961,11,506,SAL,EFUL,01Oct1958,3.13,515,THURBER,ERUF,01Oct1958,3.13,17Mar1962,0.00,,,0.00,
EUL,0037,S,F,PUPPET-A,N,171,29Apr1963,4,,CB,DUKE PRIM,1,120,30Dec1962,12,507,PUPPET,EUL,17Apr1961,1.70,509,POP,EFUL,01Oct1946,16.26,01Jul1963,0.17,,,0.17,
EFUL,0038,N,ND,JOCASTA-A,N,180,25Apr1964,4,,CB,DUKE PRIM,2,120,27Dec1963,12,504,JOCASTA,EFUL,01Oct1958,5.24,501,PEARDROP,EFUL,01Oct1958,5.24,25Apr1964,0.00,,,0.00,
EFUL,0039,N,ND,JOCASTA-B,N,181,25Apr1964,4,,CB,DUKE PRIM,2,120,27Dec1963,12,504,JOCASTA,EFUL,01Oct1958,5.24,501,PEARDROP,EFUL,01Oct1958,5.24,25Apr1964,0.00,,,0.00,
EUL,0040,S,F,PUPPET-B,N,193,07May1965,5,,CB,DUKE PRIM,1,120,07Jan1965,1,507,PUPPET,EUL,17Apr1961,3.73,509,POP,EFUL,01Oct1946,18.28,03Aug1965,0.24,,,0.24,
EUL,0041,S,F,FRODO-A,N,254,08May1968,5,,CB,DUKE PRIM,1,120,09Jan1968,1,518,FRODO,EFUL,06Mar1966,1.85,512,KINGMAN BREWSTER,ERUF,01Mar1963,4.86,08May1968,0.00,,,0.00,
EUL,0042,S,F,PUPPET-E,N,271,25Feb1969,2,,CB,DUKE PRIM,1,120,28Oct1968,10,507,PUPPET,EUL,17Apr1961,7.54,501,PEARDROP,EFUL,01Oct1958,10.08,25Feb1969,0.00,,,0.00,
ERUF,0043,N,ND,LISA-A,N,247,24Mar1968,3,,CB,DUKE PRIM,1,120,25Nov1967,11,514,LISA DELLA,ERUF,08Mar1965,2.72,515,THURBER,ERUF,01Oct1958,9.16,24Mar1968,0.00,,,0.00,
ERUF,0044,N,M,CRIMSON-A,N,1053,12Mar1984,3,,CB,DUKE PRIM,2,120,13Nov1983,11,5564,CRIMSON,ERUF,10Feb1979,4.76,5728,REDROVER,ERUF,01Mar1982,1.70,12Mar1984,0.00,,,0.00,
ERUF,0045,N,F,CRIMSON-B,N,1051,12Mar1984,3,,CB,DUKE PRIM,2,120,13Nov1983,11,5564,CRIMSON,ERUF,10Feb1979,4.76,5728,REDROVER,ERUF,01Mar1982,1.70,12Mar1984,0.00,,,0.00,
HGG,0046,N,M,HOPE,N,T10002,01Dec1961,12,U,WB,MALAGASY,,145,09Jul1961,7,WILD,,,,,WILD,,,,,02Jun1963,1.50,,,1.50,
VRUB,0047,N,ND,VENUS-A,N,5,13Jun1966,6,,CB,DUKE PRIM,2,98,07Mar1966,3,523,VENUS,VRUB,01Oct1948,17.44,522,PLUTO,VRUB,01Oct1959,6.44,13Jun1966,0.00,,,0.00,
VRUB,0048,N,ND,VENUS-B,N,6,13Jun1966,6,,CB,DUKE PRIM,2,98,07Mar1966,3,523,VENUS,VRUB,01Oct1948,17.44,522,PLUTO,VRUB,01Oct1959,6.44,13Jun1966,0.00,,,0.00,
VRUB,0049,N,M,BERNIE,N,1016,13Apr1983,4,,CB,SANDIEGOZ,,98,05Jan1983,1,,,,,,,,,,,,,,4.45,4.45,
CMED,0050,N,ND,NAOMI-A,N,109,30Nov1969,11,,CB,DUKE PRIM,2,60,01Oct1969,10,605,NAOMI,CMED,01Jan1964,5.75,UNK,,,,,30Nov1969,0.00,,,0.00,
CMED,0051,N,ND,NAOMI-B,N,110,30Nov1969,11,,CB,DUKE PRIM,2,60,01Oct1969,10,605,NAOMI,CMED,01Jan1964,5.75,UNK,,,,,30Nov1969,0.00,,,0.00,
PPOT,0052,N,ND,NOD-B,N,1121,10Apr1968,4,,CB,DUKE PRIM,1,170,23Oct1967,10,905,NOD,PPOT,29Nov1964,2.90,903,WINKIN,PPOT,29Nov1964,2.90,10Apr1968,0.00,,,0.00,
PPOT,0053,N,ND,BLINKIN-A,N,1129,16Feb1969,2,,CB,DUKE PRIM,1,170,30Aug1968,8,904,BLINKIN,PPOT,29Nov1964,3.75,903,WINKIN,PPOT,29Nov1964,3.75,16Feb1969,0.00,,,0.00,
OGG,0054,N,ND,WHITE-TAIL-A,N,,08Nov1962,11,,CB,DUKE PRIM,1,129,02Jul1962,7,0001,WHITE-TAIL,OGG,28Jan1959,3.43,0002,BRUISER,OGG,28Jan1959,3.43,08Nov1962,0.00,,,0.00,
OGG,0055,N,ND,WHITE-TAIL-B,N,,08May1963,5,,CB,DUKE PRIM,1,129,30Dec1962,12,0001,WHITE-TAIL,OGG,28Jan1959,3.92,0007,HERMIT,OGG,28Jan1959,3.92,08May1963,0.00,,,0.00,
OGG,0056,N,ND,ROO-A,N,,17Jun1963,6,,CB,DUKE PRIM,1,129,08Feb1963,2,0006,ROO,OGG,17Mar1961,1.90,0005,KANGA,OGG,25Aug1961,1.46,17Jun1963,0.00,,,0.00,
OGG,0057,N,ND,ROO-B,N,,17Nov1963,11,,CB,DUKE PRIM,1,129,11Jul1963,7,0006,ROO,OGG,17Mar1961,2.32,0005,KANGA,OGG,25Aug1961,1.88,17Nov1963,0.00,,,0.00,
OGG,0058,N,ND,ROO-C,N,,31May1964,5,,CB,DUKE PRIM,1,129,23Jan1964,1,0006,ROO,OGG,17Mar1961,2.85,0005,KANGA,OGG,25Aug1961,2.41,31May1964,0.00,,,0.00,
OGG,0059,N,ND,ROO-D,N,,17Oct1965,10,,CB,DUKE PRIM,1,129,10Jun1965,6,0006,ROO,OGG,17Mar1961,4.24,0005,KANGA,OGG,25Aug1961,3.79,17Oct1965,0.00,,,0.00,
OGG,0060,N,ND,ROO-E,N,,30Mar1966,3,,CB,DUKE PRIM,1,129,21Nov1965,11,0006,ROO,OGG,17Mar1961,4.68,0005,KANGA,OGG,25Aug1961,4.24,30Mar1966,0.00,,,0.00,
OGG,0061,N,ND,WOL-A,N,,08Nov1966,11,,CB,DUKE PRIM,1,129,02Jul1966,7,0015,WOL,OGG,20Jun1965,1.03,0010,EEYORE,OGG,20May1964,2.12,08Nov1966,0.00,,,0.00,
OGG,0062,N,ND,PIGLETTE-A,N,,14Jul1966,7,,CB,DUKE PRIM,1,129,07Mar1966,3,0008,PIGLETTE,OGG,30Jul1962,3.61,0009,POOH BEAR,OGG,30Sep1963,2.44,14Jul1966,0.00,,,0.00,
OGG,0063,N,M,ROOLETTE-A,N,,15Aug1968,8,,CB,DUKE PRIM,1,129,08Apr1968,4,0014,ROOLETTE,OGG,27Oct1964,3.45,0010,EEYORE,OGG,20May1964,3.89,15Aug1968,0.00,,,0.00,
OGG,0064,N,F,MRS. NOAH-A,N,,23May1963,5,,CB,DUKE PRIM,1,129,14Jan1963,1,0201,MRS. NOAH,OGG,28Jan1961,1.96,0203,HAM,OGG,11Jul1962,0.51,23May1963,0.00,,,0.00,
OGG,0065,N,ND,ELLA-A,N,,12Jul1972,7,,CB,DUKE PRIM,1,129,05Mar1972,3,0266,ELLA,OGG,06Dec1970,1.25,0419,AJAX,OGG,13Jun1969,2.73,13Jul1972,0.00,,,0.00,
OGG,0066,N,M,KAPPA-A,N,,26Mar1968,3,,CB,DUKE PRIM,1,129,18Nov1967,11,0410,KAPPA,OGG,28Sep1965,2.14,0409,IOTA,OGG,26Jul1965,2.32,26Mar1968,0.00,,,0.00,
OGG,0067,N,ND,NANCY-A,N,,02Jun1969,6,,CB,DUKE PRIM,1,129,24Jan1969,1,0414,NANCY POO,OGG,26Sep1967,1.33,0413,BEIDELMAN,OGG,12Sep1967,1.37,02Jun1969,0.00,,,0.00,
OGG,0068,N,ND,ATHENE-A,N,,09Nov1971,11,,CB,DUKE PRIM,1,129,03Jul1971,7,0420,ATHENE,OGG,02Mar1970,1.34,0250,WOODY,OGG,16Aug1968,2.88,09Nov1971,0.00,,,0.00,
OGG,0069,N,M,WOOZLE-B,N,,31Oct1973,10,,CB,DUKE PRIM,1,129,24Jun1973,6,0017,WOOZLE,OGG,08Jun1967,6.05,0010,EEYORE,OGG,20May1964,9.10,31Oct1973,0.00,,,0.00,
OGG,0070,N,M,MUTUNGI,N,,06Apr1978,4,U,UNK,UNKNOWN,,129,28Nov1977,11,,,,,,,,,,,,,,0.96,0.96,
OGG,0071,N,ND,BUFFY-A,N,,11Sep1969,9,,CB,DUKE PRIM,1,129,05May1969,5,0252,BUFFY,OGG,16Aug1968,0.72,0250,WOODY,OGG,16Aug1968,0.72,11Sep1969,0.00,,,0.00,
OGG,0072,N,M,NJEKI,N,,06Apr1978,4,U,UNK,UNKNOWN,,129,28Nov1977,11,,,,,,,,,,,,,,0.96,0.96,
OGG,0073,N,ND,LAURA-A,N,,10Jul1972,7,,CB,DUKE PRIM,1,129,03Mar1972,3,0423,LAURA,OGG,06Dec1970,1.24,0250,WOODY,OGG,16Aug1968,3.55,10Jul1972,0.00,,,0.00,
OGG,0074,N,M,BERRYLIUM-A,N,,19Dec1984,12,,CB,DUKE PRIM,1,129,12Aug1984,8,0480,BERYLLIUM,OGG,27Jul1983,1.05,0473,SPINEL,OGG,30Nov1982,1.70,19Dec1984,0.00,,,0.00,
EFUL,0086,N,ND,SAL-C,N,390,08Apr1973,4,,CB,DUKE PRIM,1,120,09Dec1972,12,506,SAL,EFUL,01Oct1958,14.20,501,PEARDROP,EFUL,01Oct1958,14.20,08Apr1973,0.00,,,0.00,
OGG,0201,N,F,MRS. NOAH,N,,28Jan1961,1,U,UNK,UNKNOWN,,129,21Sep1960,9,,,,,,,,,,,30May1972,11.34,,,11.34,2
OGG,0202,N,M,NOAH,N,,28Jan1959,1,U,WB,KIBWEZI,,129,21Sep1958,9,WILD,,,,,WILD,,,,,01Jan1963,3.93,,,3.93,1
OGG,0203,N,M,HAM,N,,11Jul1962,7,,CB,DUKE PRIM,1,129,04Mar1962,3,0201,MRS. NOAH,OGG,28Jan1961,1.10,0202,NOAH,OGG,28Jan1959,3.10,16Oct1966,4.27,,,4.27,1
OGG,0250,N,M,WOODY,N,,16Aug1968,8,U,WB,KENYA,,129,09Apr1968,4,WILD,,,,,WILD,,,,,,,,3.92,3.92,8
OGG,0251,N,F,MALVINA,N,,16Aug1968,8,U,WB,KENYA,,129,09Apr1968,4,WILD,,,,,WILD,,,,,13Jul1971,2.91,,,2.91,
OGG,0252,N,F,BUFFY,N,,16Aug1968,8,U,WB,KENYA,,129,09Apr1968,4,WILD,,,,,WILD,,,,,21Apr1971,2.68,,,2.68,3
OGG,0253,N,M,SEEGER,N,,29Sep1968,9,U,UNK,UNKNOWN,,129,23May1968,5,,,,,,,,,,,,,,3.80,3.80,1
OGG,0254,N,M,OCHS,N,,29Sep1968,9,U,UNK,UNKNOWN,,129,23May1968,5,,,,,,,,,,,,,,3.80,3.80,2
OGG,0255,N,M,DYLAN,N,,29Sep1968,9,U,UNK,UNKNOWN,,129,23May1968,5,,,,,,,,,,,11Nov1971,3.12,,,3.12,
OGG,0256,N,F,ODETTA,N,,29Sep1968,9,U,UNK,UNKNOWN,,129,23May1968,5,,,,,,,,,,,01Jun1969,0.67,,,0.67,
OGG,0257,N,F,MAHALIA,N,,29Sep1968,9,U,UNK,UNKNOWN,,129,23May1968,5,,,,,,,,,,,24Jan1971,2.32,,,2.32,
OGG,0258,N,F,BAEZ,N,,29Sep1968,9,U,WB,UNKNOWN,,129,23May1968,5,WILD,,,,,WILD,,,,,,,,7.39,7.39,3
OGG,0259,N,M,LEADBELLY,N,,10Oct1968,10,U,WB,UNKNOWN,,129,03Jun1968,6,WILD,,,,,WILD,,,,,18Sep1978,9.95,,,9.95,7
OGG,0260,N,F,MAKEBA,N,,10Oct1968,10,U,WB,UNKNOWN,,129,03Jun1968,6,WILD,,,,,WILD,,,,,,,,10.21,10.21,7
OGG,0261,N,M,RICHARD,N,,08Jan1970,1,U,UNK,UNKNOWN,,129,01Sep1969,9,,,,,,,,,,,,,,2.52,2.52,
OGG,0262,N,M,PAXTON,N,,08Jan1970,1,U,UNK,UNKNOWN,,129,01Sep1969,9,,,,,,,,,,,05Feb1971,1.08,,,1.08,
OGG,0263,N,F,MIMI,N,,08Jan1970,1,U,UNK,UNKNOWN,,129,01Sep1969,9,,,,,,,,,,,,,,2.52,2.52,1
OGG,0264,N,F,BESSIE,N,,08Jan1970,1,U,UNK,UNKNOWN,,129,01Sep1969,9,,,,,,,,,,,,,,2.52,2.52,1
OGG,0265,N,M,BUFFY-B,N,,16Aug1970,8,,CB,DUKE PRIM,1,129,09Apr1970,4,0252,BUFFY,OGG,16Aug1968,1.65,0407,ETA,OGG,27Jul1965,4.70,20Aug1970,0.01,,,0.01,
OGG,0266,N,F,ELLA,N,,06Dec1970,12,,CB,DUKE PRIM,1,129,30Jul1970,7,0258,BAEZ,OGG,29Sep1968,1.83,0254,OCHS,OGG,29Sep1968,1.83,,,,1.61,1.61,1
OGG,0267,N,M,BASIE,N,,16Jan1971,1,,CB,DUKE PRIM,1,129,09Sep1970,9,0252,BUFFY,OGG,16Aug1968,2.07,0409,IOTA,OGG,26Jul1965,5.13,,,,5.34,5.34,
OGG,0268,N,M,DARWIN,N,,11May1971,5,,CB,DUKE PRIM,1,129,02Jan1971,1,0258,BAEZ,OGG,29Sep1968,2.26,0250,WOODY,OGG,16Aug1968,2.38,,,,1.19,1.19,
OGG,0269,N,M,GARTH,N,,07Jul1971,7,,CB,DUKE PRIM,1,129,28Feb1971,2,0260,MAKEBA,OGG,10Oct1968,2.39,0250,WOODY,OGG,16Aug1968,2.54,,,,1.03,1.03,
OGG,0270,N,F,LILLO,N,,10Sep1971,9,,CB,DUKE PRIM,1,129,04May1971,5,0264,BESSIE,OGG,08Jan1970,1.32,0259,LEADBELLY,OGG,10Oct1968,2.56,01Jul1972,0.81,,,0.81,
OGG,0271,N,M,GALAHAD,N,,12May1972,5,,CB,DUKE PRIM,1,129,04Jan1972,1,0263,MIMI,OGG,08Jan1970,1.99,0413,BEIDELMAN,OGG,12Sep1967,4.32,,,,1.45,1.45,
OGG,0272,N,F,YOKO,N,,20Jul1972,7,,CB,DUKE PRIM,1,129,13Mar1972,3,0258,BAEZ,OGG,29Sep1968,3.45,0253,SEEGER,OGG,29Sep1968,3.45,,,,3.76,3.76,2
OGG,0273,N,M,HOMER,N,,31Mar1973,3,,CB,DUKE PRIM,2,129,22Nov1972,11,0260,MAKEBA,OGG,10Oct1968,4.12,0259,LEADBELLY,OGG,10Oct1968,4.12,,,,3.13,3.13,
OGG,0274,N,M,GETHRO,N,,31Mar1973,3,,CB,DUKE PRIM,2,129,22Nov1972,11,0260,MAKEBA,OGG,10Oct1968,4.12,0259,LEADBELLY,OGG,10Oct1968,4.12,,,,2.88,2.88,
OGG,0275,N,M,PAGE,N,,03Jul1974,7,,CB,DUKE PRIM,1,129,24Feb1974,2,0260,MAKEBA,OGG,10Oct1968,5.38,0409,IOTA,OGG,26Jul1965,8.59,,,,1.80,1.80,1
OGG,0276,N,M,YOKO-A,N,,02May1975,5,,CB,DUKE PRIM,2,129,24Dec1974,12,0272,YOKO,OGG,20Jul1972,2.43,0409,IOTA,OGG,26Jul1965,9.42,03May1975,0.00,,,0.00,
OGG,0277,N,M,CARLOS,N,,02May1975,5,,CB,DUKE PRIM,2,129,24Dec1974,12,0272,YOKO,OGG,20Jul1972,2.43,0409,IOTA,OGG,26Jul1965,9.42,13Dec1978,3.62,,,3.62,2
OGG,0278,N,F,JONI,N,,27Jul1975,7,,CB,DUKE PRIM,1,129,20Mar1975,3,0260,MAKEBA,OGG,10Oct1968,6.44,0010,EEYORE,OGG,20May1964,10.84,30Sep1975,0.18,,,0.18,
OGG,0279,N,F,CLICKER,N,,18Jan1974,1,U,UNK,UNKNOWN,,129,11Sep1973,9,,,,,,,,,,,,,,5.61,5.61,
OGG,0280,N,F,WITCH,N,,18Jan1974,1,U,UNK,UNKNOWN,,129,11Sep1973,9,,,,,,,,,,,19Jul1977,3.50,,,3.50,
OGG,0281,N,M,GOBLIN,N,,18Jan1974,1,U,UNK,UNKNOWN,,129,11Sep1973,9,,,,,,,,,,,,,,5.23,5.23,
OGG,0282,N,M,HODARI,N,,04Nov1976,11,,CB,DUKE PRIM,1,129,28Jun1976,6,0260,MAKEBA,OGG,10Oct1968,7.72,0277,CARLOS,OGG,02May1975,1.16,,,,7.95,7.95,4
OGG,0283,N,ND,MAKEBA-A,N,,31Jul1978,7,,CB,DUKE PRIM,1,129,24Mar1978,3,0260,MAKEBA,OGG,10Oct1968,9.46,0277,CARLOS,OGG,02May1975,2.90,31Jul1978,0.00,,,0.00,
OGG,0401,N,F,DELTA,N,,03May1966,5,U,UNK,UNKNOWN,,129,25Dec1965,12,,,,,,,,,,,,,,6.21,6.21,
OGG,0402,N,M,ALPHA,N,,15Sep1966,9,,CB,DELTA,,129,09May1966,5,0406,ZETA,OGG,27Sep1965,0.61,0409,IOTA,OGG,26Jul1965,0.79,24Nov1971,5.19,,,5.19,1
OGG,0403,N,F,BETA,N,,16Sep1966,9,,CB,DELTA,,129,10May1966,5,0408,THETA,OGG,28Sep1965,0.61,0405,EPSILON,OGG,27Jul1965,0.79,,,,5.84,5.84,3
OGG,0404,N,F,GAMMA,N,,16Sep1966,9,,CB,DELTA,,129,10May1966,5,0410,KAPPA,OGG,28Sep1965,0.61,0407,ETA,OGG,27Jul1965,0.79,23Jul1968,1.85,,,1.85,1
OGG,0405,N,M,EPSILON,N,,27Jul1965,7,U,WB,UNKNOWN,,129,20Mar1965,3,WILD,,,,,WILD,,,,,31Mar1970,4.68,,,4.68,1
OGG,0406,N,F,ZETA,N,,27Sep1965,9,U,WB,UNKNOWN,,129,21May1965,5,WILD,,,,,WILD,,,,,19Jul1970,4.81,,,4.81,2
OGG,0407,N,M,ETA,N,,27Jul1965,7,U,WB,UNKNOWN,,129,20Mar1965,3,WILD,,,,,WILD,,,,,,,,6.98,6.98,6
OGG,0408,N,F,THETA,N,,28Sep1965,9,U,WB,UNKNOWN,,129,22May1965,5,WILD,,,,,WILD,,,,,15Dec1971,6.22,,,6.22,4
OGG,0409,N,M,IOTA,N,,26Jul1965,7,U,WB,UNKNOWN,,129,19Mar1965,3,WILD,,,,,WILD,,,,,,,,13.67,13.67,11
OGG,0410,N,F,KAPPA,N,,28Sep1965,9,U,WB,UNKNOWN,,129,22May1965,5,WILD,,,,,WILD,,,,,,,,10.64,10.64,9
OGG,0411,N,F,LAMBDA,N,,29Mar1967,3,,CB,DUKE PRIM,1,129,20Nov1966,11,0408,THETA,OGG,28Sep1965,1.15,0407,ETA,OGG,27Jul1965,1.32,19Aug1971,4.39,,,4.39,
OGG,0412,N,F,MU,N,,05Apr1967,4,,CB,DUKE PRIM,1,129,27Nov1966,11,0410,KAPPA,OGG,28Sep1965,1.16,0409,IOTA,OGG,26Jul1965,1.34,11Mar1970,2.93,,,2.93,
OGG,0413,N,M,BEIDELMAN,N,,12Sep1967,9,,CB,DUKE PRIM,1,129,06May1967,5,0408,THETA,OGG,28Sep1965,1.60,0407,ETA,OGG,27Jul1965,1.78,,,,6.12,6.12,3
