character_id	description
1092	"所属：あま市サクサク盛り上げ隊

愛知県あま市の公認キャラクター“あまえん坊”だケロっ!元気な子供の笑顔を見るのが大好きで、みんなが手をつないで大きな輪を作れるように、えんむすびをするんだケロ!応援してケロね～!!"
1093	"所属：五霞町

水の妖精「ごかりん」です☆チャームポイントは「頭のばら」で、人と出会うこと、たくさんのひとを楽しませたり、元気づけたりすることが大好きです♪「ごかりん」にあたたかい１票をよろしくお願いします！"
1094	"所属：神奈川県 県民局 ＮＰＯ協働推進課

まち歩きが好きな魚食系男子ねこ。お仕事はＮＰＯの活動や企業の社会貢献活動など、神奈川県内の「いいこと」をねこなりに見つけ、ねこなりに結びつけ、ねこなりに発信する「いいにゃクリエイター」（非常勤相談役）。誕生日は１１月２５日（いいにゃんこ）。"
1095	"所属：知多市商工会

佐布里（そうり）梅から生まれた、知多市の公認キャラクター。知多市ふるさと観光大使として、様々なイベントなどに登場し、市のＰＲ活動を行っています。登録の衣装の他に、青梅でデザインした浴衣や、ワンピースの２種類も大人気！！是非、梅子に会いに知多市にお越しください♪"
1096	"所属：海陽町

海陽町を流れる清流海部川の妖精「ふるるん」です。頭の上を注目してみて。頭の山と流れる川がチャームポイント。特技は大きなお腹をふるふる揺らすことです。"
1097	"所属：伊那市

市の花「さくら」を身にまとった水の妖精。歳は取らず性別もありません。イーナちゃんの悩みは、お米に間違えられること。「伊那のお米はおいしいよ」とＰＲしつつも「水の妖精」と訂正をしているイーナちゃんです。"
1098	"所属：高尾山コンシェルジュ　ムサさび～ず

東京都八王子市「高尾山」の杉の木に住んでいる高尾山公認キャラクターのムササビ☆オシャレな働き者で山を下りたり登ったり忙しい☆高尾山コンシェルジュ・ムサさび～ずに加入し、相棒のムサ尾と地域応援をしている"
1099	"所属：社会福祉法人千葉市社会福祉協議会

千葉市社会福祉協議会の創立60周年を記念して生まれた『ハーティちゃん』は、優しい気持ちをハートで表現しています。人なつっこく、陽気で明るい性格で、みんなの”こころ”をやさしくします。"
1102	"所属：社会福祉法人　臼間会

鎌倉中期に熊本県玉名郡南関町の臼間野荘を統治していた「うすまのたろう」と申す。本名は「臼間野太郎宗郷」。今、社会福祉法人「臼間会」の施設で利用者の皆様と地域の皆様の「安全」と「幸せ」を見守っています。"
1103	"所属：おもてサンド製作委員会

東京・表参道エリアの非公認キャラクターのたぬと申しますたぬ。表参道を紹介するWEBサイト「おもてサンド」のメインキャラクターたぬよ。明治神宮の杜に住んでいる野生のたぬきがモデルたぬよ。応援よろたぬ！"
1104	"所属：カラトンファクトリー

おっとんトーン。僕カラトン。下関市にある唐戸商店街を盛り上げるために日々頑張っているトン。カラトンのカラは唐戸のカラ、カラトンのトンは河豚(ふぐ)の豚だトン。僕に投票すると福をトントン運ぶトーン。"
1106	"所属：特定非営利活動法人 枚方文化観光協会／枚方市 産業振興課

『ひらかた観光大使』くらわんこ、『枚方市産業振興キャラクター』ひこぼしくん、そしてひらにゃんこは、日々仲良く手を取り合い、枚方市のPRに励んでます。なので団結力だけはどこのゆるキャラにも負けないよ！"
1107	"所属：志賀高原観光協会

ドングリの帽子と首に巻いているバンダナがトレードマーク！少し芸術家を気取ってるけど、楽しい事・おもしろい事が大好き♪可愛い顔して、ビールが大好物!!特技は、出会った人を幸せにすることです♪"
1108	"所属：ＪＡ福岡市

ぼくは「あまっち」！福岡市で栽培されている苺「あまおう」の妖精だっち。福岡市の農産物、そして『あかい・まるい・おおきい・うまい』苺のあまおうを知ってもらおうと、がんばってるよ♪よろしくっち！"
1110	"所属：品川区戸越五丁目町会

日本初！？町会から誕生した『とごっちょ』です！とごっちょは（東京都品川区）戸越の街が大好きで、街を飛び回り、パトロールして皆をいつも見守っている妖精です。何にも宣伝しませんが、地域の皆さんの癒しとなり今日もどこかの空を飛んでいます。"
1112	"所属：国分寺市

＠・ω・＠私、ホッチ様の執事でございます。ホッチ様は、てんとう虫？はち？いいえ、ぶんじほたるです！今年で市制施行50周年を迎える国分寺市。まちの魅力を伝えるため今年も参戦です。皆さま応援をお願いします。"
1113	"所属：一般社団法人神戸市中央卸売市場運営協議会

ととかな隊は神戸中央市場の新鮮な食材から生まれた３人組。元気なリーダー魚のととミー、フレッシュで可愛いトマトのトマティー、お茶目で楽しいぶどうのマスカっちょ。市場のおいしい食べ物をみんなに届けています"
1114	"所属：埼玉県 鶴ヶ島市

埼玉県の中心「鶴ヶ島」で愛を叫ぶ龍の化身。ぽっちゃりお腹だけど、意外と機敏に踊れるよ。嘘だと思ったらツイッターをチェック！今年はもっと有名になって、たくさんイベントに呼んでもらうんだ。ゴ----ン！！"
1115	"所属：掛川市役所

報徳のまち掛川ゆかりの二宮金次郎をモチーフに、手には掛川茶の本を持ち、絶えず掛川茶のことを研究している男の子。お茶の新芽「一芯二葉」のちょんまげと、大好きな深蒸し茶色の着物がチャームポイント！"
1116	"所属：鳴門市

世界遺産登録を目指す鳴門の渦潮と、今年、開通30周年を迎えた大鳴門橋がモチーフのうずしおくん。鳴門が誇る名産、なると金時をイメージした帽子がかわいいうずひめちゃん。みんな、投票してね。"
1117	"所属：焼津市

焼津のやいちゃんだよ♪やいづ親善大使 SKE48青木詩織さん推し☆夏は魚河岸ｼｬﾂでがんばるよ！Twitter/やいちゃん【公式】https://twitter.com/Yaichankoushiki"
1119	"所属：伊豆の国市商工会青年部

【鵺（ぬえ）】っていうのは頭がサル・体はトラ・尻尾がヘビの大妖怪だぬん！「頼んでない」って言われながらも【伊豆の国市】のPRを毎日頑張ってるぬ～ちなみにしっぽのヘビは「マサオ」って名前だぬん。"
1120	"所属：（一社）天草四郎観光協会

美しい海・豊かな緑・おいしい海の幸に山の幸・こぼれおちそうな満天の星空。まさに地上の楽園「パライゾ上天草」。そこに生まれた美少年”四郎くん”。ゆるキャラのイケメンに１日１回、投票をよろしくね！"
1122	"所属：京都ハンナリーズ

プロバスケチーム・京都ハンナリーズのはんニャリンです。ゆるい顔とは裏腹に、キレのあるダンスで子猫ちゃん※を虜にするイケ猫です！皆さんの投票お待ちしてます！※彼は自分のファンを「子猫ちゃん」と呼びます"
1123	"所属：栃木県野木町

国指定重要文化財「野木町煉瓦窯」の帽子をかぶり、町の花「ひまわり」をモチーフとした明るく元気な女の子です。ひまわりのように野木町のPRをいつも元気いっぱい頑張っています！"
1124	"所属：広まちづくり推進協議会

ひろげんき君は幻のキャベツ・広甘藍（ひろかんらん）の妖精。今から１２９年前の台風と高潮で海底となった呉市広を塩害や飢饉から救ったキャベツと町を立て直した先人たちのストーリーを子どもたちに伝えています。"
1125	"所属：下市町

歌舞伎三大名作の一つ義経千本桜のすし屋の段の舞台、下市町で主人公「いがみの権太」をモデルに誕生しました。ごんたは困った人などの意味で使われていますが、この言葉は「いがみの権太」に由来しています。"
1126	"所属：富士市

富士市の食育キャラクター。趣味は富士山型のおむすびを作ること。角が食べられてしまったような形は、富士山最大の側火山「宝永山」と火口をイメージしています。市内外で食育事業を盛り上げるとともに、市のＰＲ活動も行ってきた結果、特別住民票を交付され、さらに富士市ＰＲ大使に委嘱されました！「人と人、心と心を結ぶキャラクター」として、食の大切さはもちろん、富士山のふもと・富士市の魅力も広く紹介していきます。"
1128	"所属：昭和村

昭和村特産品の「からむし」と「カスミソウ」の妖精。特徴的な大きな顔は雪だるまをイメージしていて頭にはカスミソウを載せています。みんなとからむんのが大好きなキャラです。"
1129	"所属：八頭町

白くて大きな“Ｙ”のお耳とライダースーツがチャームポイントの「やずぴょん」は「鳥取県八頭町」のマスコットキャラクターです。今日も八頭町をダンスで元気にするぴょん！"
827	"所属：小倉焼うどん研究所

だるーん！だるーん！だるまちゃんだっちゃ！北九州市の小倉は焼うどん発祥の地！だるまちゃんは、焼うどんと北九州をPRするアイドル部長なのだ！特技は転がること♪一人じゃ起き上がれないのは内緒にしといてね"
1130	"所属：大阪府泉南郡熊取町

ジャンプ君は、とっても人なつっこく、陽気で明るい性格なの。メジーナは楽しいこと・面白いことが大好きで、いつも楽しいことを探して元気いっぱいに熊取町内を飛び回ってるよ♪２人合わせて、クマトリだよ～☆"
825	"所属：東彼杵町

東彼杵町（ひがしそのぎちょう）の茶畑生まれ、特産品のそのぎ茶とまちのＰＲを頑張っているお茶の妖精！体はどこ？眉毛は片方だけ？？黄色い部分は一体なに？？？謎が多い茶子ちゃんだけど妖精だから気にしない！"
1131	"所属：大阪府門真市役所

僕は元祖招き猫、ガラスケ！笑顔で手招きをして、僕が住んでいる門真市に福を呼び込んでみんなを元気にしているよ。僕の肉球にタッチすると、いいことがあるかも！みんな僕に会いに来てね～！"
1132	"所属：ILOVE北区プロジェクト

今年4月に東京の北区に誕生したゆるキャラ。カステラのボディとニョキッと出た美脚が自慢。散歩が趣味でいつも北区内をブラブラしている。得意のサッカーはシュート時速80km！twitterも密かに人気。"
1134	"所属：舟形町

わたしは山形県の舟形町西ノ前遺跡から出土した国宝土偶『縄文の女神』さまの生まれ変わりだﾐﾝ！舟形町の魅力をいっぱいお届けするﾐﾝ！どうぞよろしくﾐﾝ☆公式ツイッター＠ＦＵＮＡＧＡＴＡＭＥＧＡＭＩ"
1135	"所属：広島汁なし担担麺推進委員会

広島ご当地料理の汁なし担担麺が大好きな新種のパンダ。山椒の刺激で独自進化を遂げ、顔にもみじ模様と耳にトゲトゲ！広島の汁なし担担麺が全国に広まることと汁なしだけに4674位になることを目指しているとか。"
1136	"所属：下関市保健部

こころんは、下関市保健部の「いのちを考え、生きる力を育む」推進キャラクターだよ。こころんの名前は「心と音」を表しちょるよ。みんなを元気にするために下関市保健部でがんばちょるよ。"
1138	"所属：米子市

ネギ太とネギ子、赤ちゃんのネギポ。ドングリポシェットの柏木さん。みんな揃ってヨネギーズ!!今年も応援よろしくね!!"
1140	"所属：富士河口湖町

富士山世界文化遺産登録をきっかけに、かぐや姫が送った月からの使者。月では驚異的な跳躍力を誇っていたが、古代米餅の食べ過ぎで絶賛増量中。今は跳べない残念なピンクウサギ。感銘を受けた言葉「カレーは飲み物」"
1141	"所属：伊万里市役所　観光課

佐賀県伊万里市出身の女の子で、パッチリとした目に、ハート型の口と耳につけた花飾りが特徴です。夢はアイドルになって伊万里をＰＲすること。ちなみに好きな食べ物は梨とハンバーグ?応援よろしくお願いします♪"
1142	"所属：岡部町商工会

僕は静岡県にある緑豊かな藤枝市岡部町が大好きな「おかべぇ」だべ～！頭はみかん、体は茶畑、いつもニコニコ岡部の町を歩いているべ！みんな～こんな僕をよろしくだべ～！"
1143	"所属：御殿場市

世界遺産「富士山」と「ごてんばこしひかり」の奇跡のコラボで誕生した「ごてんばこめこ」は、お米の胚芽部分がチャームポイントのおてんばな女の子。御殿場の魅力をみんなに知ってもらうため、世界一の笑顔でＰＲがんばります。みんな、応援よろしくね！"
1144	"所属：㈱紋別観光振興公社　観光事業課

紋太は”アザラシ”なんだよ。年齢は５３歳。寒さには強いけど、お腹だけは冷えないように腹巻が欠かせないんだ。頭にはホタテ、流氷をイメージした自慢の半被で、町を盛り上げるんだモン！応援してね。"
1146	"所属：輪之内町

輪中の町・岐阜県輪之内町で、環境保全大使としてがんばっている「かわばたくん・もろこちゃん」。この夏、めでたく結婚した新婚ホヤホヤのキャラクターです。今後の目標は子供を１０００匹作ることです。"
1147	"所属：宮古市産業振興部水産課

１１月１１日「鮭の日」生まれのサーモンくん・みやこちゃん。『鮭のまち宮古』を全国にＰＲする双子のサケの兄妹です。みやこちゃんのボンボンはイクラでできているよ！"
1148	"所属：群馬県沼田市（総務部企画課）

豊かな森林に囲まれた沼田市。森林文化都市キャラクターとして誕生した森林の妖精ぬまたんちは、ぬっくん・まっくん・たっくんの３人組。皆で力を合わせて森林を守り、共生していこうという姿をイメージしています。"
1149	"所属：宗像市立城山中学校

福岡県宗像市立城山中学校のイメージキャラクター「つたやん」だよ～♪頭の葉っぱは城中の校章なんだ～！！宝物のえんぴつを握りしめ、宗像と城中のよさをみんなに伝えていくよ～！！"
1150	"所属：岐阜県大垣市

こんにちは！おがっきぃだよ♪岐阜県大垣市は、松尾芭蕉の紀行文「奥の細道」のむすびの地として有名で、おがっきぃは、その松尾芭蕉をイメージした衣装を着てるんだ☆みんなの熱い応援待ってるよ～！"
1151	"所属：千葉県印西市

市の花であるコスモスの花畑で生まれたピンク色のサイの男の子。おっとりした性格で、お昼寝が大好き。しっぽに咲い（サイ）たコスモスの花がチャームポイント！みなさん、ボクのことを応援してくだサイ！"
1153	"所属：一般社団法人 幡多広域観光協議会

出身は、高知県西南地域の太陽と海の境目。基本的には物静かな女の子。高知県西南地域（幡多地域）が大好きで、その魅力を広めたいと日夜広報活動のお手伝いをしている。"
1156	"所属：三浦商工会議所

神奈川県三浦市からエントリーしたご当地キャラクター「三浦ツナ之介」です。かながわ名産100選でもある「三崎のまぐろ」で有名な街です。応援よろしくお願いします。"
1157	"所属：エコール・マミショッピングセンター

真美ヶ丘「エコール・マミショッピングセンター」にいる双子の太陽の妖精マーミン・ミーマンです☆彡おませでしっかりもののマーミンと明るく元気いっぱいのミーマンが今日もみんなを笑顔にします♪応援よろしくね！"
1158	"所属：道の駅　にしかた

恥ずかしがり屋のキララですが、「道の駅にしかた」に沢山の人に来てもらいたくて、頑張っています。グランプリで１番は難しいけど「かわいい」と思ったら１票入れてね。「道の駅にしかた」で待っています。"
1159	"所属：相良村

水質日本一の清流「川辺川」に住んでいる、サガラッパです。甲羅は相良村の特産品のお茶です！相良村の魅力を多くの皆さんに知ってもらえるように、相良村営業主任として頑張っています。"
1162	"所属：登米市観光物産協会

宮城県登米市（とめし）の観光PRキャラクター★はっとン★だとン！体重は８トンあるんだとンよー。誕生日は、8月10日だとン♪もっと登米市を知ってもらえるように頑張るとン！"
1163	"所属：大曽根本通商店街振興組合

ナゴヤドームのある大曽根のみんなに愛されるキャラクター。最近、宇宙からやって来たことが判明！しかしまだまだ私生活は謎だらけ。体に「OZONE」の５文字を隠し持っています。"
1166	"所属：大阪府岬町

大阪府岬町の「みさっきー」と「みさきーちょ」です。みさっきーとみさきーちょは双子で、みさっきーの特技は釣りでみさきーちょの特技はビーチバレーです。皆さん、応援お願いします。"
872	"所属：埼玉県 三郷市

埼玉県三郷市の公式マスコットキャラクター「かいちゃん＆つぶちゃん」です。市の鳥「かいつぶり」をモチーフした三郷市民の人気者です。三郷市の魅力をお伝えして行きますので、応援よろしくお願いいたします！"
1167	"所属：明和町

名産の梨や利根川の水、緑の大地や自然豊かな様子をイメージしており、町の花「菊」を手に元気に未来へ躍動する明和町が表現されています。メイちゃんの応援をよろしくお願いします。"
1168	"所属：黒磯駅前活性化委員会

ぼくの住んでいる那須塩原市は生乳生産本州一！その中心、ＪＲ黒磯駅前の商店街で仲間と一緒にまちづくりに奮闘中。将来の夢は駅前で「ミルクバー」を開くこと。Facebookもやってるよ！見てね！"
953	"所属：兵庫県南あわじ市

南あわじ市子育て応援シンボルキャラクターとして誕生しました。海に囲まれた淡路島のように青いおくるみに包まれた赤ちゃんです。前髪は太陽と鳴門のうずしおをイメージしています。"
1169	"所属：御殿場市

御殿場市の富士山テーマパーク「樹空の森」をＰＲするため時空を超えてやってきた未来型妖精。趣味はみんなを癒すこと、好きな音楽は「ふじの山」、特技は富士山の笠雲乗り。富士山のことなら何でも聞いてね！"
1170	"所属：（一社）那須町観光協会

那須温泉の史跡・殺生石に伝わる「九尾の狐」伝説から生まれたキャラクター「きゅーびー」。平安時代始め、絶世の美女に化けて帝をだまし悪業の限りを尽くした九尾狐は、陰陽師・阿部泰成によって退治されて巨石に変わりました。しかし、石になってもなお毒気を吐き続けたため、室町時代になって名僧・玄翁和尚が石に向かって一喝すると巨石は三つに割れて飛び散り、そのひとつが那須に残って殺生石と呼ばれるようになりました。現代になり、改心した九尾狐は「きゅーびー」となって、那須町観光大使として町のPRに頑張っています！"
1171	"所属：鹿児島県奄美市

コクトくんは、もとは普通のアマミノクロウサギでしたが、交通事故に遭い、ひん死のところを奄美大島の大自然パワーに助けられて妖精として復活しました（お腹の腹巻は交通事故のケガを隠しています）。"
1172	"所属：大分県　広報広聴課

大分県応援団“鳥”の「めじろん」！大分県を元気にするために頑張ってるよ。大分県は天然自然に恵まれていて、中でも温泉は日本一の湧出量と源泉数を誇ってるんだ。「日本一のおんせん県おおいた」に遊びに来てね！"
1173	"所属：ときがわ町

ときがわ町のランドマーク、堂平天文台「星と緑の創造センター」の妖精。夜空にかがやく星や宇宙のことが大好きで、一晩中大きな望遠鏡をのぞいていることもある。大好物はブルーベリー。"
1174	"所属：一般社団法人 渋川伊香保温泉観光協会

伊香保温泉は３６５段の石段がある街です。そこで活動する「いしだんくん」は「つよいいし」と「だんけつ力」がモットー、笑顔でみんなを元気にしながら伊香保温泉の良さを知ってもらうために頑張ってます！"
766	"所属：社会福祉法人大分県社会福祉協議会

”だいふくん”はみんなの福（しあわせ）を大きくするために、ふくしのマスコットキャラクターとして誕生しました！（福を大きく→だいふく）「お餅のように、みんなと地域と粘り強くつながるんダイ！」"
1176	"所属：津幡町

倶利伽羅源平合戦を勝利した木曽義仲と巴御前が、大河ドラマ誘致のため時を越えて津幡町にやって来た！よしなかくんは人情に厚い行動派で町民からの信頼は絶大。ともえちゃんは牛とお話ができる不思議な能力を持つ。"
1177	"所属：株式会社藤二誠

世界文化遺産・富士山から生まれた「ふじちゃん」だよ～皆の思い出や夢をもっともっとハッピーにするため、30年近くお土産作りを手伝っているよ♪富士山に遊びに来た時は、僕を見つけてみてね～♪♪"
1178	"所属：有限会社アップライト

日本を元気にする？ハイテンションなそのおばはんの名は酒田みづえ。３７歳。「今のちっちゃいおっさんがあるのはウチのおかげ♪」と、旦那、しんいちをツンデレで支えたり支えなかったりも喜怒哀楽満載に奮闘中♪　"
1180	"所属：NPO法人しらかわ市民活動支援会

ぼく、しらかわん♪ 福島県白河市を一生懸命PRするワンッ！ 性別:男の子 誕生日:11月7日 好きな食べ物:白河ラーメン、白河そば、南湖だんご お昼寝だいすき、食べるのだいすき、たのしいことだいすきだワンッ！"
1181	"所属：ＮＴＴ東日本神奈川支店

「人と人の結び付の場の提供」等を目的に活動しているＨａｍａ Ｂｏｏｍ Ｂｏｏｍ!プロジェクトをＮＴＴ横浜ビル屋上へ誘致し養蜂活動を実施、そのマスコットとして誕生した蜂蜜集めが得意なミツバチの女の子です"
1182	"所属：内灘町

内灘町のイメージキャラクター　ウッチー＆ナディだよ☆僕たちはサーフィンと内灘の海が大好きなんだ！太陽みたいに明るくて元気いっぱい、みんなを笑顔にするよ！今年も上位入賞目指して頑張るので投票よろしくねっ☆"
1183	"所属：県立川島ひばりが丘特別支援学校

ヒバリーヒルズの夢と希望の使者＝「ひばりん」！　「ひばりん」は埼玉県立川島ひばりが丘特別支援学校のマスコットキャラです。とても元気で、明るいマスコット！歌やスポーツが得意です。夢や希望を持って前向きにがんばる子供たちが大好きです。その夢と希望を乗せて大空に羽ばたきます。「ひばりん」をよろしくお願いします！"
1184	"所属：都立家政商店街振興組合

平成14年、都立家政商店街に宇宙船が不時着してから街のマスコットキャラクターとして楽しい街作り、イベントなどで活動中です。(実は漫画家のちばてつや先生が描いたオリジナルキャラクターなんです！)"
1186	"所属：和歌山県美浜町

煙樹ケ浜にある５万本の松林をイメージしたキャラクターまつりん＆ぼっくりん。二人は大の仲良しで美浜の農産物や海産物が大好物。今日もお気に入りのひまわりペンダントを身につけ、煙樹ケ浜を散歩しているかも♪"
1187	"所属：千葉県鴨川市

鴨川市の魚「鯛」をモチーフに生まれた妖精「たいよう君」だよ！お祭りやイベント盛りだくさんな、楽しい鴨川の海が大好き。みんなの明るい笑顔に囲まれていつも元気いっぱい！応援よろしくね！"
752	"所属：千葉県我孫子市

東日本大震災で被害を受けた我孫子市布佐地区において、復興への願いが込められたキャラクター。同地区の祭礼にちなんだ山車型　　の頭が特徴の粋な男。祭り好きでイベントに顔を出しては元気な踊りを披露している。"
1188	"所属：千葉県我孫子市役所環境経済部商業観光課

見た目はおじいさんだが年齢不詳。天然でつかみどころのない性格。手賀沼を住処としており、日中は我孫子市内を散策したり、魚や鳥とおしゃべりしている。うなきちさんに触ると、なにかとうなぎのぼりになるらしい。"
1189	"所属：大阪市鶴見区役所

「つるりっぷ」は、大阪市鶴見区のマスコットキャラクターです。区民からのデザイン公募により平成 20年3月に誕生しました。デザインは、鶴が「区の花」チューリップを着ているところを表しています。"
1190	"所属：大阪府貝塚市

貝塚市の特産品である「つげ櫛」をモチーフとしたデザインだよ。緑の帽子・赤いスカーフ・つぶらな瞳・品のあるヒゲがトレードマークなんだ。イベントごとが大好きで普段はのんびりしてるけど、祭りには萌えるよ。ゆるキャラグランプリ2015では、「100位以内に入賞しないとトレードマークのひげをそる」と宣言してみんなに応援してもらって、総合63位になったよ。今年は、もっと上位に入賞して貝塚市を全国にＰＲするから、みんな応援してね!!"
1191	"所属：行方市

行方とユリで「なめりー」が名字、古代の高貴なイメージ「尊」から「ミコット」が名前になります。丸いお顔に、市の花「山百合の帽子」をかぶり、古代の衣装「貫頭衣（かんとうい）」に身をまとうキャラクターです。"
1192	"所属：これぞ小清水！実行委員会

でん坊は北海道小清水町の郷土料理「でんぷんだんご」から生まれました。金時豆でできたつぶらな顔と、もちもちした手足がチャームポイント。手に持つ特大ヘラで、世界一のでんぷんだんごをひっくり返します！"
1193	"所属：新日本製薬株式会社

福岡の地域イベントやスポーツ大会を応援し、福岡の良い所をPRしているラ・ピィくん。Facebookではラ・ピィくんの日常を見られるとあって、23万人ものファンが応援してくれています！"
1195	"所属：芳賀町

芳賀町（はがまち）の『はがまるくん』です！黄色の大きな頭巾は町の特産品の梨がモチーフなんだ。野山を駆け回り平和を守るニンジャヒーローが将来の夢で、相棒の『ひばりん』と一緒に芳賀町のＰＲをしているよ。秋には美味しい梨がいっぱい実る芳賀町で、みんなを待っているよ。よろしくね！！"
1196	"所属：合同会社うらぱい

北海道、人口わずか2千人の小さなまち…浦臼町にイメージキャラクターとして誕生した臼子ねぇさん！ちょっと毒舌で妖艶な魅力たっぷり！皆さん応援よろしくお願いします！"
1197	"所属：社会福祉法人　日光市社会福祉協議会

日光のお猿さんの子ども。日光市が「誰もが安心して暮らせる福祉のまち」になるよう、大きな目、大きな耳、大きく開いた口で友達が元気かをよく見つめ、友達とよく話して、いつも楽しい友達の輪を広げています。"
1199	"所属：門川町観光協会

門川町沖に浮かぶビロウ島は、国の天然記念物「カンムリウミスズメ」の世界最大の繁殖地。この「カンムリウミスズメ」をモデルにしたマスコットキャラクター「かどっぴー」。彼の頭にはもちろん冠が輝いているよ。"
1200	"所属：川崎市環境局地球環境推進室

「エコちゃんず」はＣＣかわさきイメージキャラクターです。エコロジーの「ろじぃちゃん」とエコノミーの「のみぃちゃん」。二人はいつも一緒。地球とおさいふに優しいエコ暮らしのみんなもとへ姿をあらわします。"
1201	"所属：神奈川県企業庁企業局水道部経営課

僕の特技はみんなと仲良くなれること！神奈川県営水道の広報部長として神奈川県水道記念館や浄水場、どこへでも水道の「おいしさ」や「安全性」をみんなに伝えるため広報活動を頑張っているんだ！"
1203	"所属：千葉県酒々井町

町名の由来となった「酒の井」伝説の妖精。のんびりで、やさしく、照れ屋だけど、徳利に入っている魔法の水を飲みすぎると、たまに踊りだしちゃうよ！踊りが見れた日はラッキーデー！！"
1204	"所属：等々力渓谷商店街振興組合

等々力で誕生した筋骨隆々の『とど』。ボクシングと甘食が大好きな、生粋の等々力男子。体はごついけど、おちゃめで楽しいスマイルファイターです。ナイスバルクの掛け声で応援してね"
1205	"所属：徳島東部地域体験観光市町村連絡協議会

かわに～ズは徳島の綺麗な川に住んでいて、それぞれ色によって名前がちがうわに！全員で７匹のチームで徳島のPR活動をしてるわに！"
768	"所属：秋田県総務部広報広聴課

スギッチは、元気・本気・根気の３つの「き」（「気＝木」）を意味する三段重ねの体型と、チャーミングな大きい瞳がトレードマーク！日々、秋田の元気を応援する敏腕公務員です。"
1206	"所属：岡山県教育庁生涯学習課

ぱっちり！モグモグは岡山県「ぱっちり！モグモグ」生活リズム向上キャンペーンで誕生したマスコットキャラクターです。早寝、早起きでお目々ぱっちり！朝ご飯をモグモグ食べて県民が元気になるよう頑張ってます。"
1207	"所属：牧之原市商工会

静岡県牧之原市をＰＲするお茶の葉の妖精『まきてぃー』今回で２回目のエントリーだけどゆるきゃらグランプリ目指して頑張るぞー！"
1208	"所属：陶町明日に向って街づくり推進協議会

瑞浪市陶町にある世界一の美濃焼こま犬をモチーフに生まれたすえっこくん。優しく地域を見守る守護獣。地域の幸せのために日々修行中。くるくるほっぺに触るときっと幸せやってくる。"
1209	"所属：黒滝村役場

くろたんは、「奈良のへそ」黒滝村100周年に誕生した元気なウリ坊シシ！ぼくのお鼻をさわるときっと幸せが訪れるシシよ☆…実は僕がエントリーするのは今年が最後なんだシシ！！夢を見させてねシシ～（´ω｀）"
1211	"所属：株式会社関電アメニックス　くろよん観光事業部

黒部ダムマスコットキャラクター「くろにょん」です。日本一の高さの黒部ダムに住んでいるんだよ。黒部ダム周辺でお散歩しているから、みんな遊びにきてね！！「くろにょんの黒部ダム日記」もチェックしてね！https://www.facebook.com/kuronyon"
1213	"所属：荒川区

東京都荒川区のシンボルキャラクター「あら坊」と「あらみぃ」です。優しくて面倒見のいい「あら坊」と、おちゃめで好奇心旺盛な「あらみぃ」は、みんなの夢や希望が集まって生まれた、とても仲のいい兄弟です。"
1214	"所属：朝霞市民まつり実行委員会事務局

朝霞市民まつり「彩夏祭」のシンボルキャラクター。打ち上げ花火をイメージした髪型は『彩』の字に結ってあるよ♪両手には鳴子を持っていて、踊るのが大好きなおまつりキャラクター☆"
1215	"所属：株式会社名鉄レジャック

ども。クジャックっす(・△・)今年の会場は、僕の地元、愛知県のセントレア空港！僕とは「飛行つながり」ってワケっす！みんなのオーエンで、ホントに飛んじゃうかもっす！レジャックで羽のばそー！"
1216	"所属：南会津町観光物産協会

「んだべぇ」は、南会津町の美味しい特産品が大好きになり、いつの間にか南会津町に住みついていた食いしん坊の妖精さん。町の観光大使に任命され、たくさんの人々に南会津町を知ってもらおうと日々頑張っています♪"
1217	"所属：北海道　遠別町

モモちんは、遠別町内に生息するエゾモモンガの仲間です。町の子どもたちに可愛がってもらっています！1992年に誕生し、今年で28歳になります。そろそろ新しい人生が始まるかも・・・"
1219	"所属：奈良弁護士会

奈良弁護士会の「こまちゃん」です★奈良県の鳥のこまどりをモチーフにして生まれたこま。みんなのこまりごとをとりのぞいて、みんなを笑顔にしたいこま！"
2023	"所属：栃木市

蔵の街栃木市で生まれた、蔵の妖精とち介。「栃木市ホッとあったか係長」として、みんなの心があったか～くなるようにがんばってます♪みんなのあったかな応援まってるよ（●・人・●）♪"
1312	"所属：奈良県王寺町役場

おしゃれな烏帽子に真っ白ボディ！チャームポイントは、ぷにぷにの肉球！ご主人様はなんとあの聖徳太子というゆるキャラ界随一の高貴な犬のキャラクター。奈良県王寺町観光広報大使「聖徳太子の愛犬”雪丸”です。」"
1865	"所属：全国理容生活衛生同業組合連合会

ぼくは理容店のイメージキャラクター、バーバーくん。理容店は今、どんどん進化しているんです！応援よろしくお願いします！！"
1962	"所属：車検のコバック

「みんなーハッピーcar～!?」僕は車検のコバックの「コバサンタ」car!みんなに、夢と感動とハッピーを届けるために今年もエントリーしたcar!!応援よろしくおねがいしますcar!!"
1913	"所属：日本和装ホールディングス株式会社

全国７体ある日本和装のご当地キャラ内、もっとも人気のある中四国のキャラクターです。もちろん衣裳はきもの。そのきものの柄は「うどん」（香川）。ベールは「瀬戸の花嫁」をイメージしています。頭についているのは、もちろん、もみじまんじゅうです。"
