character_id	description
3679	"所属：NSGカレッジリーグ

新潟県にある２７の専門性を学べるＮＳＧカレッジリーグで、「いつか必ず何かのプロフェッショナルになる！」を夢に日々色々なことに挑戦している好奇心旺盛な生き物たち。新潟県のいろいろなイベントで会えるピヨ！"
3510	"所属：株式会社松堀不動産

(株)松堀不動産「あるゾウ賃貸館」店長のあるゾウくんだゾ～！最近は無料大型キッズスペース「あるゾウランド」のイベントにも参加してるから、みんな遊びに来てね～♪"
3483	"所属：新上五島町

上五島の名産「あご（飛魚）」を頭に乗せた三毛猫。「かみごとう」をローマ字で「K（amigo）to」。Amigoはスペイン語で「友達」、あミ～ごを分解すると「あご」と「ミ～（猫の鳴き声）」となります。"
3600	"所属：伊丹市観光物産協会

清酒発祥の地をＰＲするマスコット。胴体が酒樽の形をしており、正面には「清酒発祥の地　鴻池（こうのいけ）」と書いて地名をアピール。箍（たが）を鉢巻のように巻いて祭りのにぎやかさを演出しています。"
3480	"所属：Leppi Project

Hallo ♪ ドイツ、ハンブルク応援キャラクター、レッサーパンダのレッピーです！キャラの素晴らしさを世界中のみんなに知ってもらえるように頑張ります！よろしくね♪(?*´?`*?)"
3269	"所属：笠やん倶楽部

西日本で一番人口の少ない小さな町、笠置町をＰＲしている妖怪・猫又のキャラクター笠やんです。2本の尻尾をふりながら色々な所へお出かけするのが大好きです。"
3542	"所属：伊里漁業協同組合

まなっちとみ～ちゃんは、岡山県備前市で、伊里漁業協同組合が毎週日曜日に開催する朝市・「真魚市（まないち）」のマスコットキャラクターです。真魚市に来てくれたお客さんを愛嬌たっぷりにお出迎えしています。"
2524	"所属：駿河台大学

ボクは駿河台大学の公式キャラクターの「しゅんた」。駿大の里山に生息している伝説の鳥でしゅん。応援よろしくお願いしましゅん。"
3087	"所属：四條畷警察署管内事業場防犯協会

私はＳＤＳＬ（四條畷大東セーフティレディース）のキャラクターとして、2014年3月に生まれました「ふくちゃん」です。みんなを福々しく幸せにしたいな！"
3112	"所属：宮城県涌谷町

わしじゃ、城山の金じゃ！わしは歴史・自然・食の魅力あふれる涌谷町が大好きじゃ♪まちの桜部長として、わくやのワクワクをもっと世に広めたいのじゃ～！"
2742	"所属：常陸太田市役所

「子育て上手常陸太田宣伝部長」としても活躍中。子どもと遊ぶのが大好きで、子育てには自信あり。将来は結婚したいし、子どももたくさん欲しい。常陸太田市にたくさん人が住んでくれるのが夢。「アピールしすぎ」"
2891	"所属：都筑区役所地域振興課

「であい　ささえあい　わかちあい」３つの「あい」が都筑区の大地にしっかり根付くことを願うあいちゃん。都筑区の花「サクラソウ」がモチーフとなっています。都筑区を盛り上げるため各種イベントで活躍中です！"
3714	"所属：全国農業協同組合連合会岐阜県本部

岐阜のえだまめ畑で生まれた「まめたん」です。おいしい岐阜のえだまめを世界中の人たちに食べてもらうためにがんばってます。みんな、投票よろしくね。"
3693	"所属：加西市立北条小学校

北条小学校で大人気のならみー！北条小のシンボル，校歌にも出てくる「ならの実」がモチーフ。ならみーと，どんなことにもチャレンジするならみー！"
3359	"所属：株式会社あきんどスシロー

わて「すしパンダ」。スシローの社員で広報担当リーダーやん。シングルファーザー４９歳。ベジタリアンやん。俺は歌って踊るやん。人気が出ないとクビやん。Twitterフォローしてほしいやん。"
1985	"所属：WoM・BoX

優勝！ではなく少しでも徳島に興味を持って頂ければという想いで、参加でぇぇぇす！コロナで大変な状況ですが落ち着きましたらぜひ！徳島にお越しくださいませぇぇぇ！コロナ対策動画もつくってるのでみてねぇぇぇ！"
2455	"所属：NPO法人恐竜のまち勝山応援隊

福井県勝山市にある「かつやま恐竜の森」のPR部長、「恐竜渓谷ふくい勝山ジオパーク」の公認キャラクターです。　好物は、かちやまおろしそばとソースカツ丼。オス５歳です。特技は、化石発掘と友だち発掘。"
2816	"所属：福島ひまわり里親プロジェクト

福島県にあるたびくまポストには、全国のおともだちからたくさんのお手紙とひまわりの種が届きます。想いのこもった種を、かばんにいっぱいつめて、福島県のおともだちのところに「はい、どうぞ」と届けます。"
2643	"所属：朝日建設株式会社

神奈川県相模原市にある朝日建設のイメージキャラクター「やるぞう君」です。地元のイベントや現場見学会などに参加しています。"
3555	"所属：J.P.RETURNS株式会社

安定した生活を手に入れる為に　勉強し始めた「不動産投資」に ドハマりしているスペースウサギ。地球での生活...将来に不安を感じているので、 同じような思いを抱えている地球人を1人でも多く救うことが夢。"
3517	"所属：福助株式会社

福助は今年で創業135周年を迎えた福助株式会社のキャラクターです！福助カ-とともに「心とカラダに福」を運んでおります。特徴は、キレキレなダンス！？みんなで一緒に踊ってね！福耳を触ると何かがおこるよ・・"
3647	"所属：一般財団法人大阪スポーツみどり財団

空から眺めた大阪市中央体育館の模様をイメージしたキャラクターです。いつも陽気でスポーツ大好きなマイマイは撫でられるのが大好き！！みなさんもマイマイに出会ったら、優しく撫でてあげてくださいね。"
3557	"所属：アイ・エス・エイ株式会社(有馬街道ゆうわ)

今年6月ﾃﾞﾋﾞｭｰした有馬街道ゆうわのﾁｮｲ萌えなごみ系ｷｬﾗ｢ねねちゃん｣有馬で静養した秀吉の正室ねね様の末裔、温泉旅館の見習い女将子供に抱っこが大好き弟の｢ひでたん｣太閤の千成ヒョウたん生まれ"
3509	"所属：高知ケーブルテレビ

高知ケーブルテレビのマスコットキャラです。主にTwitterでつぶやくことが仕事です。こう見えてもキャラボイスをなんとあの高知出身超有名声優様が担当してくださっております。よろしくお願いします！"
3572	"所属：富士運輸株式会社

ブルーのカラーがトレードマークの富士運輸のマスコットキャラクター『ブルーホエール』です！トラック輸送のお仕事をたくさんの人に知ってもらうために陸に上がって活動中です。よろしくね！！"
3506	"所属：株式会社ジョイフルエーケー

ジョイフルエーケーではたらくクマ型ロボットの男の子。お店にあるいろんな材料から生まれたジョイフルくんはお店にくるお客さんが大好き。困っているお客さんのために、日々バージョンアップを目指す頑張り屋です。"
3077	"所属：長久手市危険物安全協会

どーべるくんは協会設立４０周年を記念し誕生したマスコットキャラクターです。「長久手市のみんなの安全を守る番犬」というコンセプトで描かれており、市内保育園や児童館等で火災予防の啓発を行っています。"
1508	"所属：イオン尼崎店同友店会

イオン尼崎専門店のキャラクター「あまも～ちゃん」です。応援よろしくネ   by  あまも～"
3740	"所属：株式会社やまぜんホームズ

やまぜんホームズのマスコットキャラクター「わんこ」です。トレードマークの大きなお椀には家づくりのノウハウがいっぱい!地域の皆様のマイホームのため、毎日頑張ってます!"
3558	"所属：北河内農業協同組合

きたぴーはレンゲ草の妖精。みんなにおいしいお米を食べてもらうために、いっぱいレンゲ草を咲かせます。会った人みんなが心温かくなります。（花言葉：幸福）愛称は「きたかわち」と「ハッピー」から名付けました。"
2080	"所属：大阪市都島区社会福祉協議会

都島区出身の俳人、与謝蕪村にちなんだ俳人風の俳句好きな小学１年生。頭と着物には、都島区の名勝をあしらった銀橋と桜のデザイン。好きな言葉は、「ふれあい」「まいど」「善意銀行」。"
2675	"所属：小牧市役所　シティプロモーション課

生まれ：愛知県小牧市誕生：５月１７日性別：男の子身長：８６ｍ性格：一生懸命で負けず嫌い。応援されると強い。「どすこまき！どすこまき！」って応援されると喜びます。口癖：「ワタクシ」「～コマ」"
3611	"所属：社会福祉法人中央区社会福祉協議会

中央区の福祉を応援するため「ニジノコ」は誕生しました！中央区は日本橋や勝鬨橋など橋の多いところ。ニジノコには、橋に架かる虹のように地域を結んで、誰もが輝いてほしいというやさしい思いが込められています！"
1892	"所属：Come on 虎ノ門製作委員会

わたくし名は、カモ虎。役職は課長。人呼んで『カモ虎課長』と申します。生まれも育ちも虎ノ門。 ではございません。が虎ノ門とビールが 大好き過ぎて尿酸値がK点突破！痛風、腰痛もち裸一貫で戦うサラリーマン。"
2901	"所属：越路観光協会

「ホタル」と「もみじ」の里、新潟県長岡市越路地域の「るんるん」です♪越路観光協会の一員として、地域の観光ＰＲを頑張っております！宜しくお願いしますm(_ _)m"
1255	"所属：社会福祉法人　兵庫県共同募金会

赤い羽根ひょうごのマスコットです。共同募金をみんなに知ってもらうために、大きな赤い羽根を持って兵庫県内でＰＲ活動をしています。好きな食べ物は明石焼き。動物と仲良くなれる特技を持っています♪"
3643	"所属：津島商工会議所

津島の公式キャラクター、つし丸・ふじか・マッキーつし丸は津島神社、ふじかは藤棚、マッキーはユネスコ登録された尾張津島天王祭の巻わら舟をイメージ。四季折々の”祭”が特徴の愛知県津島市にお越しください。"
847	"所属：宮城県栗原市細倉マインパーク

栗原市細倉マインパークのマスコットキャラクター『マイン坊や』です。宮城県栗原市にお越しの際は、是非細倉マインパークへお越しください。"
2795	"所属：紀宝町 

ウミガメが産卵に来る町として知られる紀宝町に、まちの高齢者を守るため世界のウミガメが集合。その名も紀宝戦隊カメレンジャー。リーダーは、気が弱くいつも不安そうだけど、正義感は人一倍強いアカメレンジャー。"
3616	"所属：大起水産

水中ではジェットモードですが陸上では自力で動けなくなるのでスプラッシュスタイルです。するとお腹が目立ってイカと間違われますがマグロです。はみ出てるのは手ではなく新鮮なトロです。鮮度をお届けしています。"
3567	"所属：長寿堂恵佳

たこべえ村からたこべえが笑顔あふれるまあるい気持ちをお届けします。"
2655	"所属：OSC湘南シティ

神奈川県平塚市にあるショッピングセンター「OSC湘南シティ」のキャラクター、くらげの「クラッキー」です。好きな食べ物はゼリー、嫌いな食べ物はお酢です。"
3691	"所属：リタ・マークス株式会社

『みんなをメロメロにしたいにゃん♪なかよくしてにゃん♪』大人気イラストライターのナカムラミツル（326）さんにデザインしてもらったにゃん！今年も応援よろしくにゃー！"
3478	"所属：有限会社サトー工業

サトー工業のマスコットキャラクター　ピーちゃんダンプ・重機・コンテナなど、街のどこかで見かけたことがある方も多いと思います。会社の名前は知らなくても、あ～ピーちゃんの会社！と言われるほどの人気です。"
3273	"所属：株式会社大和屋

子ども家具メーカーyamatoya（大和屋）でみんなを笑顔にするために頑張ってるよ！チャームポイントはくるんとした前髪！ぼく専用のInstagramもぜひ見てね！@yamatokun_insta"
3662	"所属：一般社団法人 INAKA PROJECT

野良仕事をする猫の『のらねこくん』です。さいたまの野菜やお米をPRするため日々野良仕事に精をだしています。ゆるキャラから進化して農キャラを目指すにゃ！"
3500	"所属：株式会社クエストアンドトライ

踊ったり跳ねたりが大好きなちょっぴりやんちゃな恐竜キャラクター。みんなに元気を分けつつ、会社の商品を紹介するのが大好き！"
3735	"所属：川崎ルフロン

ルフ子は川崎駅前にある川崎ルフロンを遊び場にしている女の子。スポーツの街川崎出身らしくスポーツ観戦が大好き。今年は特に川崎フロンターレを応援している模様。見かけたら声をかけてあげてくださいね。こんにちは！ルフ子だよ！ルフ子はね、かわさき駅まえの川崎ルフロンがだいすきでよくルフロンにいるの。ルフロンで見かけたら声をかけてね♪いっしょにおしゃしんとりたいなー。"
3499	"所属：株式会社トンボ

・誕生日：5月10日（トンボ学生服の創立記念日）・学生服の素晴しさを他の皆にも伝えたい！日頃は大人しいが、学生服のことになると饒舌・日本の文化を愛し、自然を愛する真面目な性格"
2731	"所属：はこや

歌って踊れて描けて喋れる。本業似顔絵スタンプ作り。趣味はバンドの追っかけ。色々やりすぎてコンセプトが分からなくなっちゃったゆるキャラとしてしくじり先生に出るのが夢。LINEスタンプ好評発売中！！"
3658	"所属：日本映像ソフト協会「ビデオの日」実行委員会

エンタメ星からやってきたビデオ王国王子。地球エンタメ作品が大好物で、レンタル店やＣＤショップによく出没します。苦手なものは、ヨゴレ、キズ、違法動画、高温多湿。"
2774	"所属：一般社団法人　川南町観光協会

川南町は戦後開拓された「開拓のまち」そのためかっこいいウエスタンの格好☆毎月開催のトロントロン軽トラ市でお散歩するのが大好き！"
2728	"所属：会津人参栽培研究会

福島県会津地方で300年前から作られている「おたね人参(高麗人参)」の妖精「おたねくん」です。おたね人参のPR活動と福島県の風評被害払拭活動をしています。街でおたね人参を見つけたら是非食べてみて根！"
821	"所属：ＪＡ中野市

元気で明るく、ちょっぴりおとぼけな男の子。実はキノコ王国の王子様なんだよ。お友達にエリンくん・しめじっちゃん・にこちゃん・なめこんズ・ハクレイ子・えのき３兄弟がいるよ。えのたんネットに遊びに来てね～！"
854	"所属：社会福祉法人　埼玉県社会福祉協議会 

埼玉県の県章である「まが玉」をモチーフに、埼玉県を「彩玉」として、多彩な魅力をもつ埼玉県を表現しています。また、頭に輝く黄色い環で本会が広げたいとしている「パートナーシップの輪」を表現しました。"
3640	"所属：上富田町

昔からひょうたん作りが盛んな上富田町の岡地区にあるひょうたん畑で誕生しました。基本的にクールですが、頼もしいせんぱいです。なんと、頭の栓を抜いて、みんなの悩みを吸い取ってくれます。"
3497	"所属：一般社団法人 函館国際観光コンベンション協会／観光関連異業種会 箱館会

「エキゾーくん」は北海道新幹線開業を契機に、より多くの観光客の皆さまに函館・みなみ北海道へ訪れていただけるよう、函館の魅力を発信するべく誕生した「函館観光イメージキャラクター」です。"
2593	"所属：金華山ロープウェー

岐阜市金華山山頂にあるリス村のマスコットキャラクターです。　３才の元気いっぱいの女の子です。　特技はハリセンです。　お尻を叩かれたい方は、声かけてください。　厄除けになるかも??"
2765	"所属： 山元町地域産業振興協議会

ボクは町の特産品「ホッキ貝」のキャラクターだホキ！ボクの生まれた山元町は自然豊かで美味しいものがたくさん♪そんな魅力をたくさんの人に知ってもらうため、ＰＲ担当係長として元気いっぱい活動中なんだホキ！"
2205	"所属：モリシア津田沼

""モリシア館内の様々な所で、道案内や賑わい演出をしているモリシア津田沼のオリジナルキャラクター　森の妖精「ツダヌン」これからも、みなさまの""""ちょっとうれしい""""をお手伝いいたします。"""
2906	"所属：一般社団法人　日本化粧品検定協会

コスメの国からやってきたここちゃん。お調子者でコスメを見ると踊りだす！大きな顔がコンプレックスだとか。きれいになりたい一心でコスメの猛勉強をし、チークをいれて可愛いお顔に大変身！"
2551	"所属：タウンテニス大泉学園

読んでくれてありがとうてに！僕はテニスコートの妖精「たうてに君」てに♪毎日更新「たうてに君ブログ」、ツイッター、インスタで活動報告してるてに！！テニスを広めるため、盛り上げるために頑張るてに！！！"
2895	"所属：横浜市資源リサイクル事業協同組合

横浜市資源リサイクル事業協同組合のキャラクター「りくみ」ですくみ！、好きな言葉は「もったいない！」、10月20日のリサイクルの日に生まれましたくみ！応援よろしくお願いしますくみ！"
2570	"所属：キャロットファーム

愛知県大府市特産品、「木の山芋」をモチーフにしたキャラクター。「木の山芋」は畑のウナギと呼ばれるほど栄養価の高い食材。いもメンは「木の山芋」のように粘り強いキャラクターです。"
3059	"所属：株式会社システムアドバンス

今年もアドちゃんはお祭りの参加など地域を盛り上げていくよ♪みんな投票よろしくね(*^▽^*)"
3580	"所属：金光薬品株式会社

岡山県にある薬局・ドラッグストアチェーンの金光薬品のマスコット、亀の「あゆたん」です!「かめみつ」ではありません。いつでもそばで応える支えることができるように、一歩ずつ歩み続けます！"
3065	"所属：一般財団法人大阪スポーツみどり財団

大阪プールの波をイメージしたキャラクター『おさプー』。夏は、ゴーグルをつけた『おさプー』。冬には、華麗に滑るアイススケーターに変身する運動神経バツグンの人気者！"
3150	"所属：株式会社サイラタウン

高知生まれ高知のスカイブルー＆高知マリンブルーみたいにキラキラしたブルーの犬クマさんです。高知が大好きなゆるきゃらです。"
1417	"所属：浅口市私設応援団　金光まんじゅう団

2年ぶり！ある時は、岡山県浅口市のグルメ＆イベントリポーター、またある時は観光ガイド、そしてある時はマラソンランナー…うまい！安い！キモイ！（気持ちいい）をうたい文句にゆるキャラの限界に挑戦します！"
3582	"所属：九州テレ・コミュニケーションズ株式会社

佐世保市・佐々町内でサービスをおこなっているケーブルテレビのキャラクターです。保育園、幼稚園で子供たちと一緒に遊んでいます。子供の笑顔が大好きで、いつも元気なとったるくんを応援してね。"
3668	"所属：Homehome Home(ほめほめほーむ)

傷ありトマトの「ほめと」は食育体操のイメージキャラクターです。ほっぺの傷は雨風に耐えた証。みんなの頑張りをいつも見ていて、ほめほめしたいと言っています！"
3631	"所属：株式会社ベティスミス

どこかで見たことありませんか？70年代、街に必ずあったジーンズショップで見かけた方は、いるはず。愛され続けてほぼ半世紀。今もみんなのアイドル、ジーンズメーカー ベティスミスのキャラクターベティちゃん。"
3725	"所属：銘菓創庵 むか新(株式会社 向新)

大阪土産で人気の『元祖大阪みたらしだんご』公式キャラクター。「大阪を代表するお土産をつくりたい…」と毎日毎日考え、甘辛い醤油だれをだんご生地に包み込んだ一口サイズのみたらしだんごを作り上げた頑固職人。"
2535	"所属：株式会社　地商土木

千葉市のとある桜の木の下で生まれた「穴掘りグマ」。昔は普請大名と知られ日夜街づくりに精を出していたが、今は本社管理部でお手伝い。学生でもないのに今年こそミスターコンテストに出る気満々の４００歳。"
3375	"所属：インプラス株式会社

くろこは任天堂３DSゲームソフト「黒子スタイル」に出てくる主人公キャラなんだ！地元の北本市のご当地グルメ北本トマトカレーもゲーム中に登場するよ。よろしくね！"
1956	"所属：西ノ島町

日本海・隠岐西ノ島はイカのまち。地元でも人気の『活イカ 活っちゃん姉弟』、今回も姉弟でグランプリに参加します！姉はイカらしくやわらかい性格、弟はわんぱくで握手が大好き。活イカだけに活力みなぎり奮闘中！"
3179	"所属：恋するＮagareyama

好きなものは市の特産品のみりんと長ネギ。嬉しい事があると噴火する7800歳の山の妖精です。恋するNagareyamaでは、手づくり市などを開催しております。ぜひお越しください♪"
2915	"所属：一戸町総務部まちづくり課

ごしょどんは、約4,500年前の縄文時代からやって来たどんぐりの妖精。控え目で泣き虫な性格だけど、一戸町にある「御所野遺跡」の世界文化遺産登録に向けPR活動に日々奮闘中！！みんな～！応援よろしくドン☆"
3248	"所属：兵庫県神崎郡福崎町

ガジロウは民俗学の父、柳田國男の著書である「故郷七十年」で登場する「河童（ガタロ）」の弟役として誕生しました。川で待ち伏せていて、遊びに来た子供たちの尻子玉を抜いてふぬけにしてしまう愉快なヤツです。"
3674	"所属：広島県立総合技術高等学校

総合技術高校の校訓「敬愛」「創造」「飛翔」から生まれたゾウの妖精！耳につけている花は六学科をイメージした色だゾウ！行事の盛り上げや地域に貢献できるよう日々頑張っているゾウ！みんな応援よろしくだゾウ～！"
3559	"所属：社会福祉法人 下諏訪町社会福祉協議会

お祭り好きの小学生の女の子。チャームポイントは、おもいやりがいっぱいつまったオルゴール。「ニコット」した笑顔で、さりげなく人と人とをつなぐよ。オルゴールのカギは…みんなの心の中に…みんな応援してね♪"
3710	"所属：和田べんプロジェクト（横浜国立大学）

横浜の和田町の人々に大切にされている2つのお地蔵さまがモチーフとなって生まれたわだ！出会ったみんなが笑顔で幸せになれるよう努力中！地蔵だけど軽快なステップでダンスやリレー、サッカーなどもできるわだっ♪"
3724	"所属：上山市商工会青年部

山形県上山市の伝統行事「奇習加勢鳥（きしゅうかせどり）」をモチーフに誕生した「カセ坊」です。愛くるしい瞳とミノをかぶった独特の風貌を武器にかみのやま温泉のPRに日々奮闘中。カッカッカーのカッカッカー！"
1790	"所属：草津市消費者リーダー会

天の川から落っこちて草津宿になってきたお調子ものの草ひつじ「クゥ」とかしこい番犬「かいな」。消費者教育推進大使として活躍中！草アンテナで悪質な契約をビビッと発見☆歌とダンスで撃退だ～Ｕ・ω・Ｕ♪"
3671	"所属：奈良交通株式会社

奈良の「鹿」と「ＩＣカード」を合わせ、一般公募で名前が決まり、当社ＩＣカード乗車券ＣＩ-ＣＡの利用ガイドブック内で案内役として誕生しました。奥さんのナコちゃん、娘のシーナちゃんと仲良し３人家族です。"
3245	"所属：アコス専門店会

音楽とおせんべいが大好きな草加の妖精♪住んでいる場所は草加駅前のアコス♪音楽のまち♪おせんべいのまち草加が大好きで、音楽が聞こえると踊らずにはいられない♪♪♪見かけたら声をかけてね♪応援よろしくね～?"
2817	"所属：タイヨウのカフェ

トルコの軍艦エルトゥールルが和歌山県沖で沈没し128年余り・・船と共に海底に眠っていたトルコのお守りナザールボンジュウが、突然輝きを放ち大変身！某目玉キャラとブルーベリー的な方とは別の生物です。"
3102	"所属：医療法人　東西会　千舟町クリニック

イチゴ（子供）、ツル（お父さん、お母さん）、カメ（おじいちゃん、おばあちゃん）3世代の絆を表現しています。"
3502	"所属：株式会社トンボ

・誕生日：11月29日（1129（良い服）の日）・天真爛漫で明るい性格・頭のゴーグルは複眼力を増幅する魔法のメガネ・新しいことにチャレンジするのが大好き、ずきんを取ると本気モードへ"
3669	"所属：Homehome Home(ほめほめほーむ)

無農薬みかんのみかうぇるは食育体操のイメージキャラクターです。蝶々と仲良しの心優しいみかんです。水玉模様のそばかすがチャームポイントです。"
2371	"所属：宇都宮商工会議所女性部

商工会議所の商をとり、「しょうちゃん」です。頭には商工会議所のマークのかんざし、宇都宮商工会議所をPRするため、今日も元気に活動中です。"
2821	"所属：MUSIC&FASHION

音符王国の妖精、美音あげは　清音まい！私たちはMusicFairyBandとして楽器の音色や弾く楽しさを伝える活動をしているの。地域の子供たちと歌や踊り、演奏又は紙芝居などを披露して楽しんでいるのよ♪"
2274	"所属：株式会社さつまホーム

空気がキレイな無添加の家に現れる漆喰（しっくい）の妖精しっくいくん。キレイでおいしい空気が大好物で、カラダに悪いものは大嫌い！カラダにやさしい無添加な暮らしを元気いっぱいで応援するよ！"
2143	"所属：デイサービスセンター　あおいろのそら

岡山県総社市日羽の上空で誕生した日本一の美ゆるキャラ。体は大空の一部分（時々ドラえもんに間違えられるけど、空なのソーラ）。高齢者を元気にし、１０歳若返らせることに使命感を持っている中高年の星。"
2528	"所属：島原自動車学校

初心運転者をヨチヨチ歩きのひよこに例えた、島原自動車学校のマスコットキャラクターです！卒業生や地域の皆様に可愛がられながら、交通安全を見守り続けています。応援よろしくお願いします！"
3681	"所属：音楽パフォーマンスユニット ネバーエンディングランド

最近、ヒューマンビートボックスを覚えました！人間じゃないけどね、、普段はショッピングセンターや自分たちのレストランでライブしています。もっと色んな場所で活動していきたいので、応援よろしくね！"
2247	"所属：一般社団法人 武士道剣会

日本の伝統文化の継承を応援するねこ忍者バラにゃん！侍や忍者などの日本の文化をみんなに知ってもらうためにがんばってます！"
3096	"所属：株式会社まごころ福祉

子供向けのイベントや演奏会などで活動中のロボットのゆるキャラです。胸のファンから出る風で、シャボン玉を作って子供たちを喜ばせます。弟分のこさんくんは、和太鼓や鉄琴を自動演奏する本物のロボットです。"
3450	"所属：四国建設機械販売株式会社

会社の愛称「四国建販」と「四国犬」をかけて生まれた四国犬パン君♪立派な立ち耳でお客様の声をキャッチし、皆様のオンリー『ワン』を目指してお陰様で51年！投票は目指せナンバー『ワン』で頑張ります！"
3505	"所属：伸和興業株式会社

大阪・吹田でチカちゃんが店長のバルを営業しながら、地元商店会のPR大使も務めてます！ちょっと天然系な、おっとり系キャラ"
3581	"所属：さきしまコスモタワー展望台

大阪南港さきしまコスモタワー展望台で店長やってるコス太言いまんねん！ビルをイメージしとるんですが子供がバナナやら唐辛子、明太子とか言いまっさかいにこの機会にちゃんとハッキリさせたいと思とります。"
2491	"所属：社会福祉法人　泉大津市社会福祉協議会

泉大津市社会福祉協議会イメージキャラクター「ハートちゃん」。チャームポイントは福祉の心＝ハートで表している顔の形と、市の花のサツキの首飾りとつぶらな瞳です。社会福祉協議会の活動のPRをしています。"
778	"所属：茨木市天文観覧室プラネタリウム

大阪府茨木市のプラネタリウムのマスコットキャラクター、プラネタ童子だよ♪茨木童子くんと仲良しで、毎日茨木の空を見守っているんだ。みんなにもキラキラ輝く星のかけらをプレゼント～☆彡"
3355	"所属：群馬県榛東村 

ぶどうの妖精として2016年8月1日に誕生したしんとうちゃんは、頭のぶどうとハートの耳がチャームポイントで、人懐っこく優しい性格です。ピンクの体と優しい笑顔で、子供たちの人気者です。"
3428	"所属：社会福祉法人　川福会

福の神の子供です。法人や地域の祭りなどに参加しています。みんなから愛されるようにこれからもがんばります！"
1759	"所属：喬木村

喬木村の名産・いちごから生まれた、一本まつげがチャームポイントのベリー（♀）と、好奇心いっぱいのゴー（♂）の２人。美し（うまし）郷・喬木村を盛り上げるため活動中！YouTubeも見てね！"
3498	"所属：小布施町

小布施町の特産の栗がモチーフの公式マスコットキャラクターのおぶせくりちゃん。ツイッターで小布施を応援してくれるつぶやきにお礼をしたり、週末は全国各地にお出かけして町をPRしています。"
2414	"所属：三好市観光協会

山深い秘境の地より町に下りてきました。ツノは剣山、足は吉野川、尻尾は祖谷のかずら橋の蔓をあしらっています。魅力あふれる三好市を全力でPRして参ります。"
1752	"所属：古座川町

古座川町に伝わる民話をもとにしたキャラクター。愛くるしい顔が特徴で、頭の上には日本最小のハッチョウトンボが止まっています。"
1444	"所属：島田市茶業振興協会島田支部

日本にお茶を広めたとされる栄西禅師をモチーフとして平成25年３月に誕生しました。島田茶を全国に広めようと旅する男の子です。"
1469	"所属：社会福祉法人　習志野市社会福祉協議会

平成16年に誕生！習志野市のみんながもっと幸せに暮らせるまちにすることがボクの夢。ハートのステッキでみんなの願いをかなえちゃうよ！週1回ブログを更新中。見てね！"
3398	"所属：長崎かんぼこ王国推進委員会

日本一かんぼこ屋さんの多い街長崎の「かんぼこ」のことを、もっと知ってもらいたい、味わってもらいたい、長崎の町を元気にしたい！そんな熱い思いで「長崎かんぼこ王国」が結成されました。"
3447	"所属：都留信用組合（つるしんようくみあい）

ぼくは、じゃがいもの、じゃがくん。見てくれはちょっと悪いけれど、ぼくを見たらホッとするね、なんて感じていただければ、うれしいなあ。四角張らずに、まーるく、あったかで、いつも隣にいるじゃがくんです。"
3583	"所属：iPhone修理あいさぽ

ぼく、あいさぽくん！iPhoneを大事に思ってくれる人をHappyにするお仕事をしています♪　応援よろしくお願いいたします(*´◯｀*)"
3039	"所属：大阪銘木青年会

銘木を大阪摂津から全国に広めるために生まれた『杢三（もくぞう）』。木の切り株を頭に乗せ、昔の職人のようにハッピを着て前掛けを着けて、銘木の「競り」をするのが僕の仕事。今日もみんなに銘木を届けま～す♪"
2581	"所属：一般社団法人全国鮪解体師協会

公認マグロ解体ショーの認知普及のために世界を回遊しているでマグ！マグロの産地、消費地に出没し、7種のマグロに変身できるでマグ！胸ビレは刀にもなり、食育のため自らを解体することも出来るでマグ！"
3591	"所属：専門学校ちば愛犬動物フラワー学園

専門学校ちば愛犬動物フラワー学園のゆるキャラです！ゆるく見えるけど、特技はダンス♪好きなことは匂いを嗅ぐことです！自分の肉球の匂いが大好き！みんな応援よろしくね♪"
3723	"所属：都留信用組合（つるしんようくみあい）

「じゃがくん」のガールフレンドの「ぽてこちゃん」です。今回、じゃがくんと一緒に初めてエントリーしました。女の子のおイモですけど、私を見たらホッとするね、なんて感じていただければ、うれしいです。"
2733	"所属：株式会社ケーイーシー

ぼく、ケックくん！奈良県の学習塾で子どもたちの頑張る姿を応援しているよ！趣味はお寺まわりと大仏さんを見ること。みんなに勉強を好きになってほしいな～♪"
3702	"所属：株式会社JTB

ハロー！JTB生まれ♪旅が大好き「じぇいとん」だよ(*´∀｀)日本にはたくさん魅力的な所があるから是非みんなには国内旅行（海外旅行も）してほしいぶぅー（全国のゆるキャラみんなとお友だちになりたいなぁ）"
901	"所属：清水焼団地協同組合

7月7日の夜、光る窯の中から誕生した茶碗の顔を持つ男の子。陶芸を教わりながら京焼・清水焼と清水焼の郷を多くの方に知ってもらえるようPRしているよ~。"
3741	"所属：株式会社ソニー・ミュージックエンタテインメント

日本を代表する“和菓子”に注目して誕生した『大福くん』。本名：包大福、5才の男の子、和風保育園抹茶組。江戸時代から続く好福堂の28代目。困っている人や大切にしたい人が現れるとぎゅっと「包んでしまう」"
3130	"所属：学社。

ゆるキャラグランプリ通算出場3、４回目。数々の苦杯をなめたあの学マが帰ってきた！TVで没になったネタとジークンドーをひっさげて今年も静岡に明るい話題を振りまけるようはりきってやってます！"
