EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
LEON62101,04,1962,2,JAC,"Takahashi, A.","Jugal Himal, 1962",,1963,Japanese,58:103-118 (1963),,
SAIP63301,03,1963,2,JAC,"Hirabayashi, K.","Saipal Climbed, 1963",,1964,Japanese,59:30-56 (1964),,
GIMM63101,03,1963,2,JAC,"Komoda, Hayashi",Exploration of North-East Nepal and Attempt on Twins,,1964,Japanese,59:57-71 (1964),,
SPH163301,03,1963,2,JAC,"Hirano, Masahito","Sharphu and North-East Nepal, 1963-64",,1964,Japanese,59:72-119 (1964),,
NUMB63101,04,1963,2,JAC,"Numata, Makoto","Number, 1963",,1964,Japanese,59:135-150 (1964),,
PK2963301,04,1963,2,HJ,"Shinoda, Gunji","Peak 29, 1963",,1970,,30:151-162 (1970),,
TAKP63301,03,1963,2,JAC,"Ando, Hisao","Nalakankar, 1963",,1964,Japanese,59:163-177 (1964),,
GYAC64101,05,1964,2,JAC,Kazuyoshi Kohara,"Gyachung Kang, 1964",,1965,Japanese,60:1-32 (1965),,
LANG64101,03,1964,2,JAC,"Suzuki, Tadeo","Langtang Lirung, 1964",,1965,Japanese,60:33-42 (1965),,
ANNS64301,04,1964,2,JAC,"Higuchi, Haruo",Annapurna South Peak (Ganesh),,1965,Japanese,60:64-86 (1965),,
GLAC64301,03,1964,2,JAC,"Shima, Sumio","Glacier Dome, 1964",,1965,Japanese,60:87-100 (1965),,
BARU64101,03,1964,2,JAC,"Endo, Taiji","An Expedition to Barun Valley, 1964",,1965,Japanese,60:101-111 (1965),,
NGO265101,03,1965,2,JAC,"Takahashi, Susumu","Ngojumba Kang, 1965",,1966,Japanese,61:31-46 (1966),,
LSHR65101,04,1965,2,JAC,"Yoshikawa, Hisao","Lhotse Shar, 1965",,1966,Japanese,61:47-62 (1966),,
DHA265101,05,1965,2,JAC,"Sugita, Hiroshi","Dhaula Himal, 1965",,1966,Japanese,61:108-116 (1966),,
TILI65301,02,1965,2,JAC,"Yakushi, Yoshimi","Tilitso Lake in the North of Annapurna, 1965",,1967,Japanese,62:83-100 (1967),,
KOTA66101,01,1966,2,HJ,"Athavle, Pushpa","Kokthang, 1966",,1968,,28:73-79 (1967-1968),,
KANG20301,02,1920,2,AJ,"Raeburn, H.",The Southernly Walls of Kangchenjunga and the Rathong Pass (La),,1922,,34:33-50 (1922),,
TLNG64101,04,1964,2,OTH,"Erdmann, E.",Der Talung Peak,Alpinismus,1964,,10:44-45 (1964),,
KANG91102,04,1991,2,HJ,"Skarja, Tone","Slovene Kangchenjunga Expedition, 1991",,1991,,48:35-40 (1990-1991),,
KYAZ02301,03,2002,2,AJ,"Wilson, Duncan","Kyajo Ri, Khumbu",,2003,,108:52-56 (2003),,
GURJ69301,07,1969,2,JAC,"Yakushi, Yoshimi","The First Ascent of Gurja Himal, 1969",,1970,Japanese,65:57-67 (1970),,
EVER69301,07,1969,2,JAC,"Ohtsuka, Hiromi",Two Recon Parties of the Japan Everest Exped '70 in 1969,,1970,Japanese,65:130-147 (1970),,
EVER69101,05,1969,2,JAC,"Ohtsuka, Hiromi",Two Recon Parties of the Japan Everest Exped '70 in 1969,,1970,Japanese,65:130-137 (1970),,
EVER70102,06,1970,2,JAC,"Ohtsuka, Hiromi",,,1970,Japanese,65:138-147 (1970),,
MAKA69101,02,1969,2,JAC,"Matsuura, Masaji","The Reconnaissance Party of the Japanese Makalu Exp, 1969",,1970,Japanese,65:148-153 (1970),,
PK2969301,07,1969,2,JAC,"Tamai, Yasuo","Peak 29, 1969",,1970,Japanese,65:114-120 (1970),,
EVER70102,07,1970,2,JAC,"Ohtsuka, Hiromi","The Japanese Mount Everest Expedition, 1969-1970",,1971,Japanese,66:38-65 (1971),,
EVER69301,08,1969,2,JAC,"Ohtsuka, Hiromi","The Japanese Mount Everest Expedition, 1969-1970",,1971,Japanese,66:38-65 (1971),,
MAKA70101,09,1970,2,JAC,"Hara, Makoto & Asami, Masao","Makalu, 1970",,1971,Japanese,66:66-78 (1971),,
DHA170301,04,1970,2,JAC,"Kawada, Tetsuji",Dhaulagiri (Autumn of 1970),,1971,Japanese,66:79-92 (1971),,
PK2970301,08,1970,2,JAC,"Sumiyoshi, Senya","P-29, 1970",,1971,Japanese,66:93-108 (1971),,
DHA670101,05,1970,2,JAC,"Nomura, Tetsuya","The First Ascent of Dhaulagiri VI, 1970",,1971,Japanese,66:122-132 (1971),,
CHUR70301,07,1970,2,JAC,"Yamamoto, Ryozo",The First Ascent of Main Peak of Churen Himal in 1970,,1971,Japanese,66:109-121 (1971),,
ANN370101,05,1970,2,JAC,"Manita, Michiko","Annapurna III, 1970",,1971,Japanese,66:133-141 (1971),,
KJRS70301,04,1970,2,JAC,"Okuda, Hiroshi","Kanjiroba Himal, 1970 - The First Ascent of the Main Peak",,1971,Japanese,66:167-178 (1971),,
TSOK71301,02,1971,2,JAC,"Yoshinaga, Sadao","Eastern Kanjiroba Himal, 1971",,1972,Japanese,67:1-16 (1972),,
MANA71101,09,1971,2,JAC,"Takahashi, Akira","Manaslu - West Wall, 1971",,1972,Japanese,67:17-66 (1972),,
BAUD71101,04,1971,2,JAC,"Hanai, Toshihiko","The Ascent of Baudha Peak, 1971",,1972,Japanese,67:129-135 (1972),,
YALU73101,06,1973,2,JAC,"Higushi, Haruo","The First Ascent of Yalung Kang, 1973",,1973,Japanese,68:1-19 (1973),,
NAMP72101,04,1972,2,JAC,"Matsushima, Seigo","The First Ascent of Nampa, 1972",,1973,Japanese,68:20-35 (1973),,
GANG71301,04,1971,2,JAC,"Shimizu, Kiyoshi","Gangapurna, Autumn 1971",,1973,Japanese,68:36-45 (1973),,
MANA74101,09,1974,2,JAC,"Kuroishi, Tsune","Manaslu, Premonsoon 1974",,1974,Japanese,69:18-33 (1974),,
EVER73301,04,1973,2,JAC,"Yuasa, Michio",The Southwest Face of Everest: 1973,,1974,Japanese,69:34-50 (1974),,
JANU74101,04,1974,2,JAC,"Hashimura, Kazutoyo","Jannu, Old and New - The Second Ascent in Premonsoon 1974",,1974,Japanese,69:51-87 (1974),,
SRKU73301,05,1973,2,JAC,"Kawamura, Eiji","The Ascent of Serku Dholma, 1973",,1975,Japanese,70:182-198 (1975),,
DHA575101,04,1975,2,JAC,"Takeda, Shosaku",The First Ascent of Dhaulagiri V,,1975,Japanese,70:110-125 (1975),,
CHRW75101,04,1975,2,JAC,"Nakajima, Shinichi",Churen Himal West Ridge 1975,,1975,Japanese,70:220-228 (1975),,
JANU76101,05,1976,2,JAC,"Konishi, Masatsugu",Jannu North Face 1976,,1977,Japanese,71-72:40-49 (1976-77),,
NUPW77101,05,1977,2,JAC,"Kato, Haruo","The North-West Ridge of Nuptse, 1977",,1978,Japanese,73:129-135 (1978),,
HIME77101,03,1977,2,JAC,"Sugawara, Toyozo","Himalchuli, The East Face, 1977",,1978,Japanese,73:120-128 (1978),,
DHA178301,05,1978,2,JAC,"Yagihara, Kuniaki",The Ascent of Dhaulagiri I - From the South-East Ridge,,1979,Japanese,74:33-41 (1979),,
LANG78301,05,1978,2,JAC,"Ban, Akira","The First Ascent of Langtang Lirung, 1978",,1979,Japanese,74:42-50 (1979),,
ANNS78301,03,1978,2,JAC,"Kuono, Teruyuki","Annapurna South, South-West Ridge, 1978",,1979,Japanese,74:112-116 (1979),,
EVER80103,08,1980,2,JAC,"Watanabe, Hyoriki",The Chomolungma Project 1980 - North Face & Northeast Ridge,,1980,Japanese,75:1-56 (1980),,
NILC79101,03,1979,2,JAC,"Aoki, Masaki",Nilgiri Central 1979,,1980,Japanese,75:139-146 (1980),,
ANN179101,03,1979,2,JAC,"Kubota, Yasuo","Annapurna I, North-east Buttress 1979",,1980,Japanese,75:155-159 (1980),,
KANG80101,05,1980,2,JAC,"Sakashita, Naoe","The North Face of Kangchenjunga, 1980",,1981,Japanese,76:64-85 (1981),,
BARU80401,05,1980,2,JAC,"Nakamura, Haruhiko",Baruntse in Midwinter 1980/1981,,1981,Japanese,76:86-93 (1981),,
GAN580101,05,1980,2,JAC,"Nagao, Yoshio","Ganesh Himal 5, 1980",,1981,Japanese,76:101-106 (1981),,
LAMJ80101,04,1980,2,JAC,"Hagiwara, Hitoshi","The Ascent of Lamjung Himal from the North Ridge, 1980",,1981,Japanese,76:107-114 (1981),,
DHA182401,05,1982,2,JAC,"Yasuma, So","First Ascent of Dhaulagiri I in Winter, 1982/1983",,1983,Japanese,78:12-20 (1983),,
LSIS82101,04,1982,2,JAC,"Inoue, Hiroshi","First Ascent of Langshisa Ri, 1982",,1983,Japanese,78:38-44 (1983),,
DHA182301,05,1982,2,JAC,"Sasaki, Norio","Dhaulagiri I North Face Pear Route, 1982",,1983,Japanese,78:51-55 (1983),,
EVER83305,04,1983,2,JAC,"Kawamura, Haruichi",First Oxygenless Ascent of Everest by Japanese,,1984,Japanese,79:10-18 (1984),,
EVER83401,03,1983,2,JAC,"Takahashi, Kazuyuki","Lhotse in Autumn and Everest in Winter, 1983/1984",,1984,Japanese,79:19-26 (1984),,
LHOT83301,03,1983,2,JAC,"Takahashi, Kazuyuki","Lhotse in Autumn and Everest in Winter, 1983/1984",,1984,Japanese,79:19-26 (1984),,
NEMJ83301,04,1983,2,JAC,"Hori, Hiroshi",First Ascent of Himlung Himal,,1984,Japanese,79:27-31 (1984),,
KANG84101,06,1984,2,JAC,"Shigehiro, Tsuneo",Kangchenjunga Traverse,,1985,Japanese,80:48-61 (1985),,
LCHA83101,03,1983,2,JAC,"Endo, Kyoko",Attempt on Changla by the Southwest Ridge,,1984,Japanese,79:51-59 (1984),,
MANA85401,04,1985,2,JAC,"Yamada, Norboru","K2, Everest and Manaslu: Successive Climbs of 3 8000ers in 1985",,1986,Japanese,81:24-32 (1986),,
EVER85304,05,1985,2,JAC,"Yamada, Norboru","K2, Everest and Manaslu: Successive Climbs of 3 8000ers in 1985",,1986,Japanese,81:24-32 (1986),,
CHOY85301,04,1985,2,JAC,"Mitani, Toichiro",Cho Oyu 1985,,1986,Japanese,81:33-37 (1986),,
EVER88101,09,1988,2,JAC,"Ohtsuka, Hiroyoshi","China, Japan, Nepal Friendship Expedition to Qomolangma 1988",,1988,Japanese,83:36-47 (1988),,
EVER88101,10,1988,2,JAC,"Yamada, Norboru",From Qomolangma to Sagarmatha,,1988,Japanese,83:62-65 (1988),,
EVER88101,11,1988,2,JAC,,Reports from the Party Members,,1988,Japanese,83:66-72 (1988),,
EVER87301,03,1987,2,JAC,"Kawakami, Takashi",The Defence Academy Alpine Club Mt. Qomolangma Expedition 1987,,1988,Japanese,83:73-78 (1988),,
ANN187403,06,1987,2,JAC,"Yagihara, Kuniaki",First Winter Ascent of Annapurna South Face,,1988,Japanese,83:79-83 (1988),,
LANR81301,04,1981,2,JAC,"Uematsu, Hideyuki",First Ascent of Langtang Ri in 1981,,1982,Japanese,77:33-38 (1982),,
DORJ81301,04,1981,2,JAC,"Kutaoka, Kunio",First Ascent of Dorje Lakpa in 1981,,1982,Japanese,77:48-54 (1982),,
NILN81101,04,1981,2,JAC,"Takao, Kaoru",Nilgiri North from the East Ridge in 1981,,1982,Japanese,77:103-108 (1982),,
KANG91101,07,1991,2,JAC,"Ogata, Yoshio",The 1991 Indo-Japanese Kangchenjunga Expedition,,1991,Japanese,86:52-61 (1991),,
EVER91115,04,1991,2,JAC,"Hirano, Shinichi",An Attempt on Mt. Qomolangma's Kanxung Ridge,,1991,Japanese,86:96-103 (1991),,
EVER91401,07,1991,2,JAC,"Ogata, Yoshio",Japan Gunma Winter Sagarmatha South-West Face Expedition 1991-92,,1992,Japanese,87:98-103 (1992),,
HIML92301,05,1992,2,JAC,"Niwa, Yukio",First Ascent of Himlung Himal,,1993,Japanese,88:103-109 (1993),,
EVER92113,05,1992,2,JAC,"Ohmiya, Motomu",Qomolungma's Northeast Ridge,,1993,Japanese,88:133-140 (1993),,
EVER93401,05,1993,2,JAC,"Yagihara, Kuniaki",Challenged to Mt. Sagarmatha South-West Face in Winter,,1994,Japanese,89:68-76 (1994),,
MAKA95101,06,1995,2,JAC,"Shigehiro, Tsuneo",A Passage to Mt. Makalu by East Ridge,,1995,Japanese,90:23-34 (1995),,
EVER95102,06,1995,2,JAC,"Kanzaki, Tadeo",The Northeast Ridge of Mt. Everest,,1995,Japanese,90:35-44 (1995),,
EVER94107,04,1994,2,JAC,"Hongo, Mitsuyoshi",The Ascent of South Pillar,,1995,Japanese,90:45-50 (1995),,
GIMM95301,03,1995,2,JAC,"Tanigawa, Taroh",The First Successful Ascent of the Twins: Mt. Gimmigela,,1996,Japanese,91:106-111 (1996),,
PASA96301,05,1996,2,JAC,"Ohnishi, Tamotsu",Pasang Lhamu Chuli (Josamba) 7350m,,1997,Japanese,92:53-58 (1997),,
RATC96301,05,1996,2,JAC,"Watanabe, Mitsunori",Nepal Police-Shinshu University Joint Himalayan Expedition 1996,,1997,Japanese,92:59-66 (1997),,
AMAD97302,02,1997,2,JAC,"Ueda, Keiji",1997 Fukuoka Mt. Ama Dablam (6812m) Expedition,,1998,Japanese,93:117-121 (1998),,
DHA197301,03,1997,2,JAC,"Matsubara, Masayuki",Returning Alive from Mt. Dhaulagiri I,,1998,Japanese,93:122-128 (1998),,
MANA97303,03,1997,2,JAC,"Mitani, Toichiro",Meiji University Manaslu Expedition 1997,,1998,Japanese,93:129-135 (1998),,
KANG98102,03,1998,2,JAC,"Tanigawa, Taro",JAC Youth Section Mt. Kangchenjunga Expedition 1998,,1998,Japanese,93:136-143 (1998),,
CHAN98301,04,1998,2,JAC,"Yoshinaga, Sadao",Exploring the Least Known Himalayas,,1999,Japanese,94:101-113 (1999),,
NALA00201,05,2000,2,JAC,"Ohnishi, Tamotsu",Wandering in the Farthest Northwest Nepal,,2001,Japanese,96:137-147 (2001),,
LHOT01401,04,2001,2,JAC,"Tanabe, Osamu",Lhotse South Face in Winter 2001,,2002,English,97:A28-29 (2002),,
LHOT01401,05,2001,2,JAC,"Tanabe, Osamu",Lhotse South Face in Winter 2001,,2002,Japanese,97:171-177 (2002),,
KANT02301,03,2002,2,JAC,"Nishida, Katumi",The First Ascent of Kaqur-Kangri 6859m,,2003,Japanese,98:115-128 (2003),,
CHOY02328,02,2002,2,JAC,"Hashimoto, Shiori",The Chinese-Japanese Women's Mt. Cho Oyu Expedition 2003,,2003,Japanese,98:151-156 (2003),,
KABN35301,02,1935,1,,"Cooke, C. Reginald",Dust and Snow,By author,1991,,,C340,
NEPA37301,03,1937,3,MM,"Dyhrenfurth, G. O. & Dyhrenfurth, Norman",Kangchenjunga,,1979,,68:34-40 (Jul 1979),,
PYRM49101,04,1949,2,AAJ,,,,1986,,60:217 (1986),,
CHOY52101,05,1952,1,,"Hillary, Edmund",High Adventure,"Hodder & Stoughton, London",1955,,,H316,
CTSE90101,01,1990,2,AAJ,"Pfau, Paul",,,1991,,65:288-290 (1991),,
EVER62102,03,1962,3,MM,"Dyhrenfurth, G. O. & Dyhrenfurth, Norman",Gyachung Kang,,1976,,48:28-29 (Mar 1976),,
ANNS64301,05,1964,2,AJ,,,,1966,,71:153 (May 1966),,
ANN169101,03,1969,2,AJ,,,,1970,,75:197-198 (1970),,
LHOT74101,05,1974,3,MM,,,,1975,,42:10 (Mar 1975),,
ANNM80301,01,1980,3,MM,,,,1981,,77:11 (Jan 1981),,
ANNM80301,02,1980,2,AAJ,"Hauser, Guenter",,,1981,,55:261-262 (1981),,
ANN181101,03,1981,3,MM,,,,1981,,80:11 (Jul 1981),,
ANNM81101,02,1981,3,MM,,,,1981,,80:11 (Jul 1981),,
EVER83101,03,1983,2,AAJ,"Casassa, Gino",,,1984,,58:310 (1984),,
LHOT83301,04,1983,3,MM,,,,1984,,96:10 (Mar 1984),,
LHOT83301,05,1983,3,MM,,,,1984,,97:10 (May 1984),,
CHOL84301,04,1984,3,MM,,,,1985,,102:16 (Mar 1985),,
CHOY85101,02,1985,3,MM,,,,1985,,105:11 (Sep 1985),,
LHOT85302,02,1985,3,MM,,,,1986,,108:13 (Mar 1986),,
RATH87101,04,1987,2,AAJ,"Mehta, Soli S.",,,1989,,63:186 (1989),,
MAKA89302,06,1989,3,MM,,,,1989,,130:7 (Nov 1989),,
MAKA89302,07,1989,3,MM,,,,1990,,131:5 (Jan 1990),,
KANG91102,05,1991,3,MM,,,,1991,,140:7 (Jul 1991),,
MAKA91303,03,1991,3,MM,,,,1992,,143:5 (Jan 1992),,
PUMO95308,02,1995,3,HIGH,,,,1996,,161:31 (Apr 1996),,
LHOT95302,04,1995,3,HIGH,,,,1996,,161:33-34 (Apr 1996),,
LHOT96102,04,1996,2,AAJ,"Mazur, Daniel",,,1997,,71:298-299 (1997),,
LHOT96102,05,1996,3,HIGH,,,,1996,,167:73 (Oct 1996),,
EVER97101,04,1997,3,HIGH,,,,1997,,179:22 (Oct 1997),,
CHAN98301,05,1998,2,AAJ,"Hawley, Elizabeth",,,1999,,73:365 (1999),,
TENG98301,05,1998,2,AAJ,"Hawley, Elizabeth",,,1999,,73:383-384 (1999),,
EVER99119,02,1999,3,HIGH,,,,1999,,205:66 (Dec 1999),,
EVER00120,03,2000,3,HIGH,,,,2001,,219:69 (Feb 2001),,
RAMC02301,02,2002,3,HIGH,,,,2003,,252:54 (Nov 2003),,
KANG29201,05,1929,2,AJ,"Bauer, P.","Kangachenunga, 1929: The Bavarian Attempt",,1930,,42:73-77 (1930),,
KANG29201,06,1929,2,AJ,"Bauer, P.","The Fight for Kangchenjunga, 1929",,1930,,42:185-202 (1930),,
KANG30101,04,1930,2,AJ,"Smythe, F. S.","The Assault on Kangchenjunga, 1930",,1930,,42:202-226 (1930),,
KANG31201,05,1931,2,AJ,"Bauer, P.","Kangchenjunga, 1931: The Second Bavarian Attempt",,1932,,44:13-24 (1932),,
EVER33101,03,1933,2,AJ,"Ruttledge, H.","The Mt. Everest Expedition, 1933",,1933,,45:216-231 (1933),,
EVER33101,04,1933,2,AJ,"Longstaff, T. G.",Lessons from the Mt. Everest Expedition of 1933,,1934,,46:102-110 (1934),,
EVER33101,05,1933,2,AJ,"Crawford, C. G.","Everest, 1933: Extracts from the Diary of C. G. Crawford",,1934,,46:111-129 (1934),,
EVER35201,02,1935,2,AJ,"Shipton, E. E.","The Mt. Everest Reconnaissance, 1935",,1936,,48:1-14 (1936),,
EVER35201,03,1935,2,AJ,"Ruttledge, H.",Mt. Everest: The Sixth Expedition,,1936,,48:221-233 (1936),,
EVER36101,02,1936,2,AJ,"Ruttledge, H.",Mt. Everest: The Sixth Expedition,,1936,,48:221-233 (1936),,
EVER38101,02,1938,2,AJ,"Tilman, H. W.","Mt. Everest, 1938",,1939,,51:3-17 (1939),,
EVER38101,03,1938,2,AJ,"Lloyd, P.","Oxygen on Mt. Everest, 1938",,1939,,51:85-88 (1939),,
EVER38101,04,1938,2,AJ,"Finch, G. I.",Oxygen and Mt. Everest,,1939,,51:89-90 (1939),,
EVER33101,06,1933,2,AJ,"Strutt, E. L.","The English Mt. Everest Expedition, 1933",,1932,,44:262-263 (1932),,
NEPA37301,04,1937,2,AJ,"Hunt, J.",An Expedition in the Sikkim Himalaya,,1938,,50:109-114 (1938),,
NEPA37301,05,1937,2,AJ,"Hunt, J.",A Winter Expedition to the Zemu Glacier,,1941,,53:194-210 (1941),,
NEMJ63101,03,1963,2,JAC,"Zengyo, Hisachika","Himlung Himal, 1963",,1964,Japanese,59:222-228 (1964),,
KAND63301,03,1963,2,JAC,"Nagasawa, Kazutoshi","Attempt on Kande Hiunchuli, 1963",,1964,Japanese,59:229-235 (1964),,
ANN303301,01,2003,3,HIGH,,Major New Line on Annapurna III,,2004,,255:5 (Feb 2004),,
NUPE03301,01,2003,3,HIGH,,Nuptse I East Climbed - Third Time Lucky for Babanov,,2004,,255:6 (Feb 2004),,
DHA154101,05,1954,1,,"Magnani, Alfredo E.",Argentinos al Himalaya,Fluxor Editor,1955,Spanish,,M77,
MAK283301,03,1983,1,,"Faure, Frederic, et al",Kumbhakarna,"Michel Vincent, Paris",1984,French,,F28,
CHOL82101,05,1982,1,,"Rowell, Galen",High & Wild,"Spotted Dog Press, Bishop, CA",2003,,,,
NUPT03102,02,2003,3,HIGH,,,,2004,,256:69-70 (Mar 2004),,
NUPE03101,02,2003,3,HIGH,,,,2004,,256:70 (Mar 2004),,
EVER03164,01,2003,3,HIGH,,,,2004,,256:71-72 (Mar 2004),,
EVER03101,02,2003,3,HIGH,,,,2004,,256:71 (Mar 2004),,
LHOT03101,01,2003,3,HIGH,,,,2004,,256:71 (Mar 2004),,
EVER03106,01,2003,3,HIGH,,,,2004,,256:70 (Mar 2004),,
EVER03145,01,2003,3,HIGH,,,,2004,,256:71 (Mar 2004),,
EVER03125,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03122,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03107,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03139,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03113,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03141,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03134,01,2003,3,HIGH,,,,2004,,256:72 (Mar 2004),,
EVER03170,01,2003,3,HIGH,,,,2004,,256:72-73 (Mar 2004),,
LHOT03106,01,2003,3,HIGH,,,,2004,,256:73 (Mar 2004),,
HCHI03102,01,2003,3,HIGH,,,,2004,,256:73-74 (Mar 2004),,
HCHI03101,01,2003,3,HIGH,,,,2004,,256:74 (Mar 2004),,
CHOY03110,01,2003,3,HIGH,,,,2004,,256:74-75 (Mar 2004),,
KANG03106,01,2003,3,HIGH,,,,2004,,256:75-76 (Mar 2004),,
KANG03104,01,2003,3,HIGH,,,,2004,,256:75 (Mar 2004),,
JANU03101,01,2003,3,HIGH,,,,2004,,256:76 (Mar 2004),,
HIML03101,01,2003,3,HIGH,,,,2004,,256:76 (Mar 2004),,
ANN103101,01,2003,3,HIGH,,,,2004,,256:76 (Mar 2004),,
PURB03101,01,2003,3,HIGH,,,,2004,,256:76 (Mar 2004),,
TASH03101,01,2003,3,HIGH,,,,2004,,256:76-78 (Mar 2004),,
DHA203101,01,2003,3,HIGH,,,,2004,,256:78 (Mar 2004),,
MAKA03101,01,2003,3,HIGH,,,,2004,,256:78 (Mar 2004),,
DHA103104,01,2003,3,HIGH,,,,2004,,256:79 (Mar 2004),,
TKPO03301,01,2003,3,HIGH,,,,2004,,256:10 (Mar 2004),,
RAKS03301,01,2003,3,HIGH,,,,2004,,256:6 (Mar 2004),,
ANN303301,02,2003,3,ALP,"Cool, Kenton","Annapurna III, Southwest Ridge, New Route",,2004,,6:88 (Spring 2004),,
NUPE03301,02,2003,3,ALP,"Babanov, Valeri","Nuptse East, Moonlight Sonata, New Route",,2004,,6:88-90 (Spring 2004),,
EVER99101,04,1999,1,,"Lago, Chus","Everest, Fuera de la Tierra","Laverde Ediciones, Santiago de Compostela, Spain",2000,Spanish,,,
KABN94101,04,1994,2,HJ,"Abbey, A",Kabru - Mountain of the Gods,,1996,,52:29-35 (1996),,
EVER98103,02,1998,1,,"Khoo, Swee-Chiow",Journeys to the Ends of the Earth,"Angsana Books, Singapore",2003,,,,
DHA203101,02,2003,3,HIGH,,,,2004,,257:76 (Apr 2004),,
KGRI03101,01,2003,3,HIGH,,,,2004,,257:76 (Apr 2004),,
KYAS03301,01,2003,3,HIGH,,,,2004,,258:14 (May 2004),,
LHOT03401,01,2003,2,JAN,"Tanabe, Osamu",Lhotse South Face Winter - Near Ascent,,2004,,5:2-4 (May 2004),,
HCHI03102,02,2003,2,JAN,Osaka Eiho Alpine Club,First Ascent of Hungchi 7036m,,2004,,5:5-9 (May 2004),,
ANN103101,02,2003,2,JAN,"Tashahashi, Kazuhiro",Annapurna I South Face 2003,,2004,,5:13-15 (May 2004),,
KGRI03101,02,2003,2,JAN,"Emoto, Kanenori",Attempt on Khangri Shar in Khumbu Himal,,2004,,5:20-21 (May 2004),,
NORB03201,01,2003,2,JAN,"Ohnishi, Tomatsu",Upper Dolpo in Nepal,,2004,,5:17-18 (May 2004 supplement),,
KANG80101,06,1980,2,DAV,"Kawamura, Haruichi",Kangchenjunga-Nordwand,,1981,German,106:147-152 (1981),,
FANG80101,04,1980,2,DAV,"Mayerl, Sepp",Der Lange Grat Zum Fang,,1981,German,106:139-146 (1981),,
EVER81303,05,1981,2,DAV,"Diemberger, Kurt",Mount Everest-die Letzte Wand,,1983,German,107:115-125 (1982-83),,
GAN281302,04,1981,2,DAV,"Warth, Hermann","Familienexpedition, Erstbesteigung des Ganesh III, 7132m",,1983,German,107:127-138 (1982-83),,
MANA83303,03,1983,2,DAV,"Haerter, Guenther",Erfolg am Manaslu,,1985,German,109:143-149 (1985),,
KANG83101,05,1983,2,DAV,"Warth, Hermann","Wand Ohne Gipfel, Zitterspiel der Nerven am Kangchendzonga 8598m",,1985,German,109:159-171 (1985),,
PUMO87303,03,1987,2,DAV,"Bolesch, Rainer","Nameste Nepal, Eindrucke von der Deutschen Pumori-Expedition 1987",,1989,German,113:175-181 (1989),,
NUPW89301,05,1989,2,DAV,"Dujmovits, Ralf",Wechselbader der Gefuhle am Nuptse NW-Grat,,1991,German,115:157-167 (1991),,
NUPE95301,04,1995,2,DAV,"Pohl, Wolfgang",Tagbuchfragmente einer Expedition,,1997,German,121:45-54 (1997),,
YALU75101,06,1975,2,DAV,"Aeberli, Siegfried",Kantsch-Expedition 1975,,1976,German,101:151-154 (1976),,
NUPT75101,07,1975,2,DAV,"Fleming, Jon",Nuptse-Expedition 1975,,1976,German (trans. from English),101:160-163 (1976),,
ANN476101,05,1976,2,DAV,"Schubert, Pit",Der Gipfel Zahlt Erst Nach dem Absteig,,1977,German,102:82-87 (1977),,
EVER78102,11,1978,2,DAV,"Nairz, Wolfgang",Alpenvereinsexpedition 1978 zum Hochsten Berg der Erde,,1978,German,103:194-204 (1978),,
LSHR70101,06,1970,2,DAV,"Lutz, Ruediger",Tyrolean Lhotse Expedition 1970 des OAV,,1972,German,97:95-102 (1972),,
CHOB72101,02,1972,2,DAV,"Weinzierl, Wolfgang",Kang Dare - das Beil,,1973,German,98:110-112 (1973),,
DHA373301,05,1973,2,DAV,"Schreckenbach, Klaus",Dhaulagiri III,,1975,German,100:79-88 (1975),,
LHOT74101,06,1974,2,DAV,"Warth, Hermann",Deutsche Lhotse-Expedition 1974,,1975,German,100:89-93 (1975),,
DHA469301,06,1969,2,DAV,"Krammer, Oskar","Dhaulagiri IV, Berg des Schicksals",,1970,German,95:200-202 (1970),,
ANN169101,04,1969,2,DAV,"Greissl, Ludwig",Deutsche Himalaja-Expedition 1969,,1970,German,95:203-216 (1970),,
ANN169101,05,1969,2,DAV,"Kerner, Uwe",Erfahrungen der Deutschen Himalajen-Expedition 1969,,1970,German,95:217-221 (1970),,
PUMO62101,04,1962,2,DAV,"Lenser, Gerhard",Die Erstbesteigung des Pumo Ri,,1963,German,88:145-152 (1963),,
TLNG64101,05,1964,2,DAV,"Hechtel, Richard",Deutsche Himalaja-Expedition 1964,,1965,German,90:158-166 (1965),,
GANG65101,08,1965,2,DAV,"Greissl, Ludwig",Deutsche Himalaja-Expedition 1965,,1966,German,91:147-1960 (1966),,
GANG65101,09,1965,2,DAV,"Hauser, Guenther",Ergebnis der Vermessungsarbeit der Deutsche Himalaja-Expedition 1965,,1966,German,91:161-1965 (1966),,
DHA160101,07,1960,2,DAV,"Diemberger, Kurt",Dhaulagiri - Der Weisse Berg des Himalaja,,1960,German,85:99-116 (1960),,
