EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
EVER89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199030301/Asia-Tibet-Everest-Attempts-from-the-North,,,,,,
EVER89305,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199030301/Asia-Tibet-Everest-Attempts-from-the-North,,,,,,
EVER89307,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199030301/Asia-Tibet-Everest-Attempts-from-the-North,,,,,,
EVER89310,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199030301/Asia-Tibet-Everest-Attempts-from-the-North,,,,,,
EVER89315,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199030301/Asia-Tibet-Everest-Attempts-from-the-North,,,,,,
GAN489301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024005/Asia-Nepal-Ganesh-IV-Pabil-Attempt,,,,,,
HIME89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024601/Asia-Nepal-Himalchui-Attempt,,,,,,
KAND89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199025602/Asia-Nepal-Kande-Hiunchuli,,,,,,
JANU89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199021604/Asia-Nepal-Kumbhakarna-Jannu-Attempt,,,,,,
JANU89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021701/Asia-Nepal-Kumbhakarna-Attempt-1990,,,,,,
KWAN89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199022103/Asia-Nepal-Kwangde-Nup-North-Buttress,,,,,,
LAMJ89101,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199024702/Asia-Nepal-Lamjung-Attempt,,,,,,
LANR89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024002/Asia-Nepal-Langsisa-Ri-Winter-Ascent,,,,,,
LSIS89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024001/Asia-Nepal-Langsisa-Ri-in-Winter,,,,,,
LSIS89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023903/Asia-Nepal-Langsisa-Ri,,,,,,
LANG89101,05,1989,5,,,http://publications.americanalpineclub.org/articles/12199024003/Asia-Nepal-Langtang-Lirung-Tragedy,,,,,,
LANG89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024004/Asia-Nepal-Langtang-Lirung-Swiss-West-German-and-British-Irish-Ascents,,,,,,
LANG89302,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024004/Asia-Nepal-Langtang-Lirung-Swiss-West-German-and-British-Irish-Ascents,,,,,,
LHOT89302,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022702/Asia-Nepal-Lhotse,,,,,,
LHOT89102,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022401/Asia-Nepal-Lhotse-South-Face-Attempt,,,,,,
LHOT89301,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199022701/Asia-Nepal-Lhotse-South-Face-Tragedy,,,,,,
LHOT89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022703/Asia-Nepal-Lhotse-South-Face-Solo-Winter-Attempts,,,,,,
LHOT89402,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022703/Asia-Nepal-Lhotse-South-Face-Solo-Winter-Attempts,,,,,,
LSHR89301,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199022304/Asia-Nepal-Lhotse-Shar,,,,,,
MAKA89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199021802/Asia-Nepal-Makalu-Attempt,,,,,,
MAKA89306,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199021901/Asia-Nepal-Makalu-Attempt,,,,,,
MAKA89303,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021902/Asia-Nepal-Makalu-Post-Monsoon-Attempts,,,,,,
MAKA89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199021902/Asia-Nepal-Makalu-Post-Monsoon-Attempts,,,,,,
MAKA89305,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199021902/Asia-Nepal-Makalu-Post-Monsoon-Attempts,,,,,,
MAKA89302,09,1989,5,,,http://publications.americanalpineclub.org/articles/12199021804/Asia-Nepal-Makalu-Traverse-Attempt-and-Kangchungtse-Attempt-via-West-Face,,,,,,
MAKA89102,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021801/Asia-Nepal-Makalu-West-Buttress-Attempt,,,,,,
MANA89302,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199024502/Asia-Nepal-Manaslu-Attempt,,,,,,
MANA89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024202/Asia-Nepal-Manaslu-Attempt,,,,,,
MANA89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024501/Asia-Nepal-Manaslu-Attempts-via-the-Northeast-Face-in-the-Post-Monsoon,,,,,,
MANA89303,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199024501/Asia-Nepal-Manaslu-Attempts-via-the-Northeast-Face-in-the-Post-Monsoon,,,,,,
MANA89304,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024501/Asia-Nepal-Manaslu-Attempts-via-the-Northeast-Face-in-the-Post-Monsoon,,,,,,
MANA89102,05,1989,5,,,http://publications.americanalpineclub.org/articles/12199024201/Asia-Nepal-Manaslu,,,,,,
MANA89305,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024402/Asia-Nepal-Manaslu-Attempt,,,,,,
MANA89103,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024401/Asia-Nepal-Manaslu-Attempt-and-Tragedy,,,,,,
NUPW89301,07,1989,5,,,http://publications.americanalpineclub.org/articles/12199022802/Asia-Nepal-Nuptse-Northwest-Summit,,,,,,
NUPT89101,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022801/Asia-Nepal-Nuptse-Joint-Attempt-by-the-Left-Buttress-of-the-Central-Part-of-the-South-Face,,,,,,
NUPT89102,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199022801/Asia-Nepal-Nuptse-Joint-Attempt-by-the-Left-Buttress-of-the-Central-Part-of-the-South-Face,,,,,,
KJER89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199025603/Asia-Nepal-P6380-Kanjeralwa-Group,,,,,,
PUMO89306,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199023601/Asia-Nepal-Pumori,,,,,,
PUMO89102,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199023402/Asia-Nepal-Pumori,,,,,,
PUMO89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89303,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89304,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89305,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89306,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89307,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89308,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023404/Asia-Nepal-Pumori-Post-Monsoon-Ascents-and-Attempt,,,,,,
PUMO89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199023603/Asia-Nepal-Pumori-Tragedy,,,,,,
PUMO89302,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023602/Asia-Nepal-Pumori-Tragedy,,,,,,
PUMO89402,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199023604/Asia-Nepal-Pumori-Winter-Attempt-1990,,,,,,
PUMO89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199023403/Asia-Nepal-Pumori-Womens-Expedition,,,,,,
GLAC89301,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024902/Asia-Nepal-Tarke-Kang,,,,,,
TAWO89401,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199023701/Asia-Nepal-Tawoche-Lobuje-East-and-Pokalde-Winter-Ascents,,,,,,
YALU89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021601/Asia-Nepal-Yalungkang,,,,,,
KANG89102,05,1989,5,,,http://publications.americanalpineclub.org/articles/12199021501/Asia-Nepal-Kangchenjunga-from-the-North,,,,,,
KANG89301,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021502/Asia-Nepal-Kangchenjunga-Solo-Attempt,,,,,,
KANG89101,06,1989,5,,,http://publications.americanalpineclub.org/articles/12199021302/Asia-Nepal-Kangchenjunga-Traverses,,,,,,
OHMI89101,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199021702/Asia-Nepal-Ohmi-Kangri,,,,,,
TILI89101,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199024603/Asia-Nepal-Tilitso,,,,,,
TILI89401,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199024701/Asia-Nepal-Tilitso-Winter-Attempt,,,,,,
THAM89101,02,1989,5,,,http://publications.americanalpineclub.org/articles/12199022102/Asia-Nepal-Thamserku-Attempts-1988-and-1989,,,,,,
THAM88401,03,1988,5,,,http://publications.americanalpineclub.org/articles/12199022102/Asia-Nepal-Thamserku-Attempts-1988-and-1989,,,,,,
JANU89101,06,1989,5,,,http://publications.americanalpineclub.org/articles/12199000700/KhumbhakarnaMy-Way,,,,,,
MAKA89304,05,1989,5,,,http://publications.americanalpineclub.org/articles/12199000100/Cold-Sweat-on-Makalu,,,,,,
HIMW89101,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199024503/Asia-Nepal-Himalchui-West,,,,,,
CTSE89201,03,1989,5,,,http://publications.americanalpineclub.org/articles/12199030402/Asia-Tibet-Changtse,,,,,,
ANN289301,04,1989,5,,,http://publications.americanalpineclub.org/articles/12199025101/Asia-Nepal-Annapurna-IV-Ascent-Possible-Ascent-and-Tragedy-on-Annapurna-II,,,,,,
CTSE90101,02,1990,5,,,http://publications.americanalpineclub.org/articles/12199128802/Asia-Tibet-Changtse-Southeast-Face,,,,,,
GYAC90101,02,1990,5,,,http://publications.americanalpineclub.org/articles/12199123302/Asia-Nepal-Gyachung-Kang-Attempt,,,,,,
CTSE90301,02,1990,5,,,http://publications.americanalpineclub.org/articles/12199129001/Asia-Tibet-Changtse-Attempt,,,,,,
GANG90301,02,1990,5,,,http://publications.americanalpineclub.org/articles/12199123903/Asia-Nepal-Gangapurna-Northwest-Face-Attempt,,,,,,
APIM91101,03,1991,5,,,http://publications.americanalpineclub.org/articles/12199222803/Asia-Nepal-Api-Northwest-Ridge,,,,,,
KOTA91101,02,1991,5,,,http://publications.americanalpineclub.org/articles/12199218801/Asia-IndiaSikkim-Kokthang,,,,,,
BHRI91301,03,1991,5,,,http://publications.americanalpineclub.org/articles/12199221501/Asia-Nepal-Bhirikuti-First-and-Second-Ascents,,,,,,
BHRI91302,02,1991,5,,,http://publications.americanalpineclub.org/articles/12199221501/Asia-Nepal-Bhirikuti-First-and-Second-Ascents,,,,,,
KUSU91302,02,1991,5,,,http://publications.americanalpineclub.org/articles/12199322303/Asia-Nepal-Pumori-Kongma-Tse-P-5886-Kusum-Knguru-and-Attempt-on-Kwangde-1991,,,,,,
KUSU91303,05,1991,5,,,http://publications.americanalpineclub.org/articles/12199219603/Asia-Nepal-Kusum-Kanguru-from-the-Southwest,,,,,,
LANG91301,04,1991,5,,,http://publications.americanalpineclub.org/articles/12199221202/Langtang-Lirung-Post-Monsoon-Southeast-Ridge-Attempts,,,,,,
LANG91302,02,1991,5,,,http://publications.americanalpineclub.org/articles/12199221202/Langtang-Lirung-Post-Monsoon-Southeast-Ridge-Attempts,,,,,,
ANN492101,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199322904/Asia-Nepal-Annapurna-IV,,,,,,
EVER92113,08,1992,5,,,http://publications.americanalpineclub.org/articles/12199301500/Everests-Northeast-Ridge,,,,,,
EVER92117,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199322102/Asia-Nepal-Skiing-Off-Mount-Everest,,,,,,
GAN292101,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322601/Asia-Nepal-Ganesh-III-Attempt,,,,,,
KANG92101,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199320103/Asia-Nepal-Kangchenjunga-Ascent-and-Tragedy,,,,,,
KANG92102,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199320200/Asia-Nepal-Kangchenjunga-Ascent-and-Tragedy,,,,,,
KANG92101,05,1992,5,,,http://publications.americanalpineclub.org/articles/12199626301/Asia-Nepal-Kangchenjunga-Body-of-Female-Discovered,,,,,,
AMAD92301,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92302,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92303,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92304,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92305,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92306,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92307,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92308,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92309,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD92310,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199321100/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
ANN192301,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199323002/Asia-Nepal-Annapurna-South-Face-Tragedy,,,,,,
ANN192302,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199323200/Asia-Nepal-Annapurna-South-Face-Attempt,,,,,,
CHOY92301,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322402/Asia-Nepal-Cho-Oyu-Post-Monsoon-Spanish-Expeditions,,,,,,
CHOY92302,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199328901/Asia-Tibet-Cho-Oyu-Post-Monsoon-Ascents-and-Attempt-from-the-North,,,,,,
CHOY92304,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199328901/Asia-Tibet-Cho-Oyu-Post-Monsoon-Ascents-and-Attempt-from-the-North,,,,,,
CHOY92306,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199328901/Asia-Tibet-Cho-Oyu-Post-Monsoon-Ascents-and-Attempt-from-the-North,,,,,,
CHOY92307,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199328901/Asia-Tibet-Cho-Oyu-Post-Monsoon-Ascents-and-Attempt-from-the-North,,,,,,
CHOY92308,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199328901/Asia-Tibet-Cho-Oyu-Post-Monsoon-Ascents-and-Attempt-from-the-North,,,,,,
CHOY92303,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199322402/Asia-Nepal-Cho-Oyu-Post-Monsoon-Spanish-Expeditions,,,,,,
CHOY92305,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322402/Asia-Nepal-Cho-Oyu-Post-Monsoon-Spanish-Expeditions,,,,,,
MAK292303,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199320903/Asia-Nepal-Kangchungtse-or-Makalu-II-Attempt,,,,,,
MANA92301,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199322603/Asia-Nepal-Ascent-of-Manaslu-North-I-and-Attempt-on-Manaslu-North-II,,,,,,
MANA92302,04,1992,5,,,http://publications.americanalpineclub.org/articles/12199322603/Asia-Nepal-Ascent-of-Manaslu-North-I-and-Attempt-on-Manaslu-North-II,,,,,,
MANN92302,01,1992,2,AAJ,"Hawley, Elizabeth",,,1993,,67:226-228 (1993),,
MANN92302,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322603/Asia-Nepal-Ascent-of-Manaslu-North-I-and-Attempt-on-Manaslu-North-II,,,,,,
PUMO92301,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92302,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92303,03,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92304,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92305,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92306,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92307,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
PUMO92308,02,1992,5,,,http://publications.americanalpineclub.org/articles/12199322201/Asia-Nepal-Pumori-Post-Monsoon-Ascents-Attempts-and-Tragedy,,,,,,
AMAD93101,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199421502/Asia-Nepal-Ama-Dablam-Pre-Monsoon-Ascent-and-Attempt,,,,,,
CHOY93103,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93105,03,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93106,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93107,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93108,04,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93109,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
CHOY93110,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199427701/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon-Season,,,,,,
KANG93101,04,1993,5,,,http://publications.americanalpineclub.org/articles/12199420301/Asia-IndiaSikkim-Kangchenjunga-Indo-Ukrainian-Expedition,,,,,,
PYRM93101,05,1993,5,,,http://publications.americanalpineclub.org/articles/12199420102/Asia-IndiaSikkim-Pathibara-Pyramid-and-Pathibara-East-Sphynx,,,,,,
CHOY93305,05,1993,5,,,http://publications.americanalpineclub.org/articles/12199427802/Asia-Tibet-Cho-Oyu-Foresummit-and-Shisha-Pangma-Central-Summit,,,,,,
KOTA93301,02,1993,5,,,http://publications.americanalpineclub.org/articles/12199420401/Asia-IndiaSikkim-Kokthang-Attempt,,,,,,
CHOY93401,03,1993,5,,,http://publications.americanalpineclub.org/articles/12199422100/Asia-Nepal-Cho-Oyu-Winter-Ascent-and-Tragedy-1994,,,,,,
AMAD94102,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199523900/Asia-Nepal-Ama-Dablam-Southeast-Face,,,,,,
CHOY94102,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94103,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94104,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94105,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94106,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94107,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94109,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
CHOY94110,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
KABN94101,06,1994,5,,,http://publications.americanalpineclub.org/articles/12199522902/Asia-IndiaSikkim-Kabru-South,,,,,,
MAKA94101,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199523003/Asia-Nepal-Makalu-Kangchungtse-and-Chomo-Lnzo,,,,,,
CHOY94201,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199530403/Asia-Tibet-Cho-Oyu-from-the-North-in-the-Pre-Monsoon,,,,,,
AMAD94301,05,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94302,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94303,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94304,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94305,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94306,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94307,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94308,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
AMAD94309,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524102/Asia-Nepal-Ama-Dablam-in-the-Post-Monsoon,,,,,,
DHA194303,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199525800/Asia-Nepal-Dhaulagiri-Ascents-and-Tragedy,,,,,,
DHA194301,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194302,06,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194303,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194304,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199525800/Asia-Nepal-Dhaulagiri-Ascents-and-Tragedy,,,,,,
DHA194305,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194306,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194307,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
DHA194308,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199525703/Asia-Nepal-Dhaulagiri-Ascents-Attempts-and-Tragedies-in-the-Post-Monsoon,,,,,,
GIMM94301,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199522903/Asia-IndiaSikkim-Gemmigela-I-Twin-I-Ascent-and-Tragedy,,,,,,
LSIS94301,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199524701/Langshisha-Ri-West-Northwest-Face,,,,,,
NUPT94301,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199523803/Asia-Nepal-Nuptse-East-South-Buttress-Attempt,,,,,,
PISA94301,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199525202/Pisang-Tragedy-Annapurna-Himal,,,,,,
PUMO94301,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94302,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94303,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94304,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94305,04,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94306,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94307,03,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94308,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
PUMO94309,02,1994,5,,,http://publications.americanalpineclub.org/articles/12199524205/Asia-Nepal-Pumori-Post-Monsoon-Ascent-and-Attempts,,,,,,
