event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,comments,study-specific-measurement,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
2282777711,true,1988-07-19 19:00:00.000,-121.18012881639014,53.6444225902198,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777712,true,1988-08-22 19:00:00.000,-121.20471591175185,53.59984494354032,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777713,true,1988-09-13 19:00:00.000,-121.25970940632297,53.65909063045524,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777714,true,1988-10-04 19:00:00.000,-121.17853943314691,53.64619637322099,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777715,true,1988-10-18 19:00:00.000,-121.1947340419498,53.62127030811089,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777716,true,1988-12-06 20:00:00.000,-121.32009285103301,53.62489374750402,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777717,true,1989-01-07 20:00:00.000,-121.33113324328293,53.61336171548076,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777718,true,1989-02-06 20:00:00.000,-121.27356381670965,53.57928291738022,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777719,true,1989-03-02 20:00:00.000,-121.18705337256958,53.588790755266274,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777720,true,1989-04-10 19:00:00.000,-121.21778416817519,53.54070736588597,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777721,true,1989-05-04 19:00:00.000,-121.1593140434351,53.63601344078037,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777722,true,1989-05-31 19:00:00.000,-121.21029190103113,53.64667536210308,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777723,true,1989-06-24 19:00:00.000,-121.20016680212214,53.63573581151107,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777724,true,1989-07-30 19:00:00.000,-121.19668358851725,53.64647111188972,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777725,true,1989-08-25 19:00:00.000,-121.20764886518502,53.63764605218571,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777726,true,1989-09-22 19:00:00.000,-121.20320554619937,53.599822268497,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777727,true,1989-10-27 19:00:00.000,-121.3650694795062,53.67406013017993,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777728,true,1989-11-22 20:00:00.000,-121.34023422265031,53.612589341062744,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777729,true,1989-12-28 20:00:00.000,-121.27923761152695,53.588354417507645,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777730,true,1990-02-13 20:00:00.000,-121.21208530540021,53.56849088785517,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777731,true,1990-03-05 20:00:00.000,-121.18027566167054,53.57070806616522,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777732,true,1990-04-12 19:00:00.000,-121.1880527213724,53.56543221358203,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777733,true,1990-05-15 19:00:00.000,-121.24495750719085,53.649885578515885,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777734,true,1990-06-08 19:00:00.000,-121.18470323220693,53.64359307689167,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777735,true,1990-07-19 19:00:00.000,-121.10766181811427,53.67476338750138,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777736,true,1990-08-28 19:00:00.000,-121.24516131436933,53.60853583240085,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777737,true,1990-09-13 19:00:00.000,-121.1865146804611,53.601368388211434,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777738,true,1990-12-12 20:00:00.000,-121.19528667061967,53.643753125024425,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777739,true,1991-02-21 20:00:00.000,-121.18927747212113,53.64276338714882,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777740,true,1991-03-27 20:00:00.000,-121.18067025463297,53.63184509277656,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777741,true,1991-04-22 19:00:00.000,-121.19037725843411,53.68772879543004,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777742,true,1991-05-29 19:00:00.000,-121.19966936684254,53.64741503534854,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777743,true,1991-07-08 19:00:00.000,-121.17160135767739,53.63170687945633,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777744,true,1991-08-21 19:00:00.000,-121.24531032975955,53.60494211574781,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777745,true,1991-09-24 19:00:00.000,-121.19253177921965,53.63741870452849,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777746,true,1991-10-25 19:00:00.000,-121.31602384111812,53.613150026302556,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777747,true,1991-12-16 20:00:00.000,-121.3513810611423,53.67567034343544,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777748,true,1992-03-03 20:00:00.000,-121.20853504046809,53.58102355092978,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.609","HR_151.609","Mountain caribou in British Columbia"
2282777749,true,1988-03-15 20:00:00.000,-121.20564594686701,53.399382819334356,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777750,true,1988-03-30 20:00:00.000,-121.23484046454752,53.38453496852727,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777751,true,1988-06-14 19:00:00.000,-121.25483327670567,53.52057726206292,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777752,true,1988-07-07 19:00:00.000,-121.20647766388727,53.52255845809128,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777753,true,1988-07-19 19:00:00.000,-121.33834128731462,53.58379622509022,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777754,true,1988-08-22 19:00:00.000,-121.24258291668751,53.452074352167564,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777755,true,1988-09-13 19:00:00.000,-120.9436043489045,53.3744778894013,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777756,true,1988-10-04 19:00:00.000,-120.95300508503958,53.3665480536865,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777757,true,1988-10-18 19:00:00.000,-121.42030826143136,53.492313730249776,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777758,true,1988-11-26 20:00:00.000,-121.41702617650728,53.459008384629236,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777759,true,1988-12-06 20:00:00.000,-121.41304313374887,53.485025717067344,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777760,true,1989-01-07 20:00:00.000,-121.42857266695312,53.47264538939548,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777761,true,1989-02-06 20:00:00.000,-121.39985719699564,53.474961174269346,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777762,true,1989-03-02 20:00:00.000,-121.26537586714862,53.41015468624082,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777763,true,1989-04-10 19:00:00.000,-121.33237580849035,53.42819010978899,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777764,true,1989-05-04 19:00:00.000,-121.07654165582153,53.460304048350785,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777765,true,1989-05-31 19:00:00.000,-121.19187578094892,53.54661128503788,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777766,true,1989-06-24 19:00:00.000,-121.35715410785981,53.68294129108106,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777767,true,1989-07-30 19:00:00.000,-121.3864597563541,53.66895660515606,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777768,true,1989-08-25 19:00:00.000,-121.40442649334157,53.63413842242739,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777769,true,1989-09-22 19:00:00.000,-121.3883193562406,53.461321463538376,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777770,true,1989-10-27 19:00:00.000,-121.28389384751631,53.62258217840675,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777771,true,1989-11-22 20:00:00.000,-121.39560594803282,53.667281620049295,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777772,true,1989-12-28 20:00:00.000,-121.27923761152695,53.588354417507645,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777773,true,1990-02-13 20:00:00.000,-121.21208530540021,53.56849088785517,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777774,true,1990-03-05 20:00:00.000,-121.18027566167054,53.57070806616522,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777775,true,1990-04-12 19:00:00.000,-121.1880527213724,53.56543221358203,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777776,true,1990-06-08 19:00:00.000,-121.4036121489516,53.65570233329141,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777777,true,1990-07-19 19:00:00.000,-121.35651525382086,53.66045874398001,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777778,true,1990-08-28 19:00:00.000,-121.42811354639909,53.64793604871983,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777779,true,1990-09-13 19:00:00.000,-121.291245304565,53.59032448951822,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777780,true,1990-11-01 20:00:00.000,-121.25543999875639,53.61587793414631,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777781,true,1990-12-12 20:00:00.000,-121.25724705656943,53.60871248236332,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.620","HR_151.620","Mountain caribou in British Columbia"
2282777782,true,1988-03-16 20:00:00.000,-121.43698610137008,53.57164153177231,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777783,true,1988-03-30 20:00:00.000,-121.32746817835543,53.553079725841485,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777784,true,1988-07-19 19:00:00.000,-120.76148461562623,53.37839296940373,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777785,true,1988-09-13 19:00:00.000,-120.77935657471913,53.32388281037669,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777786,true,1988-10-04 19:00:00.000,-120.77549940926643,53.253681734661335,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777787,true,1988-10-18 19:00:00.000,-120.9618867508426,53.33793040346806,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777788,true,1988-11-26 20:00:00.000,-121.38373432939706,53.46305747127107,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777789,true,1988-12-06 20:00:00.000,-121.33329381665298,53.673622033942856,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777790,true,1989-01-07 20:00:00.000,-121.2738200798027,53.57299378588707,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777791,true,1989-02-06 20:00:00.000,-121.32193074667109,53.5404165203169,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777792,true,1989-08-25 19:00:00.000,-120.84018053766371,53.27914680100821,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777793,true,1989-09-22 19:00:00.000,-120.9397619556858,53.235955982832415,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.629","HR_151.629","Mountain caribou in British Columbia"
2282777794,true,1990-04-12 19:00:00.000,-121.43011788060691,53.95988867802967,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777795,true,1990-05-15 19:00:00.000,-120.98727547252798,54.07104807830407,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777796,true,1990-11-01 20:00:00.000,-121.56616287205115,53.99305040567075,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777797,true,1990-12-12 20:00:00.000,-121.56616287205115,53.99305040567075,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777798,true,1991-01-29 20:00:00.000,-121.50475238763747,54.003987518807136,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777799,true,1991-02-21 20:00:00.000,-121.55122251704478,54.02792749427288,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777800,true,1991-03-27 20:00:00.000,-121.51114179860564,53.995976871789395,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777801,true,1991-04-22 19:00:00.000,-121.50186336914402,53.999457110483604,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.635","HR_151.635","Mountain caribou in British Columbia"
2282777802,true,1988-03-05 20:00:00.000,-121.39594895053158,53.458727226015,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777803,true,1988-05-14 19:00:00.000,-121.2259642198257,53.52554622286998,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777804,true,1988-06-14 19:00:00.000,-121.1891619866595,53.64545857562515,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777805,true,1988-07-07 19:00:00.000,-121.2645415585053,53.541395222626285,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777806,true,1988-07-19 19:00:00.000,-121.30602213021598,53.56086859933452,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777807,true,1988-08-22 19:00:00.000,-121.19402840189115,53.602381033293945,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777808,true,1988-09-13 19:00:00.000,-121.26537586714862,53.41015468624082,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777809,true,1988-10-04 19:00:00.000,-121.12788125996782,53.457523680161614,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777810,true,1988-10-18 19:00:00.000,-121.42030826143136,53.492313730249776,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777811,true,1988-11-26 20:00:00.000,-121.44102973600049,53.54382666513649,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777812,true,1988-12-06 20:00:00.000,-121.25393989880375,53.35874470794216,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777813,true,1989-01-07 20:00:00.000,-121.43046990114098,53.54368851730114,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777814,true,1989-02-06 20:00:00.000,-121.25170710554382,53.523228537851736,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777815,true,1989-03-02 20:00:00.000,-121.19710751768423,53.565569065920535,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777816,true,1989-04-10 19:00:00.000,-121.21778416817519,53.54070736588597,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777817,true,1989-05-04 19:00:00.000,-121.25795905551544,53.517925900272985,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777818,true,1989-07-30 19:00:00.000,-121.2984708739622,53.598518212066715,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777819,true,1989-09-22 19:00:00.000,-121.3883193562406,53.461321463538376,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777820,true,1989-10-27 19:00:00.000,-121.31116369523724,53.393730250792395,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777821,true,1989-11-22 20:00:00.000,-121.32743931315358,53.438908928236536,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777822,true,1989-12-28 20:00:00.000,-121.40330790275655,53.463320685472326,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777823,true,1990-02-13 20:00:00.000,-121.28255129583908,53.43197889205624,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777824,true,1990-03-05 20:00:00.000,-121.2875704222882,53.419465046086394,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777825,true,1990-04-12 19:00:00.000,-121.04723919760796,53.40948300445397,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777826,true,1990-05-15 19:00:00.000,-121.21684232865661,53.52720847879484,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777827,true,1990-06-08 19:00:00.000,-121.39393632857836,53.591747254225325,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777828,true,1990-07-19 19:00:00.000,-121.31878406349702,53.58172500954959,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777829,true,1990-08-28 19:00:00.000,-121.28804349197516,53.594773568226266,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777830,true,1990-09-13 19:00:00.000,-121.291245304565,53.59032448951822,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777831,true,1990-11-01 20:00:00.000,-121.55310319622198,53.57669831744757,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777832,true,1990-12-12 20:00:00.000,-121.30501597966963,53.54826870095643,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777833,true,1991-02-21 20:00:00.000,-121.19048231495486,53.5438932283327,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777834,true,1991-03-27 20:00:00.000,-121.23657804998642,53.487945670031834,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777835,true,1991-04-22 19:00:00.000,-121.16829448020074,53.42848295667144,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777836,true,1991-05-29 19:00:00.000,-121.45155622421615,53.58621427696587,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777837,true,1991-07-08 19:00:00.000,-121.37426905037334,53.59238055794564,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777838,true,1991-08-21 19:00:00.000,-121.30267783426868,53.606668685091776,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777839,true,1991-09-24 19:00:00.000,-121.19840573347624,53.53502297109126,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777840,true,1991-12-16 20:00:00.000,-121.38914292679067,53.67798220106748,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777841,true,1992-03-03 20:00:00.000,-121.23709316078319,53.54818552441237,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.641","HR_151.641","Mountain caribou in British Columbia"
2282777842,true,1988-03-16 20:00:00.000,-121.36598498268958,53.532935995101944,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777843,true,1988-03-30 20:00:00.000,-121.32746817835543,53.553079725841485,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777844,true,1988-06-14 19:00:00.000,-121.1845874515971,53.646288258175204,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777845,true,1988-07-07 19:00:00.000,-121.16055200343943,53.64232535888688,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777846,true,1988-07-19 19:00:00.000,-121.43892591705308,53.559980446944586,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777847,true,1988-08-22 19:00:00.000,-121.17629025623556,53.59312208111863,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777848,true,1988-09-13 19:00:00.000,-121.2649802228656,53.49375538336886,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777849,true,1988-10-04 19:00:00.000,-121.15397744746386,53.446242716199244,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777850,true,1988-10-18 19:00:00.000,-121.14858313508886,53.4317750174663,,"Hart Ranges","Summer","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777851,true,1988-11-26 20:00:00.000,-121.33063440316172,53.39580211362902,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777852,true,1989-01-07 20:00:00.000,-121.21125471641413,53.30147430980936,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
2282777853,true,1989-03-02 20:00:00.000,-121.2022455081834,53.337299672011724,,"Hart Ranges","Winter","radio-transmitter","Rangifer tarandus","151.649","HR_151.649","Mountain caribou in British Columbia"
