casualty_group,killed,injured,total_casualties
5224,0,0,0
5225,0,0,0
5226,0,0,0
5227,0,0,0
5228,0,0,0
5229,0,0,0
5230,3,5,8
5231,0,0,0
5232,3,45,48
5233,1,10,11
5234,0,0,0
5235,0,0,0
5236,0,0,0
5237,0,0,0
5238,0,4,4
5239,0,0,0
5240,0,0,0
5241,0,0,0
5242,0,0,0
5243,0,0,0
5244,0,0,0
5245,0,0,0
5246,0,0,0
5247,0,0,0
5248,0,0,0
5249,0,0,0
5250,0,0,0
5251,0,0,0
5252,0,0,0
5253,0,NA,NA
5254,1,NA,1
5255,0,0,0
5256,0,0,0
5257,0,0,0
5258,0,0,0
5259,0,0,0
5260,0,0,0
5261,0,0,0
5262,0,0,0
5263,0,0,0
5264,0,0,0
5265,0,0,0
5266,0,0,0
5267,0,0,0
5268,0,0,0
5269,0,0,0
5270,0,0,0
5271,0,0,0
5272,0,0,0
5273,0,0,0
5274,0,0,0
5275,0,0,0
5276,0,0,0
5277,0,0,0
5278,0,0,0
5279,0,0,0
5280,0,0,0
5281,3,NA,3
5282,3,2,5
5283,0,0,0
5284,0,0,0
5285,0,0,0
5286,0,0,0
5287,0,0,0
5288,0,0,0
5289,NA,NA,NA
5290,0,0,0
5291,0,0,0
5292,0,0,0
5293,NA,NA,38
5294,0,0,0
5295,NA,NA,NA
5296,3,2,5
5297,0,0,0
5298,0,0,0
5299,0,0,0
5300,0,0,0
5301,0,0,0
5302,0,5,5
5303,12,35,47
5304,10,60,70
5305,0,12,12
5306,0,0,0
5307,0,0,0
5308,0,0,0
5309,0,0,0
5310,0,4,4
5311,0,0,0
5312,2,24,26
5313,2,19,21
5314,0,0,0
5315,0,0,0
5316,0,0,0
5317,0,0,0
5318,0,0,0
5319,0,0,0
5320,0,5,5
5321,0,0,0
5322,0,0,0
5323,1,4,5
5324,0,0,0
5325,0,1,1
5326,0,6,6
5327,1,10,11
5328,0,4,4
5329,0,0,0
5330,0,0,0
5331,0,0,0
5332,0,0,0
5333,0,0,0
5334,0,0,0
5335,0,0,0
5336,0,2,2
5337,0,0,NA
5338,0,0,0
5339,NA,NA,NA
5340,NA,NA,NA
5341,NA,NA,NA
5342,NA,NA,NA
5343,NA,NA,NA
5344,NA,NA,NA
5345,0,0,0
5346,1,0,1
5347,0,0,0
5348,0,0,0
5349,1,1,2
5350,0,4,4
5351,NA,NA,NA
5352,NA,NA,NA
5353,NA,NA,NA
5354,NA,NA,NA
5355,0,0,0
5356,NA,NA,5
5357,0,0,0
5358,NA,NA,12
5359,0,0,0
5360,0,1,1
5361,0,0,0
5362,0,0,0
5363,0,0,0
5364,0,0,0
5365,NA,11,NA
5366,1,5,6
5367,0,0,0
5368,0,6,6
5369,0,0,0
5370,0,0,0
5371,0,0,0
5372,NA,NA,2
5373,0,0,0
5374,2,0,2
5375,5,0,5
5376,1,0,1
5377,0,0,0
5378,0,1,1
5379,0,NA,NA
5380,0,0,0
5381,0,0,0
5382,0,0,0
5383,10,42,52
5384,0,3,3
5385,0,0,0
5386,17,24,41
5387,NA,NA,6
5388,0,0,0
5389,0,1,1
5390,0,0,0
5391,0,0,0
5392,0,0,0
5393,NA,NA,NA
5394,NA,NA,10
5395,NA,NA,NA
5396,0,0,0
5397,NA,NA,10
5398,0,0,0
5399,0,0,0
5400,0,0,0
5401,0,0,0
5402,0,0,0
5403,0,0,0
5404,0,0,0
5405,0,0,0
5406,0,0,0
5407,NA,NA,NA
5408,0,0,0
5409,0,3,3
5410,0,0,0
5411,0,0,0
5412,0,0,0
5413,0,0,0
5414,0,0,0
5415,NA,NA,5
5416,0,0,0
5417,7,56,63
5418,0,0,0
5419,0,0,0
5420,0,0,0
5421,2,2,4
5422,0,0,0
5423,0,0,0
5424,0,0,0
5425,0,0,0
5426,0,0,0
5427,0,0,0
5428,0,1,1
5429,0,0,0
5430,0,0,0
5431,NA,NA,NA
5432,0,0,0
5433,0,1,1
5434,NA,NA,4
5435,0,0,0
5436,NA,NA,2
5437,0,0,0
5438,0,0,0
5439,0,0,0
5440,NA,NA,3
5441,0,0,0
5442,2,5,7
5443,0,0,0
5444,0,0,0
5445,0,0,0
5446,0,0,0
5447,0,0,0
5448,0,0,0
5449,0,0,0
5450,0,0,0
5451,0,0,0
5452,0,0,0
5453,0,0,0
5454,0,0,0
5455,0,0,0
5456,0,0,0
5457,0,0,0
5458,0,0,0
5459,2,3,5
5460,0,1,1
5461,1,3,4
5462,0,0,0
5463,0,1,1
5464,0,0,0
5465,0,0,0
5466,0,0,0
5467,0,0,0
5468,0,0,0
5469,0,0,0
5470,0,0,0
5471,0,6,6
5472,0,9,9
5473,0,0,0
5474,0,3,3
5475,2,4,6
5476,0,0,0
5477,0,8,8
5478,0,0,0
5479,NA,NA,NA
5480,NA,NA,NA
5481,NA,NA,6
5482,NA,NA,1
5483,0,0,0
5484,0,0,0
5485,0,0,0
5486,0,0,0
5487,0,0,0
5488,0,0,0
5489,NA,NA,NA
5490,0,0,0
5491,NA,NA,NA
5492,0,0,0
5493,0,0,0
5494,0,0,0
5495,0,0,0
5496,1,16,17
5497,4,5,9
5498,0,0,0
5499,0,0,0
5500,0,2,2
5501,1,8,9
5502,0,0,0
5503,0,0,0
5504,0,0,0
5505,0,2,2
5506,NA,NA,4
5507,0,0,0
5508,1,6,7
5509,0,0,0
5510,0,0,0
5511,0,0,0
5512,0,0,0
5513,0,0,0
5514,0,0,0
5515,NA,NA,8
5516,0,0,0
5517,0,3,3
5518,0,0,0
5519,0,0,0
5520,0,0,0
5521,0,0,0
5522,0,8,8
5523,0,3,3
5524,0,0,0
5525,0,1,1
5526,0,0,0
5527,0,0,0
5528,0,0,0
5529,0,0,0
5530,1,2,3
5531,0,0,0
5532,0,0,0
5533,0,0,0
5534,0,0,0
5535,0,0,0
5536,NA,NA,NA
5537,NA,NA,NA
5538,0,0,0
5539,0,0,0
5540,0,4,4
5541,0,0,0
5542,2,15,17
5543,NA,NA,NA
5544,NA,NA,31
5545,0,0,0
5546,0,0,0
5547,9,33,42
5548,0,0,0
5549,0,0,0
5550,2,12,14
5551,0,0,0
5552,0,0,0
5553,0,0,0
5554,0,0,0
5555,0,0,0
5556,0,0,0
5557,0,0,0
5558,0,0,0
5559,0,0,0
5560,0,0,0
5561,0,0,0
5562,0,0,0
5563,0,1,1
5564,0,0,0
5565,0,0,0
5566,0,0,0
5567,0,0,0
5568,0,0,0
5569,0,0,0
5570,0,0,0
5571,0,0,0
5572,0,0,0
5573,0,0,0
5574,0,0,0
5575,0,0,0
5576,0,0,0
5577,0,0,0
5578,0,0,0
5579,0,0,0
5580,1,2,3
5581,0,0,0
5582,0,0,0
5583,0,0,0
5584,0,0,0
5585,0,0,0
5586,0,0,0
5587,0,0,0
5588,NA,NA,10
5589,0,0,0
5590,0,0,0
5591,0,0,0
5592,0,0,0
5593,0,0,0
5594,0,0,0
5595,0,0,0
5596,0,0,0
5597,0,0,0
5598,0,0,0
5599,0,0,0
5600,0,0,0
5601,0,0,0
5602,0,0,0
5603,1,6,7
5604,0,0,0
5605,0,0,0
5606,0,0,0
5607,0,0,0
5608,NA,NA,1
5609,0,0,0
5610,0,0,0
5611,0,0,0
5612,0,0,0
5613,0,0,0
5614,0,0,0
5615,0,0,0
5616,0,0,0
5617,0,0,0
5618,0,0,0
5619,NA,NA,11
5620,0,0,0
5621,0,0,0
5622,0,0,0
5623,0,0,0
5624,NA,NA,NA
5625,3,6,9
5626,2,2,4
5627,0,3,3
5628,8,23,31
5629,4,1,5
5630,0,0,0
5631,0,0,0
5632,0,0,0
5633,0,0,0
5634,0,0,0
5635,0,0,0
5636,0,0,0
5637,0,0,0
5638,0,0,0
5639,NA,NA,28
5640,0,0,0
5641,0,0,0
5642,0,0,0
5643,0,0,0
5644,0,0,0
5645,0,0,0
5646,0,0,0
5647,0,0,0
5648,0,0,0
5649,0,0,0
5650,0,0,0
5651,0,0,0
5652,0,0,0
5653,0,0,0
5654,0,0,0
5655,0,0,0
5656,0,0,0
5657,0,0,0
5658,0,0,0
5659,0,0,0
5660,0,0,0
5661,0,0,0
5662,0,0,0
5663,0,0,0
5664,0,0,0
5665,0,0,0
5666,0,0,0
5667,2,3,4
5668,0,0,0
5669,0,0,0
5670,0,0,0
5671,0,0,0
5672,0,0,0
5673,NA,NA,NA
5674,1,8,9
5675,0,0,0
5676,0,0,0
5677,0,0,0
5678,0,NA,NA
5679,5,NA,5
5680,1,0,1
5681,0,0,0
5682,3,22,25
5683,NA,NA,NA
5684,0,0,0
5685,0,0,0
5686,0,0,0
5687,0,0,0
5688,0,0,0
5689,0,0,0
5690,0,0,0
5691,0,0,0
5692,0,0,0
5693,0,0,0
5694,0,0,0
5695,0,0,0
5696,0,0,0
5697,0,0,0
5698,0,0,0
5699,0,0,0
5700,0,0,0
5701,NA,NA,20
5702,0,4,4
5703,0,0,0
5704,0,0,0
5705,0,0,0
5706,0,0,0
5707,1,8,9
5708,0,0,0
5709,0,0,0
5710,0,0,0
5711,0,0,0
5712,0,0,0
5713,0,0,0
5714,0,0,0
5715,0,0,0
5716,NA,NA,1
5717,0,6,6
5718,0,0,0
5719,0,0,0
5720,0,0,0
5721,0,0,0
5722,0,5,5
5723,0,0,0
5724,0,0,2
5725,NA,NA,0
5726,0,0,0
5727,0,0,0
5728,0,0,0
5729,3,3,6
5730,0,0,0
5731,0,0,0
5732,0,0,0
5733,0,0,0
5734,0,0,0
5735,0,0,0
5736,2,5,7
5737,NA,NA,NA
5738,1,1,2
5739,0,0,0
5740,0,0,0
5741,0,0,0
5742,0,0,0
5743,1,1,2
5744,0,0,0
5745,0,0,0
5746,0,0,0
5747,0,0,0
5748,0,0,0
5749,NA,NA,NA
5750,NA,NA,3
5751,0,0,0
5752,NA,NA,12
5753,0,0,0
5754,NA,NA,10
5755,0,0,0
5756,0,0,0
5757,0,0,0
5758,0,0,0
5759,0,0,0
5760,0,0,0
5761,2,0,2
5762,0,0,0
5763,0,0,0
5764,0,0,0
5765,0,0,0
5766,0,1,1
5767,0,0,0
5768,0,0,0
5769,0,0,0
5770,0,0,0
5771,0,0,0
5772,0,0,0
5773,0,0,0
5774,5,27,32
5775,0,0,0
5776,0,0,0
5777,0,0,0
5778,1,1,2
5779,0,0,0
5780,0,0,0
5781,0,2,2
5782,0,0,0
5783,0,0,0
5784,3,0,3
5785,0,0,0
5786,0,0,0
5787,0,0,0
5788,0,0,0
5789,0,0,0
5790,0,0,0
5791,0,0,0
5792,0,0,0
5793,0,0,0
5794,0,0,0
5795,0,0,0
5796,0,0,0
5797,0,0,0
5798,0,0,0
5799,0,0,0
5800,0,0,0
5801,0,0,0
5802,NA,NA,NA
5803,1,6,7
5804,NA,NA,NA
5805,0,0,0
5806,NA,NA,NA
5807,NA,NA,NA
5808,NA,NA,NA
5809,0,0,0
5810,0,0,0
5811,9,21,30
5812,0,0,0
5813,0,0,0
5814,0,1,1
5815,0,11,11
5816,0,0,0
5817,0,1,1
5818,0,0,0
5819,0,0,0
5820,0,0,0
5821,0,0,0
5822,0,0,0
5823,0,0,0
5824,0,0,0
5825,0,0,0
5826,0,0,0
5827,0,0,0
5828,0,0,0
5829,0,0,0
5830,0,1,1
5831,0,0,0
5832,0,0,0
5833,0,0,0
5834,0,0,0
5835,0,0,0
5836,0,0,0
5837,0,0,0
5838,0,2,2
5839,0,0,0
5840,0,0,0
5841,0,0,0
5842,4,5,9
5843,0,0,0
5844,3,18,21
5845,7,2,9
5846,NA,20,43
5847,0,0,0
5848,0,0,0
5849,NA,NA,NA
5850,0,0,0
5851,NA,NA,NA
5852,NA,NA,NA
5853,0,0,0
5854,0,0,0
5855,0,0,0
5856,0,0,0
5857,0,0,0
5858,0,0,0
5859,0,0,0
5860,0,0,0
5861,0,0,0
5862,0,0,0
5863,0,0,0
5864,5,27,0
5865,0,0,0
5866,0,0,0
5867,0,0,0
5868,0,0,0
5869,0,0,0
5870,0,0,0
5871,0,0,0
5872,0,0,0
5873,NA,NA,6
5874,0,0,0
5875,0,0,0
5876,0,0,0
5877,0,0,0
5878,0,0,0
5879,0,0,0
5880,0,0,0
5881,0,0,0
5882,0,0,0
5883,0,1,1
5884,0,0,0
5885,0,0,0
5886,0,0,0
5887,0,0,0
5888,0,0,0
5889,0,0,0
5890,0,0,0
5891,0,0,0
5892,0,0,0
5893,0,0,0
5894,0,0,0
5895,0,0,0
5896,0,0,0
5897,0,7,7
5898,NA,NA,NA
5899,20,NA,20
5900,0,0,0
5901,11,40,51
5902,0,0,0
5903,0,0,0
5904,0,0,0
5905,15,35,50
5906,0,0,0
5907,0,0,0
5908,0,0,0
5909,0,0,0
5910,0,0,0
5911,1,6,7
5912,2,6,8
5913,1,NA,1
5914,NA,NA,NA
5915,6,38,44
5916,4,0,4
5917,0,0,0
5918,0,1,1
5919,0,0,0
5920,0,0,0
5921,0,0,0
5922,0,0,0
5923,0,0,0
5924,0,0,0
5925,0,0,0
5926,0,0,0
5927,0,0,0
5928,0,0,0
5929,0,0,0
5930,0,0,0
5931,0,0,0
5932,0,0,0
5933,0,0,0
5934,0,0,0
5935,0,0,0
5936,0,0,0
5937,NA,NA,NA
5938,3,4,7
5939,0,0,0
5940,0,0,0
5941,0,0,0
5942,0,0,0
5943,0,0,0
5944,NA,NA,NA
5945,0,0,0
5946,0,0,0
5947,0,0,0
5948,0,0,0
5949,0,0,0
5950,NA,NA,8
5951,9,23,32
5952,4,17,21
5953,0,0,0
5954,0,1,1
5955,NA,NA,1
5956,0,1,1
5957,0,0,0
5958,2,3,5
5959,NA,NA,1
5960,0,0,0
5961,NA,NA,NA
5962,0,0,0
5963,0,1,1
5964,0,0,0
5965,1,4,5
5966,0,0,0
5967,0,0,0
5968,0,0,0
5969,0,0,0
5970,0,0,0
5971,0,0,0
5972,0,4,4
5973,0,2,2
5974,0,0,0
5975,0,0,0
5976,0,0,0
5977,0,0,0
5978,0,0,0
5979,0,0,0
5980,6,NA,6
5981,1,1,2
5982,0,0,0
5983,1,1,2
5984,NA,NA,NA
5985,0,0,0
5986,3,9,12
5987,0,0,0
5988,0,0,0
5989,0,0,0
5990,0,0,0
5991,0,1,1
5992,0,0,0
5993,0,0,0
5994,0,0,0
5995,0,0,0
5996,1,15,16
5997,0,0,0
5998,0,0,0
5999,0,0,0
6000,0,0,0
6001,0,0,0
6002,0,0,0
6003,0,0,0
6004,0,0,0
6005,NA,NA,5
6006,NA,NA,NA
6007,NA,NA,20
6008,0,NA,NA
6009,NA,NA,NA
6010,0,0,0
6011,NA,NA,50
6012,0,0,0
6013,0,0,0
6014,0,0,0
6015,0,0,0
6016,1,6,7
6017,0,0,0
6018,0,20,20
6019,0,0,0
6020,0,0,0
6021,2,3,5
6022,1,1,2
6023,NA,NA,2
6024,0,0,0
6025,2,6,8
6026,0,0,0
6027,0,0,0
6028,0,0,0
6029,0,0,0
6030,0,0,0
6031,0,0,0
6032,0,0,0
6033,0,0,0
6034,0,0,0
6035,0,0,0
6036,0,0,0
6037,0,0,0
6038,0,0,0
6039,0,0,0
6040,0,0,0
6041,0,0,0
6042,NA,NA,2
6043,7,14,21
6044,1,0,1
6045,2,0,2
6046,0,0,0
6047,0,0,0
6048,0,0,0
6049,0,0,0
6050,0,0,0
6051,0,0,0
6052,0,0,1
6053,0,0,0
6054,0,0,0
6055,0,0,0
6056,0,0,0
6057,79,131,210
6058,0,0,0
6059,0,0,0
6060,0,0,0
6061,0,0,0
6062,0,0,0
6063,0,0,0
6064,0,0,0
6065,0,1,1
6066,0,0,0
6067,NA,NA,NA
6068,0,0,0
6069,0,0,0
6070,6,12,18
6071,0,0,0
6072,0,0,0
6073,0,0,0
6074,0,0,0
6075,0,0,0
6076,0,0,0
6077,NA,NA,4
6078,0,0,0
6079,0,0,0
6080,0,0,0
6081,0,0,0
6082,2,10,12
6083,0,0,0
6084,0,0,0
6085,0,0,0
6086,0,0,0
6087,1,2,3
6088,0,0,0
6089,0,0,0
6090,0,0,0
6091,0,0,0
6092,0,0,0
6093,NA,NA,5
6094,0,0,0
6095,0,0,0
6096,0,0,0
6097,0,0,0
6098,0,0,0
6099,0,0,0
6100,0,0,0
6101,0,0,0
6102,0,0,0
6103,0,0,0
6104,0,0,0
6105,0,0,0
6106,0,0,0
6107,0,0,0
6108,0,0,0
6109,6,0,6
6110,0,0,0
6111,0,0,0
6112,0,0,0
6113,0,0,0
6114,0,0,0
6115,0,0,0
6116,0,0,0
6117,0,0,0
6118,0,0,0
6119,0,0,0
6120,0,0,0
6121,0,0,0
6122,0,0,0
6123,0,0,0
6124,0,0,0
6125,0,1,1
6126,0,NA,NA
6127,1,4,5
6128,NA,NA,2
6129,0,2,2
6130,0,1,1
6131,0,0,0
6132,0,0,0
6133,0,0,0
6134,5,30,35
6135,0,0,0
6136,0,0,0
6137,0,2,2
6138,2,27,29
6139,0,0,0
6140,0,1,1
6141,0,0,0
6142,0,0,0
6143,0,1,1
6144,0,4,4
6145,4,9,13
6146,0,0,0
6147,74,117,191
6148,0,0,0
6149,0,0,0
6150,0,0,0
6151,0,0,0
6152,0,0,0
6153,0,0,0
6154,0,0,0
6155,0,0,0
6156,0,0,0
6157,0,0,0
6158,0,0,0
6159,0,0,0
6160,0,0,0
6161,3,5,8
6162,0,0,0
6163,0,1,1
6164,3,5,8
6165,5,2,7
6166,0,0,0
6167,0,2,2
6168,0,1,1
6169,0,0,0
6170,0,0,0
6171,0,0,0
6172,0,0,0
6173,1,4,5
6174,0,0,0
6175,0,30,30
6176,0,0,0
6177,0,0,0
6178,0,0,0
6179,0,0,0
6180,0,0,0
6181,0,3,3
6182,0,3,3
6183,0,0,0
6184,0,0,0
6185,0,0,0
6186,0,0,0
6187,0,0,0
6188,1,4,5
6189,0,0,0
6190,3,10,13
6191,0,3,3
6192,1,10,11
6193,0,4,4
6194,0,11,11
6195,0,0,0
6196,0,0,0
6197,3,5,8
6198,3,0,3
6199,0,0,0
6200,3,0,3
6201,0,0,0
6202,0,0,0
6203,0,0,0
6204,0,0,0
6205,0,0,0
6206,0,0,0
6207,0,0,0
6208,0,0,0
6209,0,0,0
6210,0,0,0
6211,0,2,2
6212,0,1,1
6213,0,2,2
6214,64,167,231
6215,0,1,1
6216,0,0,0
6217,0,0,0
6218,1,1,2
6219,0,0,0
6220,0,0,0
6221,1,2,3
6222,NA,NA,2
6223,0,1,1
6224,0,0,0
6225,0,0,0
6226,0,0,0
6227,0,0,0
6228,0,0,0
6229,2,2,11
6230,NA,NA,1
6231,1,0,0
6232,0,0,0
6233,0,0,0
6234,0,0,0
6235,3,26,29
6236,0,0,0
6237,0,0,0
6238,0,0,0
6239,0,0,0
6240,0,0,0
6241,0,0,0
6242,0,0,0
6243,0,6,6
6244,NA,NA,NA
6245,0,0,0
6246,NA,NA,NA
6247,0,0,0
6248,0,0,0
6249,NA,NA,10
6250,NA,NA,NA
6251,2,NA,2
6252,0,0,0
6253,0,0,0
6254,0,0,0
6255,NA,NA,10
6256,NA,NA,NA
6257,0,0,0
6258,0,0,0
6259,0,0,0
6260,0,0,0
6261,0,0,0
6262,0,0,0
6263,0,0,0
6264,0,0,0
6265,0,0,0
6266,1,2,3
6267,0,0,0
6268,0,0,0
6269,0,0,0
6270,0,0,0
6271,0,0,0
6272,0,0,0
6273,0,0,0
6274,0,0,0
6275,0,0,0
6276,0,0,0
6277,0,0,0
6278,0,0,0
6279,0,0,0
6280,1,2,3
6281,3,2,5
6282,0,0,0
6283,2,3,5
6284,0,0,0
6285,0,2,2
6286,0,0,0
6287,0,0,0
6288,0,0,0
6289,0,0,0
6290,0,0,0
6291,0,0,0
6292,0,0,0
6293,47,130,177
6294,1,16,17
6295,0,2,2
6296,0,0,0
6297,0,0,0
6298,0,0,0
6299,0,0,0
6300,0,0,0
6301,0,0,0
6302,4,37,43
6303,0,0,0
6304,0,0,0
6305,30,81,111
6306,0,0,0
6307,0,0,0
6308,0,0,0
6309,0,0,0
6310,0,0,0
6311,0,0,0
6312,0,0,0
6313,0,0,0
6314,0,0,0
6315,0,0,0
6316,20,185,205
6317,20,185,205
6318,20,185,205
6319,20,185,205
6320,20,185,205
6321,20,185,205
6322,20,185,205
6323,20,185,205
6324,20,185,205
6325,20,185,205
6326,20,185,205
6327,20,185,205
6328,20,185,205
6329,20,185,205
6330,0,0,0
6331,0,1,1
6332,0,1,1
6333,0,0,0
6334,0,0,0
6335,0,0,0
6336,0,0,0
6337,0,0,0
6338,NA,NA,3
6339,0,0,0
6340,0,3,3
6341,0,0,0
6342,0,0,0
6343,21,35,56
6344,0,0,0
6345,1,12,13
6346,0,6,6
6347,0,0,0
6348,8,1,13
6349,0,0,0
6350,2,3,5
6351,200,NA,200
6352,163,243,406
6353,2,12,14
6354,0,7,7
6355,0,0,2
6356,2,0,2
6357,3,0,3
6358,0,0,0
6359,0,0,0
6360,0,10,10
6361,NA,NA,1
6362,1,1,2
6363,1,2,3
6364,0,0,0
6365,0,0,0
6366,0,0,0
6367,0,2,2
6368,2,24,26
6369,0,0,0
6370,11,33,44
6371,0,0,0
6372,0,0,0
6373,0,0,0
6374,NA,NA,9
6375,0,1,1
6376,0,0,0
6377,0,0,0
6378,0,0,0
6379,0,4,4
6380,0,0,0
6381,0,17,17
6382,0,0,0
6383,0,0,0
6384,0,4,4
6385,0,1,1
6386,1,12,13
6387,0,0,0
6388,NA,NA,NA
6389,0,0,0
6390,0,0,0
6391,0,0,0
6392,0,0,0
6393,0,0,0
6394,NA,NA,4
6395,0,0,0
6396,0,0,0
6397,0,0,0
6398,0,0,0
6399,0,0,0
6400,0,0,0
6401,0,0,0
6402,0,0,0
6403,0,0,0
6404,0,0,0
6405,0,0,0
6406,0,0,0
6407,0,0,0
6408,0,0,0
6409,0,0,0
6410,1,0,1
6411,0,0,0
6412,0,0,0
6413,2,0,2
6414,0,0,0
6415,0,1,1
6416,0,0,0
6417,0,0,0
6418,0,0,0
6419,0,0,0
6420,0,0,0
6421,0,0,0
6422,0,0,0
6423,0,0,0
6424,0,0,0
6425,0,0,0
6426,0,0,0
6427,0,0,0
6428,0,2,2
6429,170,650,820
6430,0,0,0
6431,0,0,0
6432,0,10,10
6433,0,0,0
6434,0,0,0
6435,0,0,0
6436,0,0,0
6437,0,0,0
6438,0,0,0
6439,0,0,0
6440,0,0,0
6441,0,0,0
6442,0,0,0
6443,0,0,0
6444,0,0,0
6445,9,92,101
6446,2,1,3
6447,0,0,0
6448,0,0,0
6449,0,0,0
6450,0,0,0
6451,0,0,0
6452,0,0,0
6453,0,0,0
6454,0,0,0
6455,0,0,0
6456,0,0,0
6457,0,0,0
6458,0,0,0
6459,29,149,178
6460,0,0,0
6461,0,0,0
6462,29,149,178
6463,29,149,178
6464,0,0,0
6465,0,0,0
6466,NA,NA,3
6467,0,0,0
6468,0,0,0
6469,0,1,1
6470,0,0,0
6471,0,2,2
6472,0,0,0
6473,0,2,2
6474,0,0,0
6475,0,0,0
6476,0,0,0
6477,0,0,0
6478,0,0,0
6479,0,0,0
6480,0,0,0
6481,0,0,0
6482,0,0,0
6483,0,0,0
6484,0,0,0
6485,0,0,0
6486,0,0,0
6487,0,0,0
6488,0,0,0
6489,0,0,0
6490,0,0,0
6491,0,0,0
6492,0,0,0
6493,0,0,0
6494,0,0,0
6495,0,0,0
6496,NA,NA,110
6497,0,0,0
6498,0,0,0
6499,NA,NA,NA
6500,2,0,2
6501,0,0,0
6502,0,0,0
6503,NA,NA,28
6504,0,0,0
6505,0,0,0
6506,213,915,1128
6507,NA,NA,NA
6508,0,0,0
6509,0,0,0
6510,0,0,0
6511,NA,NA,100
6512,NA,NA,100
6513,NA,NA,103
6514,0,0,0
6515,0,0,0
6516,0,0,0
6517,0,0,0
6518,0,0,0
6519,0,0,0
6520,0,0,0
6521,0,0,0
6522,0,0,0
6523,0,0,0
6524,0,0,0
6525,0,0,0
6526,0,0,0
6527,0,0,0
6528,0,0,0
6529,0,0,0
6530,0,0,0
6531,1,2,3
6532,0,3,3
6533,0,0,0
6534,18,110,128
6535,0,0,0
6536,0,0,0
6537,8,7,15
6538,0,0,0
6539,1,0,1
6540,0,0,0
6541,0,0,0
6542,NA,NA,NA
6543,1,6,7
6544,0,0,0
6545,0,0,0
6546,0,6,6
6547,0,0,0
6548,0,0,0
6549,0,0,0
6550,0,0,0
6551,0,0,0
6552,0,0,0
6553,0,0,0
6554,0,0,0
6555,0,0,0
6556,0,0,0
6557,10,8,18
6558,0,0,0
6559,0,0,0
6560,0,0,0
6561,0,0,0
6562,0,0,0
6563,10,3,13
6564,NA,NA,NA
6565,0,0,0
6566,0,5,5
6567,0,5,5
6568,0,0,0
6569,NA,NA,NA
6570,0,2,2
6571,0,0,0
6572,0,0,0
6573,40,140,180
6574,0,0,0
6575,0,0,0
6576,0,0,0
6577,0,0,0
6578,0,0,0
6579,0,2,2
6580,0,7,7
6581,0,1,1
6582,0,0,0
6583,0,0,0
6584,0,2,2
6585,0,0,0
6586,0,0,0
6587,0,0,0
6588,0,2,2
6589,0,0,0
6590,0,1,1
6591,0,0,0
6592,0,0,0
6593,7,30,37
6594,6,19,25
6595,0,0,0
6596,0,0,0
6597,0,0,0
6598,1,0,1
6599,0,0,0
6600,0,0,0
6601,0,2,2
6602,0,0,0
6603,0,0,0
6604,1,9,10
6605,0,0,0
6606,NA,NA,2
6607,0,0,0
6608,0,1,1
6609,0,1,1
6610,0,0,0
6611,NA,NA,NA
6612,NA,NA,1
6613,0,0,0
6614,3,10,13
6615,0,0,0
6616,0,9,9
6617,0,1,1
6618,0,0,0
6619,0,1,1
6620,0,10,10
6621,1,0,1
6622,0,0,0
6623,0,0,0
6624,0,0,0
6625,0,0,0
6626,0,0,0
6627,0,0,0
6628,0,0,0
6629,0,0,0
6630,0,0,0
6631,0,0,0
6632,0,0,0
6633,0,0,0
6634,0,0,0
6635,0,0,0
6636,0,0,0
6637,0,0,0
6638,0,0,0
6639,0,0,0
6640,0,0,0
6641,0,0,0
6642,0,0,0
6643,0,0,0
6644,NA,NA,NA
6645,0,0,0
6646,NA,NA,NA
6647,NA,NA,NA
6648,0,0,0
6649,NA,NA,NA
6650,0,0,0
6651,2,34,36
6652,0,0,0
6653,0,0,0
6654,0,0,0
6655,0,0,0
6656,2,20,22
6657,0,0,0
6658,0,0,0
6659,0,0,0
6660,0,0,0
6661,0,0,0
6662,0,0,0
6663,0,1,1
6664,0,0,0
6665,0,0,0
6666,0,0,0
6667,0,0,0
6668,0,0,0
6669,0,4,4
6670,0,0,0
6671,0,0,0
6672,0,0,0
6673,0,0,0
6674,0,0,0
6675,0,0,0
6676,17,97,114
6677,1,2,3
6678,0,0,0
6679,0,1,1
6680,11,9,20
6681,1,2,3
6682,4,3,14
6683,0,2,2
6684,0,0,0
6685,0,0,0
6686,0,0,0
6687,0,0,0
6688,0,0,0
6689,0,0,0
6690,NA,NA,NA
6691,1,16,17
6692,NA,NA,NA
6693,0,0,0
6694,7,1,8
6695,0,1,1
6696,0,0,0
6697,0,4,4
6698,0,1,1
6699,0,0,0
6700,0,0,0
6701,0,0,0
6702,0,0,0
6703,0,0,0
6704,0,0,0
6705,0,2,2
6706,0,0,0
6707,0,0,0
6708,0,0,0
6709,0,0,0
6710,0,0,0
6711,0,3,3
6712,0,0,0
6713,0,0,0
6714,0,0,0
6715,0,0,0
6716,0,0,0
6717,0,0,0
6718,0,0,0
6719,NA,NA,5
6720,0,0,0
6721,14,4,18
6722,0,0,0
6723,0,0,0
6724,0,0,0
6725,0,2,2
6726,NA,NA,NA
6727,0,0,0
6728,0,0,0
6729,0,0,0
6730,0,0,0
6731,3,11,14
6732,0,0,0
6733,0,0,0
6734,0,0,0
6735,0,0,0
6736,0,0,0
6737,0,0,0
6738,51,148,199
6739,0,0,0
6740,0,0,0
