casualty_group,killed,injured,total_casualties
15425,0,0,0
15426,0,0,0
15427,0,0,0
15428,0,0,0
15429,0,0,0
15430,0,0,0
15431,0,0,0
15432,21,15,36
15433,0,1,1
15434,2,0,2
15435,0,0,0
15436,3,0,3
15437,0,0,0
15438,0,2,2
15439,0,0,0
15440,0,0,0
15441,0,0,0
15442,0,0,0
15443,0,0,0
15444,0,0,0
15445,0,0,0
15446,0,0,0
15447,0,0,0
15448,0,0,0
15449,0,0,0
15450,0,0,0
15451,0,0,0
15452,0,0,0
15453,0,0,0
15454,0,0,0
15455,1,21,22
15456,646,2788,3434
15457,0,0,0
15458,0,0,0
15459,0,0,0
15460,0,0,0
15461,0,0,0
15462,0,0,0
15463,4,17,21
15464,0,0,0
15465,0,0,0
15466,0,8,8
15467,0,0,0
15468,0,0,0
15469,1,0,1
15470,NA,NA,NA
15471,0,0,0
15472,0,0,0
15473,0,0,0
15474,0,0,0
15475,0,0,0
15476,0,0,0
15477,4,0,4
15478,0,0,0
15479,0,0,0
15480,2,3,5
15481,0,3,3
15482,0,0,0
15483,0,0,0
15484,0,0,0
15485,0,0,0
15486,0,0,0
15487,0,0,0
15488,0,0,0
15489,0,0,0
15490,0,0,0
15491,0,0,0
15492,0,0,0
15493,1,2,3
15494,0,0,0
15495,0,0,0
15496,20,30,40
15497,0,0,0
15498,0,0,0
15499,0,0,0
15500,0,16,16
15501,0,0,0
15502,0,0,0
15503,0,0,0
15504,0,0,0
15505,0,0,0
15506,0,0,0
15507,0,1,1
15508,0,0,0
15509,0,0,0
15510,0,0,0
15511,0,0,0
15512,0,0,0
15513,0,8,8
15514,0,0,0
15515,0,1,1
15516,0,19,19
15517,0,0,0
15518,1,3,4
15519,0,0,0
15520,0,2,2
15521,0,0,0
15522,0,0,0
15523,0,0,0
15524,0,0,0
15525,0,0,0
15526,1,2,3
15527,0,0,0
15528,0,0,0
15529,0,0,0
15530,0,0,0
15531,0,0,0
15532,0,0,0
15533,0,0,0
15534,4,1,5
15535,0,0,0
15536,0,0,0
15537,0,0,0
15538,0,0,0
15539,0,0,0
15540,0,0,0
15541,11,5,16
15542,0,0,0
15543,0,0,0
15544,0,3,3
15545,0,0,0
15546,0,0,0
15547,0,0,0
15548,0,0,0
15549,0,0,0
15550,0,0,0
15551,0,0,0
15552,2,32,34
15553,0,0,0
15554,0,0,0
15555,0,0,0
15556,0,0,0
15557,0,0,0
15558,0,0,0
15559,0,0,0
15560,32,91,123
15561,83,160,243
15562,0,0,0
15563,0,4,4
15564,0,1,1
15565,0,0,0
15566,0,0,0
15567,0,0,0
15568,0,0,0
15569,0,7,7
15570,0,0,0
15571,0,0,0
15572,0,0,0
15573,0,0,0
15574,0,0,0
15575,1,6,7
15576,0,0,0
15577,0,0,0
15578,0,0,0
15579,0,0,0
15580,0,0,0
15581,0,0,0
15582,0,0,0
15583,NA,NA,NA
15584,5,43,48
15585,0,0,0
15586,0,0,0
15587,0,0,0
15588,0,0,0
15589,0,0,0
15590,0,0,0
15591,0,0,0
15592,0,0,0
15593,0,0,0
15594,0,0,0
15595,0,0,0
15596,0,2,2
15597,0,0,0
15598,0,0,0
15599,NA,NA,NA
15600,0,0,0
15601,0,0,0
15602,0,0,0
15603,2,5,7
15604,0,0,0
15605,0,0,0
15606,0,0,0
15607,0,0,0
15608,5,7,0
15609,0,0,0
15610,9,33,42
15611,0,1,1
15612,0,0,0
15613,0,0,0
15614,0,0,0
15615,0,0,0
15616,0,0,0
15617,0,0,0
15618,0,0,0
15619,0,0,0
15620,0,6,6
15621,5,NA,5
15622,0,0,0
15623,0,0,0
15624,0,0,0
15625,0,0,0
15626,0,0,0
15627,0,0,0
15628,0,0,0
15629,0,0,0
15630,0,0,0
15631,0,0,0
15632,0,0,0
15633,0,0,0
15634,0,0,0
15635,0,0,0
15636,1,3,4
15637,0,0,0
15638,0,0,0
15639,0,0,0
15640,0,0,0
15641,1,2,3
15642,0,0,0
15643,0,0,0
15644,0,0,0
15645,0,0,0
15646,0,0,0
15647,0,8,8
15648,0,0,0
15649,0,0,0
15650,0,0,0
15651,0,0,0
15652,0,0,0
15653,0,0,0
15654,0,0,0
15655,0,0,0
15656,0,0,0
15657,0,3,3
15658,0,0,0
15659,0,0,0
15660,0,0,0
15661,0,2,2
15662,0,1,1
15663,0,0,0
15664,5,2,7
15665,0,0,0
15666,0,0,0
15667,0,11,11
15668,0,0,0
15669,0,0,0
15670,0,0,0
15671,NA,NA,NA
15672,0,0,0
15673,0,0,0
15674,10,30,40
15675,0,0,0
15676,0,0,0
15677,0,0,0
15678,0,0,0
15679,0,0,0
15680,NA,NA,NA
15681,0,0,0
15682,1,3,4
15683,0,0,0
15684,0,0,0
15685,0,0,0
15686,NA,NA,1
15687,0,0,0
15688,0,0,0
15689,1,3,4
15690,0,0,0
15691,0,1,1
15692,0,1,1
15693,9,12,21
15694,0,0,0
15695,0,0,0
15696,0,0,0
15697,0,0,0
15698,0,0,0
15699,0,0,0
15700,0,0,0
15701,0,0,0
15702,0,0,0
15703,0,30,30
15704,0,0,0
15705,0,0,0
15706,0,0,0
15707,0,0,0
15708,0,0,0
15709,1,3,4
15710,0,0,0
15711,0,0,0
15712,0,0,0
15713,0,0,0
15714,0,0,0
15715,13,43,56
15716,0,0,0
15717,0,0,0
15718,0,0,0
15719,0,6,6
15720,0,0,0
15721,0,0,0
15722,0,0,0
15723,0,0,0
15724,0,0,0
15725,0,0,0
15726,0,0,0
15727,0,0,0
15728,0,0,0
15729,0,0,0
15730,0,0,0
15731,0,0,0
15732,0,0,0
15733,0,0,0
15734,0,0,0
15735,1,23,24
15736,0,0,0
15737,0,0,0
15738,0,2,2
15739,0,0,0
15740,0,0,0
15741,0,0,0
15742,0,0,0
15743,0,0,0
15744,0,0,0
15745,0,0,0
15746,0,0,0
15747,0,0,0
15748,12,30,42
15749,0,0,0
15750,0,0,0
15751,0,0,0
15752,0,0,0
15753,0,0,0
15754,0,0,0
15755,13,35,48
15756,4,2,6
15757,NA,NA,NA
15758,0,0,0
15759,0,0,0
15760,0,NA,NA
15761,0,0,0
15762,0,0,0
15763,0,0,0
15764,NA,NA,NA
15765,0,0,0
15766,0,0,0
15767,0,0,0
15768,0,0,0
15769,0,0,0
15770,0,0,0
15771,1,0,1
15772,0,0,0
15773,0,0,0
15774,0,0,0
15775,0,0,0
15776,0,0,0
15777,0,0,0
15778,0,0,0
15779,4,0,4
15780,0,0,0
15781,0,0,0
15782,0,0,0
15783,0,0,0
15784,0,0,0
15785,0,0,0
15786,0,0,0
15787,0,0,0
15788,0,1,1
15789,0,0,0
15790,0,0,0
15791,0,0,0
15792,0,1,1
15793,0,0,0
15794,0,0,0
15795,17,43,60
15796,1,1,2
15797,3,3,6
15798,0,0,0
15799,0,0,0
15800,0,0,0
15801,0,0,0
15802,0,0,0
15803,0,0,0
15804,0,0,0
15805,0,0,0
15806,0,0,0
15807,0,1,1
15808,0,0,0
15809,0,0,0
15810,0,0,0
15811,0,0,0
15812,0,0,0
15813,44,180,224
15814,0,0,0
15815,0,0,0
15816,0,0,0
15817,0,0,0
15818,0,0,0
15819,0,0,0
15820,0,2,2
15821,0,0,0
15822,0,0,0
15823,0,0,0
15824,8,3,11
15825,0,0,0
15826,42,125,167
15827,11,10,21
15828,0,0,0
15829,23,15,38
15830,0,4,4
15831,0,1,1
15832,0,1,1
15833,0,0,0
15834,0,0,0
15835,0,0,0
15836,0,9,9
15837,0,0,0
15838,0,0,0
15839,0,0,0
15840,0,0,0
15841,0,0,0
15842,NA,NA,1
15843,0,0,0
15844,0,0,0
15845,0,0,0
15846,0,0,0
15847,0,0,0
15848,1,4,5
15849,0,0,0
15850,0,2,2
15851,0,0,0
15852,0,0,0
15853,0,0,0
15854,0,0,0
15855,0,0,0
15856,0,0,0
15857,0,0,0
15858,0,0,0
15859,0,1,1
15860,0,0,0
15861,0,0,0
15862,0,0,0
15863,0,0,0
15864,0,0,0
15865,0,0,0
15866,0,0,0
15867,0,0,0
15868,0,0,0
15869,0,2,2
15870,0,0,0
15871,0,0,0
15872,0,6,6
15873,0,0,0
15874,0,0,0
15875,3,5,8
15876,12,73,85
15877,0,0,0
15878,0,10,10
15879,0,0,0
15880,NA,NA,NA
15881,4,0,4
15882,0,0,0
15883,0,3,3
15884,0,0,0
15885,0,0,0
15886,0,0,0
15887,0,4,4
15888,0,0,0
15889,0,1,1
15890,1,0,1
15891,0,0,0
15892,0,0,0
15893,0,0,0
15894,0,0,0
15895,0,0,0
15896,0,0,0
15897,0,5,5
15898,0,2,2
15899,0,0,0
15900,0,3,3
15901,0,0,0
15902,0,0,0
15903,0,0,0
15904,0,0,0
15905,0,0,0
15906,0,0,0
15907,0,0,0
15908,0,0,0
15909,0,0,0
15910,0,0,0
15911,0,0,0
15912,0,0,0
15913,0,0,0
15914,0,0,0
15915,0,0,0
15916,0,0,0
15917,0,0,0
15918,0,0,0
15919,0,0,0
15920,0,0,0
15921,0,0,0
15922,0,0,0
15923,0,0,0
15924,0,0,0
15925,0,0,0
15926,0,0,0
15927,0,0,0
15928,0,0,0
15929,0,0,0
15930,0,0,0
15931,0,0,0
15932,0,0,0
15933,0,0,0
15934,0,0,0
15935,0,0,0
15936,0,0,0
15937,4,5,9
15938,0,0,0
15939,0,1,1
15940,0,0,0
15941,0,0,0
15942,1,0,1
15943,0,15,15
15944,0,0,0
15945,0,1,1
15946,0,0,0
15947,0,0,0
15948,0,12,12
15949,0,0,0
15950,0,0,0
15951,0,0,0
15952,0,0,0
15953,0,0,0
15954,0,0,0
15955,0,0,0
15956,0,1,1
15957,0,0,0
15958,9,25,34
15959,0,0,0
15960,0,0,0
15961,0,0,0
15962,0,0,0
15963,0,0,0
15964,NA,0,NA
15965,0,0,0
15966,5,6,11
15967,2,0,2
15968,0,0,0
15969,0,0,0
15970,0,0,0
15971,0,0,0
15972,0,0,0
15973,9,7,16
15974,0,0,0
15975,0,0,0
15976,0,0,0
15977,16,11,27
15978,3,1,4
15979,0,0,0
15980,0,0,0
15981,0,0,0
15982,NA,NA,4
15983,0,1,1
15984,NA,NA,NA
15985,NA,NA,NA
15986,NA,NA,NA
15987,0,0,0
15988,0,0,0
15989,12,71,83
15990,1,4,5
15991,0,0,0
15992,0,0,0
15993,0,0,0
15994,0,0,0
15995,0,0,0
15996,14,35,49
15997,0,0,0
15998,0,0,0
15999,0,2,2
16000,0,0,0
16001,0,0,0
16002,0,0,0
16003,0,0,0
16004,6,9,15
16005,0,0,0
16006,0,0,0
16007,0,0,0
16008,0,0,0
16009,0,0,0
16010,0,0,0
16011,0,0,0
16012,0,0,0
16013,0,0,0
16014,4,42,46
16015,0,0,0
16016,0,0,0
16017,0,0,0
16018,NA,NA,NA
16019,0,0,0
16020,13,7,20
16021,0,0,0
16022,0,0,0
16023,0,0,0
16024,0,2,2
16025,1,0,1
16026,0,0,0
16027,0,0,0
16028,0,1,1
16029,0,0,0
16030,3,15,18
16031,9,10,19
16032,1,0,0
16033,0,0,0
16034,0,0,0
16035,0,0,0
16036,0,0,0
16037,0,0,0
16038,0,0,0
16039,0,0,0
16040,0,0,0
16041,0,0,0
16042,0,1,1
16043,0,0,0
16044,0,0,0
16045,0,0,0
16046,0,0,0
16047,2,3,5
16048,0,0,0
16049,0,0,0
16050,0,0,0
16051,0,0,0
16052,0,0,0
16053,2,17,19
16054,1,15,16
16055,0,0,0
16056,0,0,0
16057,0,0,0
16058,0,0,0
16059,NA,NA,NA
16060,0,0,0
16061,0,0,0
16062,0,0,0
16063,0,0,0
16064,0,0,0
16065,0,0,0
16066,0,0,0
16067,0,0,0
16068,0,0,0
16069,0,4,4
16070,0,0,0
16071,4,12,16
16072,0,0,0
16073,1,4,5
16074,0,1,1
16075,2,3,5
16076,0,1,1
16077,0,0,0
16078,0,0,0
16079,0,0,0
16080,0,0,0
16081,0,0,0
16082,0,1,1
16083,0,0,0
16084,0,0,0
16085,0,0,0
16086,0,0,0
16087,0,0,0
16088,0,0,0
16089,0,0,0
16090,0,0,0
16091,0,0,0
16092,0,0,0
16093,1,2,3
16094,0,3,3
16095,0,6,6
16096,0,0,0
16097,0,0,0
16098,0,0,0
16099,0,0,0
16100,0,0,0
16101,0,0,0
16102,0,0,0
16103,0,0,0
16104,0,0,0
16105,7,68,75
16106,0,0,0
16107,0,0,0
16108,0,0,0
16109,0,0,0
16110,0,0,0
16111,0,0,0
16112,0,0,0
16113,0,0,0
16114,0,0,0
16115,0,0,0
16116,0,0,0
16117,0,0,0
16118,0,0,0
16119,0,0,0
16120,0,0,0
16121,1,NA,1
16122,0,0,0
16123,0,0,0
16124,0,0,0
16125,0,0,0
16126,0,0,0
16127,0,0,0
16128,0,0,0
16129,0,0,0
16130,0,0,0
16131,0,0,0
16132,15,91,106
16133,0,1,1
16134,11,50,61
16135,0,0,0
16136,0,0,0
16137,0,0,0
16138,5,6,11
16139,0,0,0
16140,6,5,11
16141,0,0,0
16142,0,1,1
16143,1,0,1
16144,0,0,0
16145,0,0,0
16146,0,0,0
16147,1,22,23
16148,0,0,0
16149,NA,NA,NA
16150,0,0,0
16151,0,13,13
16152,1,1,2
16153,0,0,0
16154,0,0,0
16155,NA,NA,NA
16156,0,0,0
16157,0,0,0
16158,0,0,0
16159,0,0,0
16160,NA,NA,NA
16161,0,8,8
16162,0,0,0
16163,0,0,0
16164,0,0,0
16165,0,0,0
16166,0,3,3
16167,0,0,0
16168,0,1,1
16169,0,3,3
16170,0,0,0
16171,0,0,0
16172,0,0,0
16173,0,0,0
16174,0,0,0
16175,1,1,2
16176,0,0,0
16177,0,2,2
16178,0,0,0
16179,0,0,0
16180,0,0,0
16181,0,0,0
16182,0,0,0
16183,0,0,0
16184,0,0,0
16185,0,0,0
16186,0,0,0
16187,0,0,0
16188,0,0,0
16189,0,0,0
16190,6,17,23
16191,0,0,0
16192,0,0,0
16193,0,0,0
16194,0,0,0
16195,0,0,0
16196,0,0,0
16197,0,0,0
16198,0,0,0
16199,0,0,0
16200,0,0,0
16201,0,0,0
16202,10,2,12
16203,0,2,2
16204,0,1,1
16205,0,0,0
16206,0,0,0
16207,0,0,0
16208,0,0,0
16209,0,0,0
16210,0,0,0
16211,0,0,0
16212,2,10,12
16213,0,0,0
16214,0,0,0
16215,0,0,0
16216,0,0,0
16217,0,0,0
16218,0,0,0
16219,0,0,0
16220,0,0,0
16221,0,0,0
16222,0,0,0
16223,0,0,0
16224,0,0,0
16225,0,0,0
16226,0,4,4
16227,0,0,0
16228,0,0,0
16229,0,0,0
16230,0,0,0
16231,0,2,2
16232,0,1,1
16233,0,0,0
16234,0,0,0
16235,0,0,0
16236,0,0,0
16237,0,0,0
16238,0,0,0
16239,0,0,0
16240,1,6,7
16241,0,0,0
16242,0,0,0
16243,0,0,0
16244,0,0,0
16245,0,0,0
16246,0,0,0
16247,0,0,0
16248,0,0,0
16249,0,0,0
16250,0,0,0
16251,0,0,0
16252,0,0,0
16253,0,0,0
16254,0,0,0
16255,29,66,95
16256,0,1,1
16257,0,22,22
16258,0,11,11
16259,0,13,13
16260,0,0,0
16261,0,0,0
16262,NA,NA,NA
16263,0,0,0
16264,0,0,0
16265,0,0,0
16266,0,0,0
16267,0,0,0
16268,0,0,0
16269,0,0,0
16270,0,0,0
16271,0,0,0
16272,0,0,0
16273,0,0,0
16274,0,0,0
16275,0,3,3
16276,0,0,0
16277,0,0,0
16278,0,0,0
16279,0,1,1
16280,0,0,0
16281,16,14,30
16282,0,0,0
16283,0,0,0
16284,0,0,0
16285,0,0,0
16286,4,7,11
16287,0,0,0
16288,0,6,6
16289,5,16,21
16290,0,0,0
16291,0,0,0
16292,0,0,0
16293,0,0,0
16294,0,0,0
16295,0,0,0
16296,0,0,0
16297,0,0,0
16298,0,0,0
16299,0,0,0
16300,0,0,0
16301,0,0,0
16302,0,0,0
16303,0,0,0
16304,0,0,0
16305,0,0,0
16306,0,0,0
16307,0,0,0
16308,0,0,0
16309,0,0,0
16310,0,0,0
16311,0,0,0
16312,0,0,0
16313,0,0,0
16314,0,0,0
16315,0,0,0
16316,0,0,0
16317,0,0,0
16318,0,0,0
16319,0,0,0
16320,0,0,0
16321,12,6,18
16322,0,0,0
16323,0,0,0
16324,0,0,0
16325,0,0,0
16326,0,0,0
16327,0,0,0
16328,0,0,0
16329,27,67,94
16330,0,1,1
16331,0,0,0
16332,0,0,0
16333,0,0,0
16334,0,0,0
16335,0,0,0
16336,0,0,0
16337,0,0,0
16338,3,10,13
16339,0,0,0
16340,0,0,0
16341,0,0,0
16342,0,0,0
16343,0,0,0
16344,0,3,3
16345,0,0,0
16346,0,0,0
16347,0,0,0
16348,0,0,0
16349,3,29,32
16350,0,5,5
16351,0,0,0
16352,0,0,0
16353,0,2,2
16354,0,0,0
16355,0,0,0
16356,0,0,0
16357,0,0,0
16358,2,7,9
16359,0,0,0
16360,0,0,0
16361,0,0,0
16362,0,0,0
16363,0,0,0
16364,0,0,0
16365,0,0,0
16366,0,0,0
16367,0,7,7
16368,0,0,0
16369,0,0,0
16370,0,5,5
16371,0,0,0
16372,0,0,0
16373,0,0,0
16374,0,0,0
16375,1,9,10
16376,0,0,0
16377,0,0,0
16378,1,12,13
16379,0,0,0
16380,0,0,0
16381,0,0,0
16382,0,0,0
16383,0,0,0
16384,0,0,0
16385,0,0,0
16386,3,0,3
16387,0,0,0
16388,0,0,0
16389,0,0,0
16390,0,0,0
16391,0,0,0
16392,0,0,0
16393,0,0,0
16394,0,1,1
16395,0,0,0
16396,22,103,125
16397,0,1,1
16398,0,0,0
16399,0,0,0
16400,0,0,0
16401,0,0,0
16402,0,0,0
16403,0,5,5
16404,0,0,0
16405,0,1,1
16406,0,0,0
16407,0,0,0
16408,0,0,0
16409,0,0,0
16410,0,0,0
16411,0,2,2
16412,0,38,38
16413,0,0,0
16414,0,0,0
16415,0,0,0
16416,0,0,0
16417,0,0,0
16418,0,0,0
16419,4,NA,4
16420,0,0,0
16421,0,0,0
16422,0,0,0
16423,0,0,0
16424,2,6,8
16425,0,0,0
16426,0,3,3
16427,0,0,0
16428,0,1,1
16429,1,7,8
16430,0,0,0
16431,6,12,18
16432,0,0,0
16433,1,12,13
16434,0,0,0
16435,0,0,0
16436,0,0,0
16437,0,0,0
16438,0,0,0
16439,0,0,0
16440,0,5,5
16441,0,0,0
16442,25,48,73
16443,0,0,0
16444,0,0,0
16445,0,0,0
16446,0,1,1
16447,3,0,3
16448,0,0,0
16449,0,0,0
16450,1,12,13
16451,0,8,8
16452,0,0,0
16453,0,0,0
16454,0,0,0
16455,3,20,23
16456,0,0,0
16457,1,13,14
16458,0,0,0
16459,0,0,0
16460,0,0,0
16461,110,270,380
16462,0,0,0
16463,0,0,0
16464,NA,NA,NA
16465,0,0,0
16466,0,0,0
16467,0,0,0
16468,0,1,1
16469,0,2,2
16470,0,0,0
16471,0,0,0
16472,0,0,0
16473,0,0,0
16474,0,0,0
16475,0,0,0
16476,0,0,0
16477,0,0,0
16478,0,0,0
16479,0,1,1
16480,0,0,0
16481,0,0,0
16482,0,1,1
16483,0,0,0
16484,0,0,0
16485,0,0,0
16486,19,17,36
16487,0,0,0
16488,0,0,0
16489,0,0,0
16490,0,0,0
16491,0,0,0
16492,0,0,0
16493,2,2,4
16494,0,0,0
16495,0,11,11
16496,0,11,11
16497,0,0,0
16498,0,0,0
16499,2,5,7
16500,0,0,0
16501,0,0,0
16502,0,0,0
16503,0,0,0
16504,0,0,0
16505,0,0,0
16506,NA,NA,1
16507,0,0,0
16508,0,0,0
16509,0,0,0
16510,0,1,1
16511,0,0,0
16512,9,29,38
16513,4,16,20
16514,0,0,0
16515,0,0,0
16516,0,0,0
16517,0,0,0
16518,0,0,0
16519,0,0,0
16520,0,0,0
16521,0,0,0
16522,0,0,0
16523,0,0,0
16524,0,0,0
16525,0,0,0
16526,0,0,0
16527,0,0,0
16528,0,0,0
16529,0,0,0
16530,0,0,0
16531,0,0,0
16532,0,0,0
16533,0,0,0
16534,0,0,0
16535,0,1,1
16536,0,0,0
16537,0,0,0
16538,0,0,0
16539,0,0,0
16540,0,0,0
16541,0,0,0
16542,0,0,0
16543,0,0,0
16544,0,0,0
16545,0,0,0
16546,0,0,0
16547,0,0,0
16548,0,0,0
16549,0,0,0
16550,0,5,5
16551,0,0,0
16552,0,0,0
16553,90,111,201
16554,0,0,0
16555,0,0,0
16556,0,0,0
16557,0,0,0
16558,0,0,0
16559,0,0,0
16560,0,0,0
16561,0,0,0
16562,0,0,0
16563,0,0,0
16564,0,0,0
16565,0,0,0
16566,0,0,0
16567,0,0,0
16567,90,111,201
16568,0,0,0
16569,0,0,0
16570,0,0,0
16571,0,0,0
16572,0,0,0
16573,0,0,0
16574,0,0,0
16575,0,0,0
16576,0,0,0
16577,0,0,0
16578,0,0,0
16579,0,3,3
16580,0,0,0
16581,0,0,0
16582,0,0,0
16583,0,0,0
16584,0,0,0
16585,0,0,0
16586,0,0,0
16587,0,0,0
16588,0,0,0
16589,0,0,0
16590,0,0,0
16591,0,0,0
16592,0,0,0
16593,0,0,0
16594,0,0,0
16595,0,0,0
16596,0,0,0
16597,0,0,0
16598,0,0,0
16599,0,0,0
16600,0,0,0
16601,0,0,0
16602,0,0,0
16603,0,0,0
16604,0,0,0
16605,0,0,0
16606,0,0,0
16607,0,0,0
16608,0,0,0
16609,0,0,0
16610,0,0,0
16611,0,0,0
16612,0,0,0
16613,1,19,20
16614,0,0,0
16615,0,0,0
16616,6,11,17
16617,0,0,0
16618,0,0,0
16619,0,0,0
16620,0,0,0
16621,0,0,0
16622,0,0,0
16623,0,0,0
16624,0,0,0
16625,0,0,0
16626,0,0,0
16627,0,0,0
16628,0,0,0
16629,0,0,0
16630,0,0,0
16631,0,0,0
16632,0,0,0
16633,1,5,6
16634,0,0,0
16635,0,0,0
16636,0,3,3
16637,0,0,0
16638,0,0,0
16639,0,0,0
16640,0,5,5
16641,0,0,0
16642,0,0,0
16643,0,0,0
16644,0,0,0
16645,1,0,1
16646,0,0,0
16647,0,1,1
16648,0,4,4
16649,0,0,0
16650,0,0,0
16651,0,0,0
16652,0,0,0
16653,1,5,6
16654,0,0,0
16655,0,0,0
16656,0,0,0
16657,NA,NA,NA
16658,1,35,36
16659,0,0,0
16660,0,0,0
16661,0,0,0
16662,0,0,0
16663,0,0,0
16664,0,0,0
16665,0,0,0
16666,0,0,0
16667,0,0,0
16668,0,0,0
16669,0,0,0
16670,6,1,7
16671,0,5,5
16672,0,0,0
16673,0,0,0
16674,0,0,0
16675,5,20,25
16676,0,0,0
16677,0,0,0
16678,0,0,0
16679,0,0,0
16680,0,0,0
16681,0,0,0
16682,0,0,0
16683,0,0,0
16684,0,0,0
16685,0,1,1
16686,0,0,0
16687,0,0,0
16688,1,1,2
16689,0,0,0
16690,NA,NA,NA
16691,0,0,0
16692,0,0,0
16693,NA,NA,1
16694,NA,NA,NA
16695,0,0,0
16696,NA,NA,NA
16697,0,0,0
16698,0,0,0
16699,7,11,18
16700,0,0,0
16701,1,3,4
16702,0,0,0
16703,0,0,0
16704,4,11,15
16705,0,0,0
16706,0,0,0
16707,0,1,1
16708,0,4,4
16709,1,30,31
16710,3,5,8
16711,0,0,0
16712,3,4,7
16713,0,0,0
16714,0,0,0
16715,0,0,0
16716,0,0,0
16717,0,0,0
16718,0,0,0
16719,0,0,0
16720,0,0,0
16721,0,0,0
16722,0,0,0
16723,0,0,0
16724,0,0,0
16725,0,0,0
16726,0,0,0
16727,0,0,0
16728,0,0,0
16729,7,6,13
16730,0,0,0
16731,0,0,0
16732,0,0,0
16733,0,0,0
16734,0,0,0
16735,0,0,0
16736,4,9,13
16737,0,0,0
16738,8,0,8
16739,0,0,0
16740,0,0,0
16741,0,0,0
16742,0,0,0
16743,0,0,0
16744,0,0,0
16745,0,2,2
16746,4,11,15
16747,0,0,0
16748,1,5,6
16749,0,0,0
16750,0,0,0
16751,0,0,0
16752,0,0,0
16753,0,0,0
16754,0,0,0
16755,0,0,0
16756,0,0,0
16757,19,32,51
16758,0,0,0
16759,0,0,0
16760,0,0,0
16761,0,0,0
16762,0,0,0
16763,0,0,0
16764,0,0,0
16765,0,0,0
16766,0,0,0
16767,0,0,0
16768,0,0,0
16769,NA,NA,1
16770,0,0,0
16771,0,0,0
16772,0,0,0
16773,0,0,0
16774,0,0,0
16775,0,0,0
16776,0,0,0
16777,0,0,0
16778,0,0,0
16779,19,45,64
16780,4,21,25
16781,0,0,0
16782,0,0,0
16783,0,0,0
16784,0,1,1
16785,0,5,5
16786,1,33,34
16787,0,2,2
16788,0,0,0
16789,0,0,0
16790,0,0,0
16791,0,0,0
16792,0,0,0
16793,0,0,0
16794,0,0,0
16795,0,0,0
16796,0,0,0
16797,0,0,0
16798,0,0,0
16799,0,0,0
16800,0,0,0
16801,0,2,2
16802,0,0,0
16803,0,0,0
16804,0,0,0
16805,0,0,0
16806,0,0,0
16807,0,0,0
16808,0,0,0
16809,0,0,0
16810,0,0,0
16811,0,0,0
16812,0,0,0
16813,0,0,0
16814,0,0,0
16815,NA,NA,NA
16816,0,0,0
16817,0,0,0
16818,0,0,0
16819,0,0,0
16820,0,0,0
16821,0,0,0
16822,0,0,0
16823,0,0,0
16824,0,0,0
16825,0,0,0
16826,0,0,0
16827,0,0,0
16828,0,0,0
16829,0,0,0
16830,0,0,0
16831,0,0,0
16832,0,0,0
16833,0,0,0
16834,0,0,0
16835,0,0,0
16836,0,9,9
16837,0,3,3
16838,0,0,0
16839,0,0,0
16840,0,0,0
16841,0,0,0
16842,0,0,0
16843,0,0,0
16844,0,0,0
16845,0,0,0
16846,0,0,0
16847,2,8,10
16848,0,0,0
16849,0,0,0
16850,0,1,1
16851,0,0,0
16852,0,0,0
16853,0,0,0
16854,0,0,0
16855,0,0,0
16856,0,0,0
16857,0,1,1
16858,0,0,0
16859,0,0,0
16860,0,1,1
16861,0,0,0
16862,NA,NA,NA
16863,NA,NA,NA
16864,0,0,0
16865,0,0,0
16866,2,9,11
16867,0,0,0
16868,0,1,1
16869,0,0,0
16870,0,0,0
16871,0,0,0
16872,0,0,0
16873,0,0,0
16874,0,0,0
16875,0,0,0
16876,0,0,0
16877,0,0,0
16878,0,3,3
16879,0,0,0
16880,0,0,0
16881,0,0,0
16882,0,0,0
16883,0,1,1
16884,0,0,0
16885,0,0,0
16886,0,0,0
16887,0,0,0
16888,0,0,0
16889,0,0,0
16890,0,0,0
16891,0,0,0
16892,1,4,5
16893,0,0,0
16894,0,0,0
16895,0,1,1
16896,0,0,0
16897,6,4,10
16898,0,0,0
16899,0,0,0
16900,0,0,0
16901,0,0,0
16902,0,0,0
16903,1,2,3
16904,0,12,12
16905,0,0,0
16906,0,0,0
16907,0,0,0
16908,NA,NA,NA
16909,0,0,0
16910,0,0,0
16911,0,0,0
16912,0,0,0
16913,0,0,0
16914,6,NA,NA
16915,0,0,0
16916,0,0,0
16917,0,0,0
16918,1,2,3
16919,0,0,0
16920,0,0,0
16921,0,2,2
16922,2,7,9
16923,0,0,0
16924,0,6,6
16925,0,0,0
16926,0,0,0
16927,0,0,0
16928,1,8,9
16929,1,4,5
16930,0,0,0
16931,0,10,10
16932,0,3,3
16933,4,1,5
16934,0,0,0
16935,0,0,0
16936,8,19,23
16937,0,0,0
16938,5,34,39
16939,0,0,0
16940,0,0,0
16941,0,0,0
16942,0,0,0
16943,0,0,0
16944,0,0,0
16945,0,0,0
16946,0,0,0
16947,0,0,0
16948,0,0,0
16949,0,0,0
16950,0,0,0
16951,11,13,24
16952,0,0,0
16953,0,14,14
16954,0,0,0
16955,0,2,2
16956,1,18,19
16957,0,0,0
16958,0,0,0
16959,0,2,2
16960,0,1,1
16961,1,2,3
16962,0,0,0
16963,0,0,0
16964,0,0,0
16965,0,1,1
